I_U,T_INT,seed,nodes_measured,total_assignments,sim_elapsed_s,conv_time_min_s,conv_time_max_s,conv_time_mean_s,wall_time_s,error
0.250,3.000,0,65,75,1080.000,79.800,180.000,133.130,36.050,
0.250,3.000,1,68,78,1080.000,79.800,180.000,130.820,31.620,
0.250,3.000,2,65,75,1080.000,79.800,180.000,135.320,33.420,
0.250,3.000,3,65,75,1080.000,79.800,180.000,132.470,35.420,
0.250,3.000,4,66,76,1080.000,79.800,180.000,135.410,37.190,
0.250,3.000,5,66,76,1080.000,79.800,180.000,133.330,34.210,
0.250,3.000,6,68,78,1080.000,79.800,180.000,126.040,29.940,
0.250,3.000,7,65,75,1080.000,80.700,180.000,132.000,30.820,
0.250,3.000,8,66,76,1080.000,79.800,180.000,132.110,30.700,
0.250,3.000,9,68,78,1080.000,79.800,180.000,129.460,35.080,
0.250,3.500,0,62,72,1080.000,79.800,180.000,138.550,35.440,
0.250,3.500,1,67,77,1080.000,79.800,180.000,132.950,29.760,
0.250,3.500,2,65,75,1080.000,79.800,180.000,135.670,30.190,
0.250,3.500,3,62,72,1080.000,79.800,180.000,136.790,30.920,
0.250,3.500,4,66,76,1080.000,79.800,180.000,132.720,35.590,
0.250,3.500,5,63,73,1080.000,79.800,180.000,137.210,30.750,
0.250,3.500,6,67,77,1080.000,79.800,180.000,128.510,31.340,
0.250,3.500,7,63,73,1080.000,79.800,180.000,136.040,29.740,
0.250,3.500,8,63,73,1080.000,79.800,180.000,137.330,30.680,
0.250,3.500,9,63,73,1080.000,79.800,180.000,137.170,33.550,
0.250,4.000,0,61,71,1080.000,79.800,180.000,144.650,32.350,
0.250,4.000,1,62,72,1080.000,79.800,180.000,139.150,28.040,
0.250,4.000,2,60,70,1080.000,81.000,180.000,144.070,29.140,
0.250,4.000,3,59,69,1080.000,79.800,180.000,143.500,29.130,
0.250,4.000,4,58,68,1080.000,79.800,180.000,149.040,30.520,
0.250,4.000,5,62,72,1080.000,79.800,180.000,138.630,30.020,
0.250,4.000,6,62,72,1080.000,79.800,180.000,138.230,30.590,
0.250,4.000,7,60,70,1080.000,79.800,180.000,145.250,30.280,
0.250,4.000,8,62,72,1080.000,79.800,180.000,144.320,28.590,
0.250,4.000,9,60,70,1080.000,79.800,180.000,140.650,32.840,
0.250,4.500,0,58,68,1080.000,83.000,180.000,147.400,31.230,
0.250,4.500,1,60,70,1080.000,81.100,180.000,146.410,29.530,
0.250,4.500,2,57,67,1080.000,80.100,180.000,152.340,29.560,
0.250,4.500,3,59,69,1080.000,80.900,180.000,148.360,28.690,
0.250,4.500,4,57,67,1080.000,89.400,180.000,150.610,30.570,
0.250,4.500,5,57,67,1080.000,82.900,180.000,151.580,29.230,
0.250,4.500,6,60,70,1080.000,83.500,180.000,145.700,29.870,
0.250,4.500,7,59,69,1080.000,92.500,180.000,146.940,30.470,
0.250,4.500,8,59,69,1080.000,79.800,180.000,149.320,30.910,
0.250,4.500,9,59,69,1080.000,79.800,180.000,146.510,33.100,
0.250,5.000,0,56,66,1080.000,94.900,180.000,154.590,31.120,
0.250,5.000,1,58,68,1080.000,82.300,180.000,153.600,28.170,
0.250,5.000,2,56,66,1080.000,95.100,180.000,154.810,28.580,
0.250,5.000,3,55,65,1080.000,86.900,180.000,153.910,31.350,
0.250,5.000,4,54,64,1080.000,99.700,180.000,157.880,29.590,
0.250,5.000,5,54,64,1080.000,95.900,180.000,156.070,29.690,
0.250,5.000,6,58,68,1080.000,97.500,180.000,148.660,28.750,
0.250,5.000,7,59,69,1080.000,91.700,180.000,152.700,30.760,
0.250,5.000,8,59,69,1080.000,79.800,180.000,150.410,31.510,
0.250,5.000,9,56,66,1080.000,79.800,180.000,151.420,34.050,
0.250,5.500,0,55,65,1080.000,100.600,180.000,156.250,35.520,
0.250,5.500,1,58,68,1080.000,88.500,180.000,154.600,30.380,
0.250,5.500,2,57,67,1080.000,96.000,180.000,155.480,33.630,
0.250,5.500,3,54,64,1080.000,101.600,180.000,159.140,32.870,
0.250,5.500,4,55,65,1080.000,101.300,180.000,157.520,34.110,
0.250,5.500,5,56,66,1080.000,93.200,180.000,153.960,30.720,
0.250,5.500,6,60,70,1080.000,92.000,180.000,146.450,31.380,
0.250,5.500,7,58,68,1080.000,90.600,180.000,153.740,33.540,
0.250,5.500,8,54,64,1080.000,100.900,180.000,155.770,29.340,
0.250,5.500,9,54,64,1080.000,79.800,180.000,153.560,33.340,
0.250,6.000,0,55,65,1080.000,85.000,180.000,156.280,34.570,
0.250,6.000,1,58,68,1080.000,82.400,180.000,148.920,30.070,
0.250,6.000,2,57,67,1080.000,96.500,180.000,154.070,33.120,
0.250,6.000,3,54,64,1080.000,85.500,180.000,154.370,36.690,
0.250,6.000,4,56,66,1080.000,86.900,180.000,154.830,39.370,
0.250,6.000,5,54,64,1080.000,100.800,180.000,155.250,33.230,
0.250,6.000,6,57,67,1080.000,93.500,180.000,150.160,30.680,
0.250,6.000,7,56,66,1080.000,79.800,180.000,154.280,30.140,
0.250,6.000,8,57,67,1080.000,90.800,180.000,154.840,32.220,
0.250,6.000,9,58,68,1080.000,80.100,180.000,149.710,33.940,
0.250,6.500,0,55,65,1080.000,80.700,180.000,155.990,32.900,
0.250,6.500,1,58,68,1080.000,82.900,180.000,152.610,27.820,
0.250,6.500,2,56,66,1080.000,79.800,180.000,154.030,28.850,
0.250,6.500,3,54,64,1080.000,97.300,180.000,155.080,29.250,
0.250,6.500,4,57,67,1080.000,89.500,180.000,155.750,34.160,
0.250,6.500,5,57,67,1080.000,102.500,180.000,154.360,32.100,
0.250,6.500,6,57,67,1080.000,79.800,180.000,148.460,32.390,
0.250,6.500,7,58,68,1080.000,79.800,180.000,152.150,31.930,
0.250,6.500,8,57,67,1080.000,79.800,180.000,154.170,30.350,
0.250,6.500,9,59,69,1080.000,79.800,180.000,145.760,31.760,
0.250,7.000,0,54,64,1080.000,86.300,180.000,158.170,29.970,
0.250,7.000,1,58,68,1080.000,80.100,180.000,151.310,27.700,
0.250,7.000,2,56,66,1080.000,85.600,180.000,154.970,31.110,
0.250,7.000,3,56,66,1080.000,96.700,180.000,153.240,28.330,
0.250,7.000,4,57,67,1080.000,94.000,180.000,153.870,31.050,
0.250,7.000,5,56,66,1080.000,105.700,180.000,156.510,30.500,
0.250,7.000,6,58,68,1080.000,80.900,180.000,149.030,29.790,
0.250,7.000,7,56,66,1080.000,79.800,180.000,153.570,30.260,
0.250,7.000,8,59,69,1080.000,79.800,180.000,150.440,29.660,
0.250,7.000,9,55,65,1080.000,91.900,180.000,151.270,33.920,
0.261,3.000,0,62,72,1080.000,85.500,180.000,139.230,35.350,
0.261,3.000,1,62,72,1080.000,79.800,180.000,138.440,28.300,
0.261,3.000,2,59,69,1080.000,90.100,180.000,144.530,29.270,
0.261,3.000,3,63,73,1080.000,79.800,180.000,137.210,31.460,
0.261,3.000,4,62,72,1080.000,85.400,180.000,143.420,30.810,
0.261,3.000,5,61,71,1080.000,88.300,180.000,140.900,30.250,
0.261,3.000,6,65,75,1080.000,79.800,180.000,132.990,31.400,
0.261,3.000,7,61,71,1080.000,84.500,180.000,140.550,30.280,
0.261,3.000,8,64,74,1080.000,79.800,180.000,137.320,31.670,
0.261,3.000,9,63,73,1080.000,79.800,180.000,138.110,34.000,
0.261,3.500,0,59,69,1080.000,85.100,180.000,146.040,31.940,
0.261,3.500,1,62,72,1080.000,79.800,180.000,142.050,29.370,
0.261,3.500,2,58,68,1080.000,79.800,180.000,146.470,29.580,
0.261,3.500,3,60,70,1080.000,79.800,180.000,146.050,30.280,
0.261,3.500,4,57,67,1080.000,94.700,180.000,150.330,32.140,
0.261,3.500,5,59,69,1080.000,79.800,180.000,144.970,31.410,
0.261,3.500,6,62,72,1080.000,79.800,180.000,139.800,32.990,
0.261,3.500,7,59,69,1080.000,79.800,180.000,143.480,31.560,
0.261,3.500,8,59,69,1080.000,79.800,180.000,147.360,32.360,
0.261,3.500,9,58,68,1080.000,79.800,180.000,144.820,35.940,
0.261,4.000,0,57,67,1080.000,101.600,180.000,154.110,35.420,
0.261,4.000,1,58,68,1080.000,83.000,180.000,146.260,31.460,
0.261,4.000,2,57,67,1080.000,93.700,180.000,155.280,31.380,
0.261,4.000,3,59,69,1080.000,79.800,180.000,151.050,33.530,
0.261,4.000,4,56,66,1080.000,97.000,180.000,154.530,30.880,
0.261,4.000,5,57,67,1080.000,83.400,180.000,146.830,28.040,
0.261,4.000,6,59,69,1080.000,79.900,180.000,146.520,30.650,
0.261,4.000,7,58,68,1080.000,105.800,180.000,152.860,31.100,
0.261,4.000,8,58,68,1080.000,81.600,180.000,149.680,30.930,
0.261,4.000,9,57,67,1080.000,97.900,180.000,148.920,33.400,
0.261,4.500,0,55,65,1080.000,98.400,180.000,158.020,32.560,
0.261,4.500,1,57,67,1080.000,84.400,180.000,155.130,28.390,
0.261,4.500,2,54,64,1080.000,97.900,180.000,158.570,29.660,
0.261,4.500,3,58,68,1080.000,87.800,180.000,154.000,29.970,
0.261,4.500,4,56,66,1080.000,85.100,180.000,158.060,29.080,
0.261,4.500,5,54,64,1080.000,82.900,180.000,157.870,28.550,
0.261,4.500,6,58,68,1080.000,83.900,180.000,149.440,32.370,
0.261,4.500,7,57,67,1080.000,108.100,180.000,153.310,29.160,
0.261,4.500,8,57,67,1080.000,89.200,180.000,153.680,28.580,
0.261,4.500,9,56,66,1080.000,83.100,180.000,150.900,32.810,
0.261,5.000,0,53,63,1080.000,99.400,180.000,159.270,29.190,
0.261,5.000,1,57,67,1080.000,87.400,180.000,154.410,29.050,
0.261,5.000,2,54,64,1080.000,95.200,180.000,159.130,30.640,
0.261,5.000,3,51,61,1080.000,91.000,180.000,164.020,27.540,
0.261,5.000,4,53,63,1080.000,99.800,180.000,161.350,28.420,
0.261,5.000,5,53,63,1080.000,86.300,180.000,161.110,27.360,
0.261,5.000,6,55,65,1080.000,90.900,180.000,153.780,29.560,
0.261,5.000,7,55,65,1080.000,90.100,180.000,155.390,29.400,
0.261,5.000,8,52,62,1080.000,96.500,180.000,162.830,30.470,
0.261,5.000,9,53,63,1080.000,104.600,180.000,158.380,29.740,
0.261,5.500,0,53,63,1080.000,100.600,180.000,161.360,30.600,
0.261,5.500,1,56,66,1080.000,95.600,180.000,160.670,28.020,
0.261,5.500,2,54,64,1080.000,96.100,180.000,158.830,28.240,
0.261,5.500,3,52,62,1080.000,91.000,180.000,162.560,28.410,
0.261,5.500,4,56,66,1080.000,96.400,180.000,158.560,29.590,
0.261,5.500,5,55,65,1080.000,86.500,180.000,159.540,28.580,
0.261,5.500,6,57,67,1080.000,92.100,180.000,153.440,28.990,
0.261,5.500,7,52,62,1080.000,96.800,180.000,157.520,27.730,
0.261,5.500,8,53,63,1080.000,103.300,180.000,160.980,28.360,
0.261,5.500,9,53,63,1080.000,90.100,180.000,159.660,30.770,
0.261,6.000,0,53,63,1080.000,101.800,180.000,161.000,29.910,
0.261,6.000,1,57,67,1080.000,87.100,180.000,157.590,27.830,
0.261,6.000,2,54,64,1080.000,96.700,180.000,160.110,31.390,
0.261,6.000,3,55,65,1080.000,103.300,180.000,156.720,29.350,
0.261,6.000,4,54,64,1080.000,87.000,180.000,160.560,28.640,
0.261,6.000,5,54,64,1080.000,100.900,180.000,157.620,28.230,
0.261,6.000,6,57,67,1080.000,93.600,180.000,154.430,33.700,
0.261,6.000,7,53,63,1080.000,110.100,180.000,158.050,28.460,
0.261,6.000,8,56,66,1080.000,90.900,180.000,159.920,29.620,
0.261,6.000,9,56,66,1080.000,90.400,180.000,157.640,33.100,
0.261,6.500,0,54,64,1080.000,105.600,180.000,159.740,31.000,
0.261,6.500,1,57,67,1080.000,87.300,180.000,156.290,26.950,
0.261,6.500,2,55,65,1080.000,91.700,180.000,160.180,27.380,
0.261,6.500,3,56,66,1080.000,94.100,180.000,152.920,29.820,
0.261,6.500,4,57,67,1080.000,89.600,180.000,158.790,31.150,
0.261,6.500,5,55,65,1080.000,86.700,180.000,158.530,30.230,
0.261,6.500,6,56,66,1080.000,95.300,180.000,154.680,29.670,
0.261,6.500,7,54,64,1080.000,79.800,180.000,158.680,30.100,
0.261,6.500,8,57,67,1080.000,79.800,180.000,156.050,29.590,
0.261,6.500,9,55,65,1080.000,82.400,180.000,155.250,30.510,
0.261,7.000,0,54,64,1080.000,100.600,180.000,160.300,29.770,
0.261,7.000,1,57,67,1080.000,87.600,180.000,157.610,26.840,
0.261,7.000,2,53,63,1080.000,94.400,180.000,163.580,28.610,
0.261,7.000,3,55,65,1080.000,100.100,180.000,157.510,30.150,
0.261,7.000,4,53,63,1080.000,106.500,180.000,163.600,27.570,
0.261,7.000,5,55,65,1080.000,79.800,180.000,158.110,28.170,
0.261,7.000,6,55,65,1080.000,90.800,180.000,159.680,31.000,
0.261,7.000,7,55,65,1080.000,91.100,180.000,157.030,29.920,
0.261,7.000,8,53,63,1080.000,81.800,180.000,161.370,27.770,
0.261,7.000,9,55,65,1080.000,93.800,180.000,155.370,31.300,
0.271,3.000,0,58,68,1080.000,80.900,180.000,149.360,33.600,
0.271,3.000,1,61,71,1080.000,79.800,180.000,142.960,27.970,
0.271,3.000,2,57,67,1080.000,90.100,180.000,152.870,28.840,
0.271,3.000,3,60,70,1080.000,79.800,180.000,146.010,30.530,
0.271,3.000,4,59,69,1080.000,86.300,180.000,151.190,31.500,
0.271,3.000,5,60,70,1080.000,84.100,180.000,144.040,30.570,
0.271,3.000,6,59,69,1080.000,93.600,180.000,142.920,29.020,
0.271,3.000,7,59,69,1080.000,80.100,180.000,150.170,28.860,
0.271,3.000,8,60,70,1080.000,79.800,180.000,146.790,31.280,
0.271,3.000,9,58,68,1080.000,79.800,180.000,151.630,32.390,
0.271,3.500,0,55,65,1080.000,79.800,180.000,151.110,30.940,
0.271,3.500,1,58,68,1080.000,88.400,180.000,151.560,26.620,
0.271,3.500,2,57,67,1080.000,80.100,180.000,155.220,29.410,
0.271,3.500,3,58,68,1080.000,79.800,180.000,154.920,31.680,
0.271,3.500,4,58,68,1080.000,85.400,180.000,151.720,29.750,
0.271,3.500,5,56,66,1080.000,90.800,180.000,152.000,28.480,
0.271,3.500,6,60,70,1080.000,86.000,180.000,148.800,29.520,
0.271,3.500,7,59,69,1080.000,101.300,180.000,153.420,28.750,
0.271,3.500,8,59,69,1080.000,81.900,180.000,148.660,27.550,
0.271,3.500,9,54,64,1080.000,100.100,180.000,152.110,32.300,
0.271,4.000,0,54,64,1080.000,79.800,180.000,158.000,30.200,
0.271,4.000,1,57,67,1080.000,89.100,180.000,154.040,28.140,
0.271,4.000,2,56,66,1080.000,97.900,180.000,157.930,28.910,
0.271,4.000,3,56,66,1080.000,86.300,180.000,156.330,30.090,
0.271,4.000,4,56,66,1080.000,87.100,180.000,157.550,28.370,
0.271,4.000,5,56,66,1080.000,83.400,180.000,155.220,27.460,
0.271,4.000,6,58,68,1080.000,79.800,180.000,149.990,29.320,
0.271,4.000,7,53,63,1080.000,111.000,180.000,158.820,28.140,
0.271,4.000,8,57,67,1080.000,79.800,180.000,154.270,28.060,
0.271,4.000,9,55,65,1080.000,83.700,180.000,153.200,31.110,
0.271,4.500,0,51,61,1080.000,108.300,180.000,163.240,31.300,
0.271,4.500,1,54,64,1080.000,87.900,180.000,161.440,26.690,
0.271,4.500,2,53,63,1080.000,100.000,180.000,161.480,28.440,
0.271,4.500,3,53,63,1080.000,88.000,180.000,160.220,28.110,
0.271,4.500,4,53,63,1080.000,98.600,180.000,164.320,28.100,
0.271,4.500,5,54,64,1080.000,96.600,180.000,159.710,29.440,
0.271,4.500,6,56,66,1080.000,85.300,180.000,153.860,30.480,
0.271,4.500,7,53,63,1080.000,112.000,180.000,161.920,26.400,
0.271,4.500,8,56,66,1080.000,93.400,180.000,157.530,29.830,
0.271,4.500,9,53,63,1080.000,103.500,180.000,160.080,29.560,
0.271,5.000,0,52,62,1080.000,106.800,180.000,166.110,30.170,
0.271,5.000,1,53,63,1080.000,90.500,180.000,163.930,26.270,
0.271,5.000,2,53,63,1080.000,95.300,180.000,160.540,29.260,
0.271,5.000,3,51,61,1080.000,91.100,180.000,167.560,28.180,
0.271,5.000,4,51,61,1080.000,93.100,180.000,169.260,28.600,
0.271,5.000,5,53,63,1080.000,98.200,180.000,161.440,28.210,
0.271,5.000,6,55,65,1080.000,91.100,180.000,156.020,30.170,
0.271,5.000,7,51,61,1080.000,113.800,180.000,164.800,28.640,
0.271,5.000,8,51,61,1080.000,102.100,180.000,166.490,27.340,
0.271,5.000,9,53,63,1080.000,104.700,180.000,163.910,28.910,
0.271,5.500,0,51,61,1080.000,110.900,180.000,167.200,32.330,
0.271,5.500,1,53,63,1080.000,101.200,180.000,165.450,27.120,
0.271,5.500,2,51,61,1080.000,83.100,180.000,166.460,27.780,
0.271,5.500,3,51,61,1080.000,91.200,180.000,167.320,27.690,
0.271,5.500,4,51,61,1080.000,101.400,180.000,168.180,29.920,
0.271,5.500,5,51,61,1080.000,99.700,180.000,165.300,26.920,
0.271,5.500,6,54,64,1080.000,86.800,180.000,157.210,29.420,
0.271,5.500,7,50,60,1080.000,97.100,180.000,166.350,30.510,
0.271,5.500,8,52,62,1080.000,90.600,180.000,166.540,27.960,
0.271,5.500,9,53,63,1080.000,101.600,180.000,162.560,30.760,
0.271,6.000,0,51,61,1080.000,113.600,180.000,166.080,29.320,
0.271,6.000,1,56,66,1080.000,79.800,180.000,160.890,27.630,
0.271,6.000,2,51,61,1080.000,96.900,180.000,169.610,28.350,
0.271,6.000,3,52,62,1080.000,105.100,180.000,162.540,29.820,
0.271,6.000,4,51,61,1080.000,103.400,180.000,167.260,29.450,
0.271,6.000,5,51,61,1080.000,101.000,180.000,163.560,26.960,
0.271,6.000,6,52,62,1080.000,93.700,180.000,163.840,29.100,
0.271,6.000,7,51,61,1080.000,90.200,180.000,165.390,27.400,
0.271,6.000,8,54,64,1080.000,83.200,180.000,164.690,28.190,
0.271,6.000,9,52,62,1080.000,99.600,180.000,162.340,29.450,
0.271,6.500,0,51,61,1080.000,105.700,180.000,164.900,30.700,
0.271,6.500,1,55,65,1080.000,80.100,180.000,164.050,27.250,
0.271,6.500,2,54,64,1080.000,93.800,180.000,163.670,29.260,
0.271,6.500,3,54,64,1080.000,102.100,180.000,159.750,30.830,
0.271,6.500,4,51,61,1080.000,106.600,180.000,168.380,31.000,
0.271,6.500,5,54,64,1080.000,100.000,180.000,160.660,27.510,
0.271,6.500,6,54,64,1080.000,81.200,180.000,159.060,29.090,
0.271,6.500,7,51,61,1080.000,90.900,180.000,166.580,28.600,
0.271,6.500,8,54,64,1080.000,90.100,180.000,163.880,28.990,
0.271,6.500,9,54,64,1080.000,93.200,180.000,158.510,31.190,
0.271,7.000,0,51,61,1080.000,94.200,180.000,165.290,30.610,
0.271,7.000,1,53,63,1080.000,87.600,180.000,168.350,27.980,
0.271,7.000,2,52,62,1080.000,94.500,180.000,169.230,28.910,
0.271,7.000,3,53,63,1080.000,96.700,180.000,162.790,29.900,
0.271,7.000,4,50,60,1080.000,111.400,180.000,168.750,28.620,
0.271,7.000,5,53,63,1080.000,99.200,180.000,162.620,29.230,
0.271,7.000,6,52,62,1080.000,98.800,180.000,165.870,29.160,
0.271,7.000,7,52,62,1080.000,90.200,180.000,165.370,29.010,
0.271,7.000,8,53,63,1080.000,93.100,180.000,164.040,28.920,
0.271,7.000,9,53,63,1080.000,94.000,180.000,160.660,33.770,
0.282,3.000,0,52,62,1080.000,79.800,180.000,156.060,30.060,
0.282,3.000,1,58,68,1080.000,100.700,180.000,152.360,28.030,
0.282,3.000,2,55,65,1080.000,98.700,180.000,155.800,29.460,
0.282,3.000,3,56,66,1080.000,79.800,180.000,152.990,29.540,
0.282,3.000,4,57,67,1080.000,79.800,180.000,156.050,31.450,
0.282,3.000,5,56,66,1080.000,84.600,180.000,154.580,30.870,
0.282,3.000,6,58,68,1080.000,81.200,180.000,151.040,28.780,
0.282,3.000,7,53,63,1080.000,111.400,180.000,159.160,29.480,
0.282,3.000,8,54,64,1080.000,79.800,180.000,160.410,27.770,
0.282,3.000,9,54,64,1080.000,100.100,180.000,156.340,33.350,
0.282,3.500,0,50,60,1080.000,79.800,180.000,161.480,28.840,
0.282,3.500,1,57,67,1080.000,96.400,180.000,156.860,27.560,
0.282,3.500,2,53,63,1080.000,83.300,180.000,161.490,27.950,
0.282,3.500,3,55,65,1080.000,94.300,180.000,156.390,28.740,
0.282,3.500,4,52,62,1080.000,104.000,180.000,163.250,29.520,
0.282,3.500,5,56,66,1080.000,95.900,180.000,156.200,27.540,
0.282,3.500,6,56,66,1080.000,82.800,180.000,154.650,30.430,
0.282,3.500,7,54,64,1080.000,103.400,180.000,160.420,29.390,
0.282,3.500,8,54,64,1080.000,79.800,180.000,160.680,27.570,
0.282,3.500,9,53,63,1080.000,96.900,180.000,160.140,31.910,
0.282,4.000,0,50,60,1080.000,81.500,180.000,164.750,31.210,
0.282,4.000,1,54,64,1080.000,96.800,180.000,159.240,27.190,
0.282,4.000,2,53,63,1080.000,102.100,180.000,165.830,28.890,
0.282,4.000,3,54,64,1080.000,89.100,180.000,159.050,29.470,
0.282,4.000,4,53,63,1080.000,85.100,180.000,164.660,29.060,
0.282,4.000,5,53,63,1080.000,83.400,180.000,158.950,27.590,
0.282,4.000,6,53,63,1080.000,85.400,180.000,160.290,30.180,
0.282,4.000,7,53,63,1080.000,117.000,180.000,163.800,30.410,
0.282,4.000,8,52,62,1080.000,81.600,180.000,168.990,28.950,
0.282,4.000,9,54,64,1080.000,95.900,180.000,159.560,39.570,
0.282,4.500,0,50,60,1080.000,109.900,180.000,168.130,34.240,
0.282,4.500,1,52,62,1080.000,82.700,180.000,167.450,33.230,
0.282,4.500,2,52,62,1080.000,101.000,180.000,166.830,33.640,
0.282,4.500,3,52,62,1080.000,90.900,180.000,166.070,36.210,
0.282,4.500,4,50,60,1080.000,105.100,180.000,172.420,35.010,
0.282,4.500,5,53,63,1080.000,96.700,180.000,160.310,31.490,
0.282,4.500,6,53,63,1080.000,90.400,180.000,162.300,33.700,
0.282,4.500,7,51,61,1080.000,124.300,180.000,168.910,31.090,
0.282,4.500,8,51,61,1080.000,121.500,180.000,171.730,32.120,
0.282,4.500,9,51,61,1080.000,100.800,180.000,165.300,31.770,
0.282,5.000,0,51,61,1080.000,92.300,180.000,167.440,34.210,
0.282,5.000,1,51,61,1080.000,100.100,180.000,170.240,28.320,
0.282,5.000,2,51,61,1080.000,115.300,180.000,171.110,29.190,
0.282,5.000,3,51,61,1080.000,91.200,180.000,170.260,31.320,
0.282,5.000,4,50,60,1080.000,144.200,180.000,175.800,30.500,
0.282,5.000,5,52,62,1080.000,98.300,180.000,165.770,29.580,
0.282,5.000,6,52,62,1080.000,91.200,180.000,164.940,33.000,
0.282,5.000,7,50,60,1080.000,126.100,180.000,171.910,28.830,
0.282,5.000,8,50,60,1080.000,127.000,180.000,171.810,28.560,
0.282,5.000,9,51,61,1080.000,105.100,180.000,166.500,33.370,
0.282,5.500,0,51,61,1080.000,119.000,180.000,169.180,33.880,
0.282,5.500,1,51,61,1080.000,101.200,180.000,171.900,29.870,
0.282,5.500,2,50,60,1080.000,116.500,180.000,173.950,29.350,
0.282,5.500,3,51,61,1080.000,91.300,180.000,169.060,31.460,
0.282,5.500,4,50,60,1080.000,140.300,180.000,175.800,30.180,
0.282,5.500,5,51,61,1080.000,99.800,180.000,169.180,30.150,
0.282,5.500,6,51,61,1080.000,92.200,180.000,165.840,30.560,
0.282,5.500,7,50,60,1080.000,94.100,180.000,172.020,31.330,
0.282,5.500,8,50,60,1080.000,142.200,180.000,174.010,27.770,
0.282,5.500,9,52,62,1080.000,105.700,180.000,166.500,34.260,
0.282,6.000,0,51,61,1080.000,119.000,180.000,168.240,31.500,
0.282,6.000,1,51,61,1080.000,79.800,180.000,168.580,29.860,
0.282,6.000,2,52,62,1080.000,97.700,180.000,170.300,29.090,
0.282,6.000,3,50,60,1080.000,110.300,180.000,170.630,30.790,
0.282,6.000,4,51,61,1080.000,88.300,180.000,171.680,32.640,
0.282,6.000,5,51,61,1080.000,101.000,180.000,169.070,30.900,
0.282,6.000,6,50,60,1080.000,93.800,180.000,165.370,30.690,
0.282,6.000,7,50,60,1080.000,93.600,180.000,171.520,29.450,
0.282,6.000,8,51,61,1080.000,117.400,180.000,172.400,28.420,
0.282,6.000,9,51,61,1080.000,107.000,180.000,168.060,31.000,
0.282,6.500,0,51,61,1080.000,114.400,180.000,165.520,29.420,
0.282,6.500,1,54,64,1080.000,94.400,180.000,164.260,26.700,
0.282,6.500,2,52,62,1080.000,98.100,180.000,169.240,27.170,
0.282,6.500,3,50,60,1080.000,105.100,180.000,168.030,27.910,
0.282,6.500,4,50,60,1080.000,107.900,180.000,172.960,28.270,
0.282,6.500,5,51,61,1080.000,113.500,180.000,165.850,26.550,
0.282,6.500,6,54,64,1080.000,90.000,180.000,161.240,28.930,
0.282,6.500,7,50,60,1080.000,93.700,180.000,171.630,27.260,
0.282,6.500,8,52,62,1080.000,96.500,180.000,169.030,27.630,
