I_U,T_INT,seed,nodes_measured,total_assignments,sim_elapsed_s,conv_time_min_s,conv_time_max_s,conv_time_mean_s,wall_time_s,error
0.336,3.500,5,50,60,1080.000,114.900,180.000,175.040,27.200,
0.336,3.500,6,50,60,1080.000,122.700,180.000,175.800,28.230,
0.336,3.500,7,50,60,1080.000,147.900,180.000,177.840,26.110,
0.336,3.500,8,50,60,1080.000,150.500,180.000,178.710,29.280,
0.336,3.500,9,50,60,1080.000,135.400,180.000,176.550,26.920,
0.336,4.000,0,50,60,1080.000,126.900,180.000,178.650,28.570,
0.336,4.000,1,50,60,1080.000,154.800,180.000,177.970,25.000,
0.336,4.000,2,50,60,1080.000,173.300,180.000,179.870,27.970,
0.336,4.000,3,50,60,1080.000,129.100,180.000,177.230,25.790,
0.336,4.000,4,50,60,1080.000,152.600,180.000,178.650,27.160,
0.336,4.000,5,50,60,1080.000,123.700,180.000,175.750,28.620,
0.336,4.000,6,50,60,1080.000,150.100,180.000,178.110,28.070,
0.336,4.000,7,50,60,1080.000,151.900,180.000,178.080,25.730,
0.336,4.000,8,50,60,1080.000,156.200,180.000,179.020,29.480,
0.336,4.000,9,50,60,1080.000,145.500,180.000,178.480,27.550,
0.336,4.500,0,50,60,1080.000,127.600,180.000,178.700,29.930,
0.336,4.500,1,50,60,1080.000,158.400,180.000,178.740,25.700,
0.336,4.500,2,50,60,1080.000,174.600,180.000,179.890,29.530,
0.336,4.500,3,50,60,1080.000,130.600,180.000,177.970,27.490,
0.336,4.500,4,50,60,1080.000,157.900,180.000,178.910,31.120,
0.336,4.500,5,50,60,1080.000,124.000,180.000,175.900,32.940,
0.336,4.500,6,50,60,1080.000,163.500,180.000,179.090,30.810,
0.336,4.500,7,50,60,1080.000,161.000,180.000,178.870,28.980,
0.336,4.500,8,50,60,1080.000,137.900,180.000,178.690,31.960,
0.336,4.500,9,50,60,1080.000,146.800,180.000,178.960,29.760,
0.336,5.000,0,50,60,1080.000,128.200,180.000,178.740,29.950,
0.336,5.000,1,50,60,1080.000,160.700,180.000,179.060,25.500,
0.336,5.000,2,50,60,1080.000,176.100,180.000,179.920,27.810,
0.336,5.000,3,50,60,1080.000,132.000,180.000,178.070,25.610,
0.336,5.000,4,50,60,1080.000,158.900,180.000,178.970,27.490,
0.336,5.000,5,50,60,1080.000,122.400,180.000,176.750,28.960,
0.336,5.000,6,50,60,1080.000,166.400,180.000,179.540,27.570,
0.336,5.000,7,50,60,1080.000,162.400,180.000,179.520,26.420,
0.336,5.000,8,50,60,1080.000,138.600,180.000,178.870,28.760,
0.336,5.000,9,50,60,1080.000,163.000,180.000,179.560,26.810,
0.336,5.500,0,50,60,1080.000,128.700,180.000,178.480,26.890,
0.336,5.500,1,50,60,1080.000,162.000,180.000,179.300,25.200,
0.336,5.500,2,50,60,1080.000,180.000,180.000,180.000,28.110,
0.336,5.500,3,50,60,1080.000,133.300,180.000,178.160,26.140,
0.336,5.500,4,50,60,1080.000,163.900,180.000,179.420,27.570,
0.336,5.500,5,50,60,1080.000,121.500,180.000,177.470,28.160,
0.336,5.500,6,50,60,1080.000,154.600,180.000,179.490,27.980,
0.336,5.500,7,50,60,1080.000,163.800,180.000,179.680,26.290,
0.336,5.500,8,50,60,1080.000,139.800,180.000,178.900,29.450,
0.336,5.500,9,50,60,1080.000,164.300,180.000,179.590,27.220,
0.336,6.000,0,50,60,1080.000,129.200,180.000,178.440,26.950,
0.336,6.000,1,50,60,1080.000,163.200,180.000,179.340,24.480,
0.336,6.000,2,50,60,1080.000,180.000,180.000,180.000,27.870,
0.336,6.000,3,50,60,1080.000,134.400,180.000,177.780,25.400,
0.336,6.000,4,50,60,1080.000,166.200,180.000,179.470,27.700,
0.336,6.000,5,50,60,1080.000,122.700,180.000,177.740,28.660,
0.336,6.000,6,50,60,1080.000,154.600,180.000,179.490,27.640,
0.336,6.000,7,50,60,1080.000,166.800,180.000,179.740,25.760,
0.336,6.000,8,50,60,1080.000,140.400,180.000,178.910,29.060,
0.336,6.000,9,50,60,1080.000,140.200,180.000,179.110,27.250,
0.336,6.500,0,50,60,1080.000,129.600,180.000,178.440,27.270,
0.336,6.500,1,50,60,1080.000,164.100,180.000,178.990,25.540,
0.336,6.500,2,50,60,1080.000,177.900,180.000,179.960,27.390,
0.336,6.500,3,50,60,1080.000,137.600,180.000,177.870,25.290,
0.336,6.500,4,50,60,1080.000,137.000,180.000,178.730,26.900,
0.336,6.500,5,50,60,1080.000,126.000,180.000,177.210,28.180,
0.336,6.500,6,50,60,1080.000,128.500,180.000,178.460,27.810,
0.336,6.500,7,50,60,1080.000,170.600,180.000,179.810,26.450,
0.336,6.500,8,50,60,1080.000,134.300,180.000,178.780,29.060,
0.336,6.500,9,50,60,1080.000,139.300,180.000,178.910,27.030,
0.336,7.000,0,50,60,1080.000,130.100,180.000,178.440,28.200,
0.336,7.000,1,50,60,1080.000,157.600,180.000,179.140,25.570,
0.336,7.000,2,50,60,1080.000,177.000,180.000,179.940,30.610,
0.336,7.000,3,50,60,1080.000,141.000,180.000,177.950,28.280,
0.336,7.000,4,50,60,1080.000,168.000,180.000,179.620,30.320,
0.336,7.000,5,50,60,1080.000,129.100,180.000,177.360,32.030,
0.336,7.000,6,50,60,1080.000,154.300,180.000,179.490,30.770,
0.336,7.000,7,50,60,1080.000,173.000,180.000,179.860,29.390,
0.336,7.000,8,50,60,1080.000,138.400,180.000,178.850,31.430,
0.336,7.000,9,50,60,1080.000,138.200,180.000,179.160,29.550,
0.346,3.000,0,50,60,1080.000,129.500,180.000,178.580,28.610,
0.346,3.000,1,50,60,1080.000,136.800,180.000,177.850,28.650,
0.346,3.000,2,50,60,1080.000,174.100,180.000,179.880,28.490,
0.346,3.000,3,50,60,1080.000,129.100,180.000,176.020,25.900,
0.346,3.000,4,50,60,1080.000,147.300,180.000,178.750,27.230,
0.346,3.000,5,50,60,1080.000,116.400,180.000,175.410,27.590,
0.346,3.000,6,50,60,1080.000,137.300,180.000,177.700,27.930,
0.346,3.000,7,50,60,1080.000,146.500,180.000,177.760,25.660,
0.346,3.000,8,50,60,1080.000,160.600,180.000,179.460,28.970,
0.346,3.000,9,50,60,1080.000,129.400,180.000,175.890,27.340,
0.346,3.500,0,50,60,1080.000,130.200,180.000,178.770,29.260,
0.346,3.500,1,50,60,1080.000,155.000,180.000,178.060,25.060,
0.346,3.500,2,50,60,1080.000,180.000,180.000,180.000,27.910,
0.346,3.500,3,50,60,1080.000,130.100,180.000,177.110,25.480,
0.346,3.500,4,50,60,1080.000,155.900,180.000,179.420,27.530,
0.346,3.500,5,50,60,1080.000,114.600,180.000,175.870,28.410,
0.346,3.500,6,50,60,1080.000,151.900,180.000,178.350,27.930,
0.346,3.500,7,50,60,1080.000,156.700,180.000,178.890,26.100,
0.346,3.500,8,50,60,1080.000,161.600,180.000,179.110,29.190,
0.346,3.500,9,50,60,1080.000,144.700,180.000,177.510,27.060,
0.346,4.000,0,50,60,1080.000,130.700,180.000,178.810,28.600,
0.346,4.000,1,50,60,1080.000,159.400,180.000,178.490,25.070,
0.346,4.000,2,50,60,1080.000,180.000,180.000,180.000,27.950,
0.346,4.000,3,50,60,1080.000,130.100,180.000,177.860,25.940,
0.346,4.000,4,50,60,1080.000,160.200,180.000,179.510,27.260,
0.346,4.000,5,50,60,1080.000,137.600,180.000,176.750,28.670,
0.346,4.000,6,50,60,1080.000,161.600,180.000,179.310,27.930,
0.346,4.000,7,50,60,1080.000,159.600,180.000,179.140,25.840,
0.346,4.000,8,50,60,1080.000,159.800,180.000,179.170,29.860,
0.346,4.000,9,50,60,1080.000,145.700,180.000,178.770,27.800,
0.346,4.500,0,50,60,1080.000,131.200,180.000,178.830,28.690,
0.346,4.500,1,50,60,1080.000,162.400,180.000,178.950,24.900,
0.346,4.500,2,50,60,1080.000,180.000,180.000,180.000,28.140,
0.346,4.500,3,50,60,1080.000,130.700,180.000,178.030,25.520,
0.346,4.500,4,50,60,1080.000,161.800,180.000,179.540,27.530,
0.346,4.500,5,50,60,1080.000,135.100,180.000,177.560,28.870,
0.346,4.500,6,50,60,1080.000,163.600,180.000,179.450,27.550,
0.346,4.500,7,50,60,1080.000,161.100,180.000,179.260,25.640,
0.346,4.500,8,50,60,1080.000,158.100,180.000,179.160,29.030,
0.346,4.500,9,50,60,1080.000,161.500,180.000,179.630,27.770,
0.346,5.000,0,50,60,1080.000,131.700,180.000,178.850,29.100,
0.346,5.000,1,50,60,1080.000,169.500,180.000,179.590,25.140,
0.346,5.000,2,50,60,1080.000,180.000,180.000,180.000,27.740,
0.346,5.000,3,50,60,1080.000,132.000,180.000,178.130,25.480,
0.346,5.000,4,50,60,1080.000,175.100,180.000,179.900,26.670,
0.346,5.000,5,50,60,1080.000,147.600,180.000,178.200,29.020,
0.346,5.000,6,50,60,1080.000,170.600,180.000,179.810,28.010,
0.346,5.000,7,50,60,1080.000,162.500,180.000,179.520,25.810,
0.346,5.000,8,50,60,1080.000,159.100,180.000,179.340,29.290,
0.346,5.000,9,50,60,1080.000,163.100,180.000,179.660,27.320,
0.346,5.500,0,50,60,1080.000,132.100,180.000,178.870,28.820,
0.346,5.500,1,50,60,1080.000,169.300,180.000,179.590,24.930,
0.346,5.500,2,50,60,1080.000,180.000,180.000,180.000,27.370,
0.346,5.500,3,50,60,1080.000,133.400,180.000,178.450,25.760,
0.346,5.500,4,50,60,1080.000,164.000,180.000,179.580,27.440,
0.346,5.500,5,50,60,1080.000,123.800,180.000,178.000,29.110,
0.346,5.500,6,50,60,1080.000,171.200,180.000,179.820,28.050,
0.346,5.500,7,50,60,1080.000,164.000,180.000,179.680,25.590,
0.346,5.500,8,50,60,1080.000,159.600,180.000,179.340,29.340,
0.346,5.500,9,50,60,1080.000,164.400,180.000,179.690,27.290,
0.346,6.000,0,50,60,1080.000,132.700,180.000,178.900,29.020,
0.346,6.000,1,50,60,1080.000,170.100,180.000,179.600,24.670,
0.346,6.000,2,50,60,1080.000,180.000,180.000,180.000,27.530,
0.346,6.000,3,50,60,1080.000,134.600,180.000,178.500,25.850,
0.346,6.000,4,50,60,1080.000,166.500,180.000,179.630,27.250,
0.346,6.000,5,50,60,1080.000,122.900,180.000,178.400,28.700,
0.346,6.000,6,50,60,1080.000,164.100,180.000,179.680,27.680,
0.346,6.000,7,50,60,1080.000,167.100,180.000,179.740,25.960,
0.346,6.000,8,50,60,1080.000,144.400,180.000,179.010,28.840,
0.346,6.000,9,50,60,1080.000,165.600,180.000,179.710,27.410,
0.346,6.500,0,50,60,1080.000,174.200,180.000,179.880,29.420,
0.346,6.500,1,50,60,1080.000,170.100,180.000,179.520,25.210,
0.346,6.500,2,50,60,1080.000,180.000,180.000,180.000,28.070,
0.346,6.500,3,50,60,1080.000,137.900,180.000,178.540,25.550,
0.346,6.500,4,50,60,1080.000,172.000,180.000,179.740,27.690,
0.346,6.500,5,50,60,1080.000,126.100,180.000,177.550,28.270,
0.346,6.500,6,50,60,1080.000,163.800,180.000,179.680,28.230,
0.346,6.500,7,50,60,1080.000,170.800,180.000,179.820,25.780,
0.346,6.500,8,50,60,1080.000,137.400,180.000,178.860,28.810,
0.346,6.500,9,50,60,1080.000,167.100,180.000,179.740,27.610,
0.346,7.000,0,50,60,1080.000,177.700,180.000,179.950,29.970,
0.346,7.000,1,50,60,1080.000,170.100,180.000,179.570,24.720,
0.346,7.000,2,50,60,1080.000,180.000,180.000,180.000,27.920,
0.346,7.000,3,50,60,1080.000,141.100,180.000,178.620,25.990,
0.346,7.000,4,50,60,1080.000,173.300,180.000,179.770,27.770,
0.346,7.000,5,50,60,1080.000,129.200,180.000,177.370,29.410,
0.346,7.000,6,50,60,1080.000,163.500,180.000,179.670,27.930,
0.346,7.000,7,50,60,1080.000,173.100,180.000,179.860,26.320,
0.346,7.000,8,50,60,1080.000,138.600,180.000,178.880,29.710,
0.346,7.000,9,50,60,1080.000,147.600,180.000,179.350,27.490,
0.357,3.000,0,50,60,1080.000,169.400,180.000,179.610,29.050,
0.357,3.000,1,50,60,1080.000,160.100,180.000,178.710,24.640,
0.357,3.000,2,50,60,1080.000,180.000,180.000,180.000,27.390,
0.357,3.000,3,50,60,1080.000,154.200,180.000,178.560,25.940,
0.357,3.000,4,50,60,1080.000,155.100,180.000,178.940,26.690,
0.357,3.000,5,50,60,1080.000,146.400,180.000,177.490,28.590,
0.357,3.000,6,50,60,1080.000,155.100,180.000,179.270,28.000,
0.357,3.000,7,50,60,1080.000,160.100,180.000,178.950,25.830,
0.357,3.000,8,50,60,1080.000,165.100,180.000,179.650,29.150,
0.357,3.000,9,50,60,1080.000,132.400,180.000,176.960,27.250,
0.357,3.500,0,50,60,1080.000,170.100,180.000,179.670,29.190,
0.357,3.500,1,50,60,1080.000,161.300,180.000,179.250,24.400,
0.357,3.500,2,50,60,1080.000,180.000,180.000,180.000,27.920,
0.357,3.500,3,50,60,1080.000,155.100,180.000,178.970,26.200,
0.357,3.500,4,50,60,1080.000,160.100,180.000,179.530,28.930,
0.357,3.500,5,50,60,1080.000,141.400,180.000,177.900,28.190,
0.357,3.500,6,50,60,1080.000,155.700,180.000,178.980,27.480,
0.357,3.500,7,50,60,1080.000,160.100,180.000,179.360,25.570,
0.357,3.500,8,50,60,1080.000,165.100,180.000,179.610,29.740,
0.357,3.500,9,50,60,1080.000,150.100,180.000,178.840,27.780,
0.357,4.000,0,50,60,1080.000,176.200,180.000,179.880,29.510,
0.357,4.000,1,50,60,1080.000,164.400,180.000,179.490,24.290,
0.357,4.000,2,50,60,1080.000,180.000,180.000,180.000,27.470,
0.357,4.000,3,50,60,1080.000,155.100,180.000,179.060,25.300,
0.357,4.000,4,50,60,1080.000,161.100,180.000,179.620,28.290,
0.357,4.000,5,50,60,1080.000,151.900,180.000,177.920,29.070,
0.357,4.000,6,50,60,1080.000,163.000,180.000,179.430,27.660,
0.357,4.000,7,50,60,1080.000,160.100,180.000,179.460,25.830,
0.357,4.000,8,50,60,1080.000,169.800,180.000,179.530,29.200,
0.357,4.000,9,50,60,1080.000,150.400,180.000,178.930,27.720,
0.357,4.500,0,50,60,1080.000,178.500,180.000,179.960,29.810,
0.357,4.500,1,50,60,1080.000,165.800,180.000,179.700,24.740,
0.357,4.500,2,50,60,1080.000,180.000,180.000,180.000,27.640,
0.357,4.500,3,50,60,1080.000,155.400,180.000,179.360,26.120,
0.357,4.500,4,50,60,1080.000,161.900,180.000,179.640,28.230,
0.357,4.500,5,50,60,1080.000,154.800,180.000,178.810,28.850,
0.357,4.500,6,50,60,1080.000,163.700,180.000,179.460,27.840,
0.357,4.500,7,50,60,1080.000,161.200,180.000,179.470,26.020,
0.357,4.500,8,50,60,1080.000,171.500,180.000,179.620,28.960,
0.357,4.500,9,50,60,1080.000,161.500,180.000,179.630,27.630,
0.357,5.000,0,50,60,1080.000,179.400,180.000,179.990,28.960,
0.357,5.000,1,50,60,1080.000,179.300,180.000,179.990,24.130,
0.357,5.000,2,50,60,1080.000,180.000,180.000,180.000,27.950,
0.357,5.000,3,50,60,1080.000,156.100,180.000,179.410,25.890,
0.357,5.000,4,50,60,1080.000,180.000,180.000,180.000,27.320,
0.357,5.000,5,50,60,1080.000,156.500,180.000,179.010,28.710,
0.357,5.000,6,50,60,1080.000,180.000,180.000,180.000,27.310,
0.357,5.000,7,50,60,1080.000,162.600,180.000,179.520,25.520,
0.357,5.000,8,50,60,1080.000,172.000,180.000,179.820,27.550,
0.357,5.000,9,50,60,1080.000,163.100,180.000,179.660,27.560,
0.357,5.500,0,50,60,1080.000,180.000,180.000,180.000,29.500,
0.357,5.500,1,50,60,1080.000,173.800,180.000,179.880,24.200,
0.357,5.500,2,50,60,1080.000,180.000,180.000,180.000,27.470,
0.357,5.500,3,50,60,1080.000,158.900,180.000,179.490,25.540,
0.357,5.500,4,50,60,1080.000,164.100,180.000,179.680,28.430,
0.357,5.500,5,50,60,1080.000,150.100,180.000,178.530,28.950,
0.357,5.500,6,50,60,1080.000,180.000,180.000,180.000,27.430,
0.357,5.500,7,50,60,1080.000,173.300,180.000,179.870,26.340,
0.357,5.500,8,50,60,1080.000,171.400,180.000,179.830,27.200,
0.357,5.500,9,50,60,1080.000,164.500,180.000,179.690,27.290,
0.357,6.000,0,50,60,1080.000,180.000,180.000,180.000,29.740,
0.357,6.000,1,50,60,1080.000,174.200,180.000,179.880,24.600,
0.357,6.000,2,50,60,1080.000,180.000,180.000,180.000,27.500,
0.357,6.000,3,50,60,1080.000,159.000,180.000,179.530,25.820,
0.357,6.000,4,50,60,1080.000,166.800,180.000,179.740,28.340,
0.357,6.000,5,50,60,1080.000,149.100,180.000,178.930,28.320,
0.357,6.000,6,50,60,1080.000,167.300,180.000,179.750,28.010,
0.357,6.000,7,50,60,1080.000,167.700,180.000,179.750,26.180,
0.357,6.000,8,50,60,1080.000,158.900,180.000,179.390,28.650,
0.357,6.000,9,50,60,1080.000,165.700,180.000,179.710,27.790,
0.357,6.500,0,50,60,1080.000,180.000,180.000,180.000,29.770,
0.357,6.500,1,50,60,1080.000,174.400,180.000,179.890,24.480,
0.357,6.500,2,50,60,1080.000,180.000,180.000,180.000,28.310,
0.357,6.500,3,50,60,1080.000,138.200,180.000,178.730,26.050,
0.357,6.500,4,50,60,1080.000,172.300,180.000,179.850,28.440,
0.357,6.500,5,50,60,1080.000,135.100,180.000,178.240,29.440,
0.357,6.500,6,50,60,1080.000,166.900,180.000,179.740,27.700,
0.357,6.500,7,50,60,1080.000,171.000,180.000,179.820,25.600,
0.357,6.500,8,50,60,1080.000,157.700,180.000,179.360,29.260,
0.357,6.500,9,50,60,1080.000,167.200,180.000,179.740,27.570,
0.357,7.000,0,50,60,1080.000,180.000,180.000,180.000,29.240,
0.357,7.000,1,50,60,1080.000,174.500,180.000,179.790,24.890,
0.357,7.000,2,50,60,1080.000,180.000,180.000,180.000,27.320,
0.357,7.000,3,50,60,1080.000,141.200,180.000,178.800,25.640,
0.357,7.000,4,50,60,1080.000,173.500,180.000,179.870,28.570,
0.357,7.000,5,50,60,1080.000,146.800,180.000,178.700,29.030,
0.357,7.000,6,50,60,1080.000,166.600,180.000,179.730,28.060,
0.357,7.000,7,50,60,1080.000,173.200,180.000,179.860,25.840,
0.357,7.000,8,50,60,1080.000,151.200,180.000,179.220,28.720,
0.357,7.000,9,50,60,1080.000,169.600,180.000,179.790,27.350,
0.368,3.000,0,50,60,1080.000,170.100,180.000,179.800,29.570,
0.368,3.000,1,50,60,1080.000,162.900,180.000,179.520,24.610,
0.368,3.000,2,50,60,1080.000,180.000,180.000,180.000,28.090,
0.368,3.000,3,50,60,1080.000,157.000,180.000,179.050,25.370,
0.368,3.000,4,50,60,1080.000,158.800,180.000,179.250,26.860,
0.368,3.000,5,50,60,1080.000,146.800,180.000,177.540,27.980,
0.368,3.000,6,50,60,1080.000,165.900,180.000,179.720,28.110,
0.368,3.000,7,50,60,1080.000,168.600,180.000,179.740,25.980,
0.368,3.000,8,50,60,1080.000,170.100,180.000,179.800,27.600,
0.368,3.000,9,50,60,1080.000,145.300,180.000,177.780,27.380,
0.368,3.500,0,50,60,1080.000,172.800,180.000,179.860,29.190,
0.368,3.500,1,50,60,1080.000,165.100,180.000,179.620,24.490,
0.368,3.500,2,50,60,1080.000,180.000,180.000,180.000,28.120,
0.368,3.500,3,50,60,1080.000,165.100,180.000,179.600,28.480,
0.368,3.500,4,50,60,1080.000,165.000,180.000,179.700,28.270,
0.368,3.500,5,50,60,1080.000,145.100,180.000,177.860,28.680,
0.368,3.500,6,50,60,1080.000,166.100,180.000,179.720,27.740,
0.368,3.500,7,50,60,1080.000,169.000,180.000,179.770,25.920,
0.368,3.500,8,50,60,1080.000,170.100,180.000,179.800,28.400,
0.368,3.500,9,50,60,1080.000,163.100,180.000,179.470,27.860,
0.368,4.000,0,50,60,1080.000,178.100,180.000,179.960,29.620,
0.368,4.000,1,50,60,1080.000,180.000,180.000,180.000,24.850,
0.368,4.000,2,50,60,1080.000,180.000,180.000,180.000,27.510,
0.368,4.000,3,50,60,1080.000,175.100,180.000,179.900,28.550,
0.368,4.000,4,50,60,1080.000,167.200,180.000,179.740,28.540,
0.368,4.000,5,50,60,1080.000,152.000,180.000,178.360,29.010,
0.368,4.000,6,50,60,1080.000,179.700,180.000,179.990,27.970,
0.368,4.000,7,50,60,1080.000,169.200,180.000,179.780,25.740,
0.368,4.000,8,50,60,1080.000,170.200,180.000,179.800,27.850,
0.368,4.000,9,50,60,1080.000,163.300,180.000,179.670,27.210,
0.368,4.500,0,50,60,1080.000,179.900,180.000,180.000,29.880,
0.368,4.500,1,50,60,1080.000,180.000,180.000,180.000,24.440,
0.368,4.500,2,50,60,1080.000,180.000,180.000,180.000,28.230,
0.368,4.500,3,50,60,1080.000,175.100,180.000,179.900,28.020,
0.368,4.500,4,50,60,1080.000,179.800,180.000,180.000,26.910,
0.368,4.500,5,50,60,1080.000,154.900,180.000,178.910,28.860,
0.368,4.500,6,50,60,1080.000,167.500,180.000,179.750,28.130,
0.368,4.500,7,50,60,1080.000,169.100,180.000,179.780,25.980,
0.368,4.500,8,50,60,1080.000,177.200,180.000,179.940,29.130,
0.368,4.500,9,50,60,1080.000,163.000,180.000,179.660,27.170,
0.368,5.000,0,50,60,1080.000,180.000,180.000,180.000,29.150,
0.368,5.000,1,50,60,1080.000,180.000,180.000,180.000,24.110,
0.368,5.000,2,50,60,1080.000,180.000,180.000,180.000,27.990,
0.368,5.000,3,50,60,1080.000,175.100,180.000,179.900,28.410,
0.368,5.000,4,50,60,1080.000,180.000,180.000,180.000,26.760,
0.368,5.000,5,50,60,1080.000,156.600,180.000,179.020,29.140,
0.368,5.000,6,50,60,1080.000,180.000,180.000,180.000,27.740,
0.368,5.000,7,50,60,1080.000,172.300,180.000,179.850,25.860,
0.368,5.000,8,50,60,1080.000,179.200,180.000,179.980,27.560,
0.368,5.000,9,50,60,1080.000,163.200,180.000,179.660,27.670,
0.368,5.500,0,50,60,1080.000,180.000,180.000,180.000,29.350,
0.368,5.500,1,50,60,1080.000,180.000,180.000,180.000,24.370,
0.368,5.500,2,50,60,1080.000,180.000,180.000,180.000,27.750,
0.368,5.500,3,50,60,1080.000,175.900,180.000,179.920,28.410,
0.368,5.500,4,50,60,1080.000,175.900,180.000,179.920,28.550,
0.368,5.500,5,50,60,1080.000,158.100,180.000,179.140,29.270,
0.368,5.500,6,50,60,1080.000,180.000,180.000,180.000,28.020,
0.368,5.500,7,50,60,1080.000,173.700,180.000,179.870,25.680,
0.368,5.500,8,50,60,1080.000,180.000,180.000,180.000,27.340,
0.368,5.500,9,50,60,1080.000,164.500,180.000,179.690,27.320,
0.368,6.000,0,50,60,1080.000,180.000,180.000,180.000,29.660,
0.368,6.000,1,50,60,1080.000,180.000,180.000,180.000,24.370,
0.368,6.000,2,50,60,1080.000,180.000,180.000,180.000,28.030,
0.368,6.000,3,50,60,1080.000,180.000,180.000,180.000,28.280,
0.368,6.000,4,50,60,1080.000,175.900,180.000,179.920,28.380,
0.368,6.000,5,50,60,1080.000,159.500,180.000,179.550,28.280,
0.368,6.000,6,50,60,1080.000,180.000,180.000,180.000,27.950,
0.368,6.000,7,50,60,1080.000,168.000,180.000,179.760,26.370,
0.368,6.000,8,50,60,1080.000,180.000,180.000,180.000,28.020,
0.368,6.000,9,50,60,1080.000,165.800,180.000,179.720,28.100,
0.368,6.500,0,50,60,1080.000,180.000,180.000,180.000,29.950,
0.368,6.500,1,50,60,1080.000,180.000,180.000,180.000,24.690,
0.368,6.500,2,50,60,1080.000,180.000,180.000,180.000,27.940,
0.368,6.500,3,50,60,1080.000,179.400,180.000,179.980,28.220,
0.368,6.500,4,50,60,1080.000,175.900,180.000,179.920,28.790,
0.368,6.500,5,50,60,1080.000,160.100,180.000,179.230,29.170,
0.368,6.500,6,50,60,1080.000,180.000,180.000,180.000,27.960,
0.368,6.500,7,50,60,1080.000,171.100,180.000,179.820,25.670,
0.368,6.500,8,50,60,1080.000,174.600,180.000,179.890,27.220,
0.368,6.500,9,50,60,1080.000,167.300,180.000,179.750,27.820,
0.368,7.000,0,50,60,1080.000,180.000,180.000,180.000,29.680,
0.368,7.000,1,50,60,1080.000,180.000,180.000,180.000,24.600,
0.368,7.000,2,50,60,1080.000,180.000,180.000,180.000,27.630,
0.368,7.000,3,50,60,1080.000,141.300,180.000,179.230,27.890,
0.368,7.000,4,50,60,1080.000,175.900,180.000,179.920,28.300,
0.368,7.000,5,50,60,1080.000,150.800,180.000,178.790,29.300,
0.368,7.000,6,50,60,1080.000,180.000,180.000,180.000,28.290,
0.368,7.000,7,50,60,1080.000,173.300,180.000,179.870,26.380,
0.368,7.000,8,50,60,1080.000,164.100,180.000,179.560,29.200,
0.368,7.000,9,50,60,1080.000,169.700,180.000,179.790,27.260,
0.379,3.000,0,50,60,1080.000,175.100,180.000,179.900,29.110,
0.379,3.000,1,50,60,1080.000,166.700,180.000,179.730,24.550,
0.379,3.000,2,50,60,1080.000,180.000,180.000,180.000,28.030,
0.379,3.000,3,50,60,1080.000,165.100,180.000,179.600,28.570,
0.379,3.000,4,50,60,1080.000,160.400,180.000,179.610,26.830,
0.379,3.000,5,50,60,1080.000,150.200,180.000,178.790,28.540,
0.379,3.000,6,50,60,1080.000,180.000,180.000,180.000,28.430,
0.379,3.000,7,50,60,1080.000,172.400,180.000,179.820,25.920,
0.379,3.000,8,50,60,1080.000,173.500,180.000,179.870,28.080,
0.379,3.000,9,50,60,1080.000,162.900,180.000,179.210,29.000,
0.379,3.500,0,50,60,1080.000,176.100,180.000,179.920,29.310,
0.379,3.500,1,50,60,1080.000,180.000,180.000,180.000,24.200,
0.379,3.500,2,50,60,1080.000,180.000,180.000,180.000,27.440,
0.379,3.500,3,50,60,1080.000,175.400,180.000,179.910,28.550,
0.379,3.500,4,50,60,1080.000,180.000,180.000,180.000,27.180,
0.379,3.500,5,50,60,1080.000,150.100,180.000,178.800,28.700,
0.379,3.500,6,50,60,1080.000,180.000,180.000,180.000,27.520,
0.379,3.500,7,50,60,1080.000,179.900,180.000,180.000,25.720,
0.379,3.500,8,50,60,1080.000,173.800,180.000,179.880,27.420,
0.379,3.500,9,50,60,1080.000,167.400,180.000,179.560,27.870,
0.379,4.000,0,50,60,1080.000,179.200,180.000,179.980,29.650,
0.379,4.000,1,50,60,1080.000,180.000,180.000,180.000,24.590,
0.379,4.000,2,50,60,1080.000,180.000,180.000,180.000,27.500,
0.379,4.000,3,50,60,1080.000,179.200,180.000,179.980,27.940,
0.379,4.000,4,50,60,1080.000,180.000,180.000,180.000,27.260,
0.379,4.000,5,50,60,1080.000,152.200,180.000,179.230,28.380,
0.379,4.000,6,50,60,1080.000,180.000,180.000,180.000,28.180,
0.379,4.000,7,50,60,1080.000,180.000,180.000,180.000,25.860,
0.379,4.000,8,50,60,1080.000,174.000,180.000,179.880,27.680,
0.379,4.000,9,50,60,1080.000,167.500,180.000,179.750,27.220,
0.379,4.500,0,50,60,1080.000,180.000,180.000,180.000,29.030,
0.379,4.500,1,50,60,1080.000,180.000,180.000,180.000,24.600,
0.379,4.500,2,50,60,1080.000,180.000,180.000,180.000,28.170,
0.379,4.500,3,50,60,1080.000,179.600,180.000,179.990,28.390,
0.379,4.500,4,50,60,1080.000,180.000,180.000,180.000,26.800,
0.379,4.500,5,50,60,1080.000,155.000,180.000,179.310,28.430,
0.379,4.500,6,50,60,1080.000,180.000,180.000,180.000,28.130,
0.379,4.500,7,50,60,1080.000,172.800,180.000,179.860,25.980,
0.379,4.500,8,50,60,1080.000,180.000,180.000,180.000,27.650,
0.379,4.500,9,50,60,1080.000,167.000,180.000,179.740,27.940,
0.379,5.000,0,50,60,1080.000,180.000,180.000,180.000,29.320,
