I_U,T_INT,seed,nodes_measured,n_targets,total_assignments,sim_elapsed_s,total_survey_time_s,fleet_distance_m,conv_time_min_s,conv_time_max_s,conv_time_mean_s,wall_time_s,var_Ubar_min,var_Ubar_max,var_Ubar_mean,var_Ubar_median,var_Ubar_std,sigma_Ubar_mean,ci_rel_mean,ci_rel_max,error
0.25,3.5,8,70,70,70,195,195,5385.87,79.8,185.2,105.62,12.52,0.181005,0.416912,0.2707,0.268965,0.048905,0.51825,0.0952,0.1,
0.25,3.5,9,70,70,70,195,195,5800.41,79.8,185.1,104.58,12.88,0.140396,0.360611,0.260731,0.268677,0.043159,0.50877,0.0943,0.1,
0.25,4,0,70,70,70,192,192,5915.65,79.8,180.1,102.22,13.8,0.132729,0.379366,0.264388,0.265492,0.053591,0.51145,0.092,0.1,
0.25,4,1,70,70,70,183,183,5453.07,79.8,170.1,103.92,12.93,0.128959,0.356363,0.257131,0.265047,0.04384,0.50509,0.0932,0.1,
0.25,4,2,70,70,70,163,163,5373.71,79.8,150.1,102.04,12.84,0.102646,0.395727,0.259135,0.262726,0.059714,0.50544,0.0922,0.1,
0.25,4,3,70,70,70,198,198,5469.73,79.8,185.1,103.86,12.82,0.149826,0.375087,0.269308,0.265276,0.047615,0.51692,0.0948,0.1,
0.25,4,4,70,70,70,186,186,6255.13,79.8,176.8,104.82,13.55,0.150991,0.397965,0.270592,0.269575,0.047487,0.51811,0.0945,0.1,
0.25,4,5,70,70,70,256,256,5378.63,79.8,245.1,107.49,12.71,0.163956,0.407942,0.266023,0.266197,0.047459,0.51372,0.0942,0.1,
0.25,4,6,70,70,70,218,218,5854.1,79.8,207.4,105.63,13.24,0.137093,0.419136,0.265835,0.267599,0.057907,0.5124,0.0936,0.1,
0.25,4,7,70,70,70,191,191,6014.68,79.8,178.6,102.47,13.05,0.114872,0.380238,0.266437,0.274344,0.052948,0.51337,0.0938,0.1,
0.25,4,8,70,70,70,209,209,5385.87,79.8,199.1,109.85,12.64,0.153636,0.434394,0.2653,0.264639,0.051944,0.51267,0.0943,0.1,
0.25,4,9,70,70,70,195,195,5800.41,79.8,185.1,107.8,13.05,0.145021,0.366121,0.261723,0.271124,0.041502,0.50989,0.0947,0.1,
0.25,4.5,0,70,70,70,192,192,5915.65,79.8,180.6,104.95,14.05,0.134806,0.39117,0.265872,0.265342,0.058942,0.5124,0.0923,0.1,
0.25,4.5,1,70,70,70,184,184,5453.07,79.8,172.9,109,13.19,0.125548,0.359149,0.256944,0.266903,0.046754,0.50463,0.093,0.1,
0.25,4.5,2,70,70,70,206,206,5373.71,79.8,196.2,105.75,12.96,0.106362,0.393579,0.259417,0.26405,0.05988,0.50572,0.0927,0.1,
0.25,4.5,3,70,70,70,214,214,5469.73,79.8,201.1,106.23,12.94,0.156197,0.385449,0.268742,0.265844,0.050058,0.51612,0.0947,0.1,
0.25,4.5,4,70,70,70,218,218,6255.13,79.8,205.1,110.47,13.92,0.153392,0.40567,0.269687,0.267798,0.050963,0.51693,0.0942,0.1,
0.25,4.5,5,70,70,70,261,261,5378.63,79.8,250.1,110.96,13.02,0.155263,0.428534,0.263172,0.264195,0.050128,0.51071,0.0936,0.1,
0.25,4.5,6,70,70,70,221,221,5854.1,79.8,210.1,110.7,13.56,0.140619,0.430791,0.269268,0.267346,0.059723,0.51563,0.094,0.1,
0.25,4.5,7,70,70,70,193,193,6014.68,79.8,180.1,105.08,13.29,0.115811,0.38546,0.267919,0.26427,0.054166,0.51475,0.0939,0.1,
0.25,4.5,8,70,70,70,214,214,5385.87,79.8,204.5,112.85,12.96,0.147352,0.445737,0.265254,0.266755,0.055014,0.51238,0.0944,0.1,
0.25,4.5,9,70,70,70,196,196,5800.41,79.8,186.3,110.77,13.4,0.159784,0.341436,0.260388,0.265766,0.040396,0.50867,0.0944,0.1,
0.25,5,0,70,70,70,197,197,5915.65,79.8,185.1,108.29,14.27,0.139806,0.394163,0.260261,0.258208,0.057977,0.50688,0.0911,0.1,
0.25,5,1,70,70,70,235,235,5453.07,79.8,225.1,113.16,13.44,0.108625,0.353934,0.25414,0.256691,0.049314,0.50152,0.0925,0.1,
0.25,5,2,70,70,70,210,210,5373.71,79.8,201,110.12,13.09,0.110259,0.414133,0.261915,0.26513,0.062463,0.50793,0.0929,0.1,
0.25,5,3,70,70,70,221,221,5469.73,79.8,209,109.64,13.45,0.122629,0.383244,0.262815,0.264715,0.053067,0.50991,0.0935,0.1,
0.25,5,4,70,70,70,223,223,6255.13,79.8,210.1,114.73,14.21,0.093286,0.411698,0.263088,0.261938,0.055212,0.50986,0.0929,0.1,
0.25,5,5,70,70,70,261,261,5378.63,79.8,250.1,113.95,13.31,0.149204,0.443904,0.262821,0.261523,0.05396,0.51001,0.0936,0.1,
0.25,5,6,70,70,70,224,224,5854.1,79.8,214,113.78,13.7,0.144077,0.440868,0.264937,0.271775,0.060202,0.51132,0.093,0.1,
0.25,5,7,70,70,70,210,210,6014.68,79.8,197.4,108.53,13.6,0.117196,0.384613,0.267664,0.266095,0.054884,0.51446,0.0939,0.1,
0.25,5,8,70,70,70,219,219,5385.87,79.8,209.6,117.41,13.26,0.136996,0.454332,0.260705,0.255669,0.055934,0.50785,0.0936,0.1,
0.25,5,9,70,70,70,200,200,5800.41,79.8,190.1,113.52,13.61,0.160686,0.34026,0.258786,0.266154,0.039987,0.50711,0.0941,0.1,
0.25,5.5,0,70,70,70,197,197,5915.65,79.8,185.1,111.82,14.52,0.133411,0.410459,0.258151,0.265174,0.06203,0.50421,0.0905,0.1,
0.25,5.5,1,70,70,70,235,235,5453.07,79.8,225.1,115.2,13.47,0.096533,0.357907,0.250212,0.253365,0.048619,0.49761,0.0916,0.1,
0.25,5.5,2,70,70,70,215,215,5373.71,79.8,205.1,115.34,13.46,0.114034,0.427132,0.260214,0.263627,0.060264,0.50653,0.0925,0.1,
0.25,5.5,3,70,70,70,225,225,5469.73,79.8,213,112.61,13.47,0.115807,0.385855,0.259352,0.25799,0.057546,0.50603,0.0928,0.1,
0.25,5.5,4,70,70,70,223,223,6255.13,79.8,210.1,117.69,14.47,0.104872,0.414129,0.261603,0.261474,0.05601,0.50838,0.0927,0.1,
0.25,5.5,5,70,70,70,266,266,5378.63,79.8,255.1,116.88,13.31,0.148284,0.455624,0.260291,0.259338,0.057323,0.50721,0.0931,0.1,
0.25,5.5,6,70,70,70,226,226,5854.1,79.8,215.1,116.76,13.9,0.141482,0.445917,0.259626,0.25291,0.061503,0.50598,0.0921,0.1,
0.25,5.5,7,70,70,70,215,215,6014.68,79.8,202.8,113.96,13.9,0.118944,0.369084,0.260617,0.262192,0.057432,0.50721,0.0926,0.1,
0.25,5.5,8,70,70,70,222,222,5385.87,79.8,212.9,122.89,13.43,0.144148,0.464615,0.256201,0.253859,0.056977,0.50325,0.0928,0.1,
0.25,5.5,9,70,70,70,200,200,5800.41,79.8,190.7,116.87,13.74,0.152364,0.367046,0.256194,0.261584,0.04254,0.50436,0.0935,0.1,
0.25,6,0,70,70,70,209,209,5915.65,79.8,200,114.52,14.71,0.125874,0.42515,0.257119,0.261508,0.064178,0.50292,0.0902,0.1,
0.25,6,1,70,70,70,240,240,5453.07,79.8,230.1,120.12,14.05,0.096003,0.352022,0.243951,0.245293,0.051832,0.49095,0.0905,0.1,
0.25,6,2,70,70,70,245,245,5373.71,79.8,234.1,121.43,13.64,0.117456,0.433356,0.25441,0.249281,0.06066,0.50075,0.0915,0.1,
0.25,6,3,70,70,70,228,228,5469.73,79.8,215.9,115.14,13.62,0.168814,0.413023,0.257838,0.250926,0.057339,0.50479,0.0924,0.1,
0.25,6,4,70,70,70,223,223,6255.13,79.8,211.7,120.68,14.92,0.113543,0.395419,0.25796,0.256522,0.055642,0.50481,0.0923,0.1,
0.25,6,5,70,70,70,267,267,5378.63,79.8,256.9,121.76,13.82,0.111782,0.478367,0.25812,0.255236,0.062953,0.50437,0.0924,0.1,
0.25,6,6,70,70,70,253,253,5854.1,79.8,240.9,122.18,14.38,0.128689,0.369619,0.247473,0.246144,0.06242,0.49343,0.0896,0.1,
0.25,6,7,70,70,70,225,225,6014.68,79.8,215.1,117.94,14.27,0.120924,0.379569,0.258892,0.251816,0.060473,0.50521,0.0924,0.1,
0.25,6,8,70,70,70,246,246,5385.87,79.8,234.8,126.15,13.87,0.141915,0.483221,0.257487,0.249893,0.058547,0.50444,0.093,0.1,
0.25,6,9,70,70,70,217,217,5800.41,79.8,206.7,122.72,14.21,0.138568,0.371744,0.253476,0.260696,0.04579,0.50128,0.0928,0.1,
0.25,6.5,0,70,70,70,213,213,5915.65,79.8,203.8,116.86,14.57,0.119585,0.438277,0.259728,0.260518,0.064686,0.50551,0.0906,0.1,
0.25,6.5,1,70,70,70,240,240,5453.07,79.8,230.1,121.42,13.61,0.093127,0.36285,0.241898,0.244304,0.056379,0.48833,0.0901,0.1,
0.25,6.5,2,70,70,70,251,251,5373.71,79.8,241.9,124.67,13.66,0.120573,0.407623,0.25533,0.250126,0.060459,0.50169,0.0917,0.1,
0.25,6.5,3,70,70,70,237,237,5469.73,79.8,229.5,120.32,13.58,0.118271,0.415749,0.250766,0.24368,0.060506,0.49725,0.0912,0.1,
0.25,6.5,4,70,70,70,226,226,6255.13,79.8,214.1,125.1,14.78,0.148947,0.379412,0.253793,0.252616,0.053005,0.501,0.0918,0.1,
0.25,6.5,5,70,70,70,299,299,5378.63,79.8,288.5,124.79,13.65,0.121011,0.435041,0.254231,0.246138,0.061495,0.50063,0.0918,0.1,
0.25,6.5,6,70,70,70,297,297,5854.1,79.8,284.4,123.89,14.36,0.136978,0.378254,0.247071,0.240679,0.063163,0.49297,0.0895,0.1,
0.25,6.5,7,70,70,70,225,225,6014.68,79.8,215.1,119.63,14.16,0.123099,0.394091,0.259673,0.253897,0.06216,0.50585,0.0925,0.1,
0.25,6.5,8,70,70,70,250,250,5385.87,79.8,238.2,130.39,13.73,0.133765,0.502562,0.256394,0.248929,0.059783,0.50323,0.0929,0.1,
0.25,6.5,9,70,70,70,226,226,5800.41,79.8,215.5,124.81,14.09,0.135326,0.351953,0.249546,0.254718,0.047159,0.49718,0.0921,0.1,
0.25,7,0,70,70,70,239,239,5915.65,79.8,225.1,121.99,14.85,0.11466,0.450071,0.256491,0.264584,0.066334,0.50202,0.0899,0.1,
0.25,7,1,70,70,70,245,245,5453.07,79.8,235.1,123.49,13.96,0.092052,0.365986,0.235484,0.240246,0.057993,0.48145,0.0887,0.1,
0.25,7,2,70,70,70,258,258,5373.71,79.8,248.2,128.51,13.84,0.123429,0.405688,0.250108,0.242213,0.063195,0.49607,0.0906,0.1,
0.25,7,3,70,70,70,303,303,5469.73,79.8,290.9,125.5,13.83,0.124821,0.417915,0.246946,0.236987,0.061442,0.49329,0.0904,0.1,
0.25,7,4,70,70,70,230,230,6255.13,79.8,218.6,128.57,14.96,0.112574,0.366116,0.247768,0.248951,0.055568,0.49452,0.0905,0.1,
0.25,7,5,70,70,70,305,305,5378.63,79.8,294.5,128.79,13.82,0.133841,0.425876,0.250698,0.240638,0.062096,0.49695,0.0912,0.1,
0.25,7,6,70,70,70,302,302,5854.1,79.8,289.1,128.44,14.39,0.132218,0.390241,0.244913,0.238005,0.062757,0.4908,0.0893,0.1,
0.25,7,7,70,70,70,225,225,6014.68,79.8,215.1,123.65,14.22,0.125582,0.423134,0.255613,0.249037,0.064576,0.50154,0.0916,0.1,
0.25,7,8,70,70,70,254,254,5385.87,79.8,242.1,134.29,13.86,0.134283,0.479117,0.24766,0.240678,0.055708,0.49476,0.0914,0.1,
0.25,7,9,70,70,70,246,246,5800.41,79.8,235.1,127.41,14.31,0.115367,0.357377,0.24717,0.250584,0.052191,0.49415,0.0917,0.1,
0.26,3,0,70,70,70,184,184,5915.65,79.8,173,97.44,14.63,0.135072,0.384952,0.263961,0.266145,0.048558,0.51152,0.0923,0.1,
0.26,3,1,70,70,70,178,178,5453.07,79.8,165.1,99.12,13.39,0.133742,0.353112,0.262907,0.26915,0.040621,0.51113,0.0944,0.1,
0.26,3,2,70,70,70,158,158,5373.71,79.8,145.1,97.48,13.18,0.100618,0.390577,0.263333,0.266154,0.060194,0.50952,0.0931,0.1,
0.26,3,3,70,70,70,193,193,5469.73,79.8,180.1,99.78,13.38,0.138375,0.382213,0.27209,0.270444,0.047273,0.51959,0.0953,0.1,
0.26,3,4,70,70,70,175,175,6255.13,79.8,165.1,100.21,14.37,0.149136,0.390714,0.276088,0.277464,0.047752,0.52336,0.0955,0.1,
0.26,3,5,70,70,70,251,251,5378.63,79.8,240.5,101.85,13.47,0.172726,0.419059,0.272559,0.273659,0.046088,0.52022,0.0955,0.1,
0.26,3,6,70,70,70,189,189,5854.1,79.8,176.3,100.86,13.84,0.134968,0.409344,0.26903,0.270244,0.054057,0.5159,0.0943,0.1,
0.26,3,7,70,70,70,180,180,6014.68,79.8,167.6,98.41,13.82,0.12209,0.358148,0.26983,0.280156,0.052186,0.51674,0.0942,0.1,
0.26,3,8,70,70,70,192,192,5385.87,79.8,182.3,104.44,13.45,0.188222,0.422745,0.274364,0.271556,0.045159,0.52211,0.0959,0.1,
0.26,3,9,70,70,70,194,194,5800.41,79.8,184.6,104.62,13.86,0.156485,0.356928,0.263384,0.272268,0.042011,0.51149,0.0947,0.1,
0.26,3.5,0,70,70,70,187,187,5915.65,79.8,175.1,102.53,14.63,0.136833,0.380638,0.267674,0.269432,0.051559,0.51489,0.0927,0.1,
0.26,3.5,1,70,70,70,183,183,5453.07,79.8,170.7,103.61,13.57,0.141145,0.35443,0.263465,0.271293,0.041533,0.51157,0.0944,0.1,
0.26,3.5,2,70,70,70,205,205,5373.71,79.8,195.1,103.5,13.45,0.103431,0.39379,0.260942,0.265321,0.060498,0.50714,0.0928,0.1,
0.26,3.5,3,70,70,70,198,198,5469.73,79.8,185.1,103.46,13.66,0.148092,0.391249,0.274972,0.273173,0.046994,0.52245,0.0958,0.1,
0.26,3.5,4,70,70,70,184,184,6255.13,79.8,174.2,105.37,14.51,0.16052,0.394349,0.276479,0.279841,0.046943,0.52385,0.0955,0.1,
0.26,3.5,5,70,70,70,256,256,5378.63,79.8,245.1,107.35,13.58,0.170221,0.410813,0.270263,0.270299,0.047222,0.51786,0.095,0.1,
0.26,3.5,6,70,70,70,219,219,5854.1,79.8,209,106.68,14.07,0.138658,0.427887,0.268349,0.275619,0.057704,0.51488,0.094,0.1,
0.26,3.5,7,70,70,70,193,193,6014.68,79.8,180.1,102.25,14.03,0.1214,0.377769,0.268743,0.272178,0.052147,0.51574,0.0941,0.1,
0.26,3.5,8,70,70,70,204,204,5385.87,79.8,197.3,109.93,13.51,0.164996,0.437049,0.270218,0.267959,0.051829,0.51753,0.0951,0.1,
0.26,3.5,9,70,70,70,195,195,5800.41,79.8,185.1,108.1,13.9,0.146955,0.362877,0.265401,0.270855,0.042588,0.51341,0.095,0.1,
0.26,4,0,70,70,70,192,192,5915.65,79.8,180.1,104.76,14.71,0.13874,0.389884,0.270148,0.270473,0.053729,0.51713,0.093,0.1,
0.26,4,1,70,70,70,185,185,5453.07,79.8,175.1,107.76,13.55,0.130818,0.359492,0.264638,0.271127,0.04517,0.5124,0.0943,0.1,
0.26,4,2,70,70,70,208,208,5373.71,79.8,198.2,105.77,13.47,0.10694,0.399797,0.264708,0.262462,0.057907,0.51123,0.0936,0.1,
0.26,4,3,70,70,70,211,211,5469.73,79.8,198.4,106.3,13.68,0.156123,0.398003,0.273078,0.267143,0.04797,0.52056,0.0954,0.1,
0.26,4,4,70,70,70,218,218,6255.13,79.8,205.1,111.02,14.75,0.159227,0.407164,0.274271,0.270679,0.04757,0.52168,0.0951,0.1,
0.26,4,5,70,70,70,261,261,5378.63,79.8,250.1,111.52,13.66,0.171366,0.437661,0.271537,0.273177,0.048654,0.51903,0.0949,0.1,
0.26,4,6,70,70,70,221,221,5854.1,79.8,210.9,110.97,14.1,0.142381,0.442791,0.269572,0.268717,0.059967,0.51593,0.0941,0.1,
0.26,4,7,70,70,70,198,198,6014.68,79.8,185.1,106.67,14.2,0.12158,0.384265,0.270313,0.26855,0.052287,0.51729,0.0944,0.1,
0.26,4,8,70,70,70,210,210,5385.87,79.8,200.1,113.17,13.66,0.16098,0.44796,0.268605,0.267073,0.053376,0.51586,0.095,0.1,
0.26,4,9,70,70,70,198,198,5800.41,79.8,188.2,111.31,14.06,0.151949,0.33773,0.267945,0.271092,0.039277,0.51614,0.0956,0.1,
0.26,4.5,0,70,70,70,197,197,5915.65,79.8,185.1,109.33,15.07,0.140826,0.402028,0.267356,0.267593,0.061205,0.51362,0.0922,0.1,
0.26,4.5,1,70,70,70,189,189,5453.07,79.8,177.8,112.28,13.95,0.128404,0.355537,0.261219,0.263986,0.047096,0.50887,0.0936,0.1,
0.26,4.5,2,70,70,70,221,221,5373.71,79.8,210.1,112.93,13.97,0.111209,0.416648,0.263072,0.266364,0.059957,0.50941,0.0932,0.1,
0.26,4.5,3,70,70,70,215,215,5469.73,79.8,202.3,110.05,13.93,0.162792,0.403038,0.270741,0.260588,0.051827,0.51793,0.0949,0.1,
0.26,4.5,4,70,70,70,223,223,6255.13,79.8,210.1,115.31,14.97,0.091238,0.416018,0.271001,0.270594,0.051851,0.51795,0.0944,0.1,
0.26,4.5,5,70,70,70,261,261,5378.63,79.8,250.1,114.01,13.84,0.162018,0.440161,0.269472,0.263528,0.051216,0.51682,0.0946,0.1,
0.26,4.5,6,70,70,70,226,226,5854.1,79.8,215.1,115.06,14.42,0.146013,0.455396,0.270381,0.275196,0.059816,0.51675,0.0941,0.1,
0.26,4.5,7,70,70,70,217,217,6014.68,79.8,204.6,110.12,14.35,0.122366,0.390109,0.27198,0.268238,0.055255,0.51865,0.0945,0.1,
0.26,4.5,8,70,70,70,217,217,5385.87,79.8,210.1,116.73,13.8,0.152908,0.458428,0.264846,0.261797,0.053963,0.51217,0.0945,0.1,
0.26,4.5,9,70,70,70,200,200,5800.41,79.8,190.1,114.42,14.23,0.16639,0.365011,0.26615,0.272803,0.038751,0.51447,0.0954,0.1,
0.26,5,0,70,70,70,197,197,5915.65,79.8,185.1,111.05,14.92,0.144971,0.421811,0.265738,0.269526,0.058333,0.51229,0.092,0.1,
0.26,5,1,70,70,70,236,236,5453.07,79.8,226.3,116.17,14.15,0.108817,0.359375,0.257506,0.264771,0.049795,0.50486,0.0929,0.1,
0.26,5,2,70,70,70,221,221,5373.71,79.8,210.1,118.1,13.76,0.115542,0.427539,0.26758,0.275682,0.06187,0.51366,0.0937,0.1,
0.26,5,3,70,70,70,224,224,5469.73,79.8,211.1,113.47,13.81,0.126025,0.406833,0.269318,0.262553,0.055349,0.51614,0.0945,0.1,
0.26,5,4,70,70,70,223,223,6255.13,79.8,210.1,118.48,15.06,0.096022,0.422268,0.268539,0.273314,0.053679,0.51538,0.094,0.1,
0.26,5,5,70,70,70,266,266,5378.63,79.8,255.1,118.27,13.89,0.155728,0.453666,0.26732,0.257092,0.057357,0.51412,0.0941,0.1,
0.26,5,6,70,70,70,238,238,5854.1,79.8,225.1,119.24,14.5,0.149583,0.438525,0.268384,0.271266,0.059958,0.51478,0.0935,0.1,
0.26,5,7,70,70,70,223,223,6014.68,79.8,210.1,114.73,14.43,0.123676,0.375992,0.268773,0.264283,0.054429,0.51565,0.094,0.1,
0.26,5,8,70,70,70,224,224,5385.87,79.8,215.1,124.19,14.03,0.158011,0.476505,0.264728,0.262268,0.055811,0.51191,0.094,0.1,
0.26,5,9,70,70,70,205,205,5800.41,79.8,195.1,117.14,14.21,0.167262,0.367819,0.264068,0.266948,0.040632,0.5123,0.0951,0.1,
0.26,5.5,0,70,70,70,207,207,5915.65,79.8,197.9,115.15,15.01,0.120192,0.439772,0.262619,0.267897,0.065887,0.50821,0.091,0.1,
0.26,5.5,1,70,70,70,240,240,5453.07,79.8,230.1,119.64,14.01,0.099767,0.359951,0.250736,0.255048,0.051316,0.49791,0.0918,0.1,
0.26,5.5,2,70,70,70,246,246,5373.71,79.8,236.9,124.7,13.93,0.11948,0.395041,0.261366,0.26393,0.059121,0.50784,0.0926,0.1,
0.26,5.5,3,70,70,70,234,234,5469.73,79.8,226.9,118.61,13.84,0.118639,0.409767,0.259997,0.253843,0.055516,0.50703,0.0929,0.1,
0.26,5.5,4,70,70,70,223,223,6255.13,79.8,210.1,123.09,15.01,0.110932,0.427345,0.264774,0.264334,0.056448,0.51148,0.0933,0.1,
0.26,5.5,5,70,70,70,266,266,5378.63,79.8,255.2,121.23,13.91,0.152911,0.463701,0.264349,0.257141,0.058934,0.51106,0.0935,0.1,
0.26,5.5,6,70,70,70,251,251,5854.1,79.8,238.5,121.33,14.4,0.12992,0.380627,0.259842,0.256098,0.063793,0.50584,0.092,0.1,
0.26,5.5,7,70,70,70,225,225,6014.68,79.8,215.1,120.13,14.46,0.125304,0.389754,0.264613,0.254855,0.059989,0.51103,0.0932,0.1,
0.26,5.5,8,70,70,70,224,224,5385.87,79.8,215.1,128.81,14.03,0.151143,0.497934,0.261371,0.257296,0.052916,0.50877,0.0936,0.1,
0.26,5.5,9,70,70,70,214,214,5800.41,79.8,203.4,124.45,14.32,0.155529,0.326075,0.2593,0.266201,0.043641,0.50729,0.0939,0.1,
0.26,6,0,70,70,70,211,211,5915.65,79.8,201.3,117.74,15.15,0.128938,0.460749,0.266119,0.266281,0.066686,0.51167,0.0917,0.1,
0.26,6,1,70,70,70,240,240,5453.07,79.8,230.1,123.93,14.09,0.098292,0.366838,0.244208,0.252344,0.055996,0.49076,0.0906,0.1,
0.26,6,2,70,70,70,251,251,5373.71,79.8,240.1,128.05,14.02,0.123036,0.397962,0.258662,0.259258,0.060555,0.50504,0.0921,0.1,
0.26,6,3,70,70,70,236,236,5469.73,79.8,228.8,122.31,13.99,0.177234,0.398056,0.254991,0.24699,0.053814,0.5023,0.092,0.1,
0.26,6,4,70,70,70,226,226,6255.13,79.8,213.4,129.47,15.33,0.131559,0.414737,0.256196,0.257929,0.054329,0.50323,0.0919,0.1,
0.26,6,5,70,70,70,297,297,5378.63,79.8,286.1,128.29,14.06,0.129493,0.47063,0.260265,0.256761,0.06671,0.50609,0.0926,0.1,
0.26,6,6,70,70,70,255,255,5854.1,79.8,242.8,124.23,14.66,0.135567,0.391714,0.254889,0.254219,0.063663,0.50085,0.0909,0.1,
0.26,6,7,70,70,70,226,226,6014.68,79.8,215.1,122.56,14.6,0.127222,0.406313,0.265049,0.257339,0.062636,0.51121,0.0934,0.1,
0.26,6,8,70,70,70,247,247,5385.87,79.8,235.8,132.47,14.22,0.144305,0.518378,0.26469,0.25788,0.056014,0.5118,0.0941,0.1,
0.26,6,9,70,70,70,219,219,5800.41,79.8,208.8,126.98,14.64,0.144567,0.339046,0.253981,0.264672,0.045792,0.50175,0.0931,0.1,
0.26,6.5,0,70,70,70,239,239,5915.65,79.8,225.1,124.12,15.2,0.121509,0.473243,0.261171,0.262578,0.065972,0.50689,0.0906,0.1,
0.26,6.5,1,70,70,70,245,245,5453.07,79.8,235.1,125.57,14.14,0.096386,0.376416,0.243972,0.240911,0.056903,0.49048,0.0904,0.1,
0.26,6.5,2,70,70,70,253,253,5373.71,79.8,244,128.62,13.95,0.126235,0.415553,0.26429,0.258557,0.062431,0.51046,0.093,0.1,
0.26,6.5,3,70,70,70,246,246,5469.73,79.8,235.1,124.71,14.11,0.132695,0.422987,0.255064,0.239496,0.059943,0.5017,0.0918,0.1,
0.26,6.5,4,70,70,70,228,228,6255.13,79.8,216.5,132.03,15.3,0.126013,0.401337,0.253639,0.255565,0.053749,0.50072,0.0916,0.1,
0.26,6.5,5,70,70,70,302,302,5378.63,79.8,291.8,128.85,14.03,0.126069,0.462001,0.260565,0.254028,0.066015,0.5065,0.0927,0.1,
0.26,6.5,6,70,70,70,299,299,5854.1,79.8,286.8,129.13,14.69,0.133946,0.40369,0.253759,0.247579,0.066634,0.49938,0.0905,0.1,
0.26,6.5,7,70,70,70,229,229,6014.68,79.8,216.7,124.69,14.76,0.129305,0.384513,0.261706,0.257863,0.058953,0.5083,0.093,0.1,
0.26,6.5,8,70,70,70,251,251,5385.87,79.8,239.6,135.81,14.15,0.142891,0.513332,0.26145,0.254079,0.062539,0.50804,0.0933,0.1,
0.26,6.5,9,70,70,70,286,286,5800.41,79.8,275.1,131.93,14.66,0.141346,0.349996,0.248164,0.253629,0.045369,0.49594,0.0921,0.1,
0.26,7,0,70,70,70,239,239,5915.65,79.8,225.1,127.2,15.23,0.118114,0.463979,0.257146,0.261807,0.070559,0.50223,0.0897,0.1,
