I_U,T_INT,seed,nodes_measured,n_targets,total_assignments,sim_elapsed_s,total_survey_time_s,fleet_distance_m,conv_time_min_s,conv_time_max_s,conv_time_mean_s,wall_time_s,var_Ubar_min,var_Ubar_max,var_Ubar_mean,var_Ubar_median,var_Ubar_std,sigma_Ubar_mean,ci_rel_mean,ci_rel_max,error
0.25,4.5,1,70,70,70,176,176,5453.07,79.8,163.1,97.92,12.72,0.125548,0.486891,0.294942,0.28668,0.080197,0.53797,0.0996,0.12,
0.25,4.5,2,70,70,70,164,164,5373.71,79.8,150.9,95.28,12.61,0.106362,0.526766,0.303706,0.294118,0.096949,0.54375,0.0993,0.12,
0.25,4.5,3,70,70,70,150,150,5469.73,79.8,141.1,94.91,12.55,0.156197,0.538207,0.316992,0.316215,0.084573,0.55803,0.1032,0.12,
0.25,4.5,4,70,70,70,166,166,6255.13,79.8,152.4,94.88,13.45,0.153392,0.617,0.323816,0.322456,0.095343,0.56289,0.1026,0.12,
0.25,4.5,5,70,70,70,166,166,5378.63,79.8,156.9,96.93,12.51,0.155263,0.575068,0.314826,0.312294,0.085262,0.55599,0.1029,0.12,
0.25,4.5,6,70,70,70,183,183,5854.1,79.8,170.1,93.91,13.15,0.140619,0.532084,0.318198,0.31624,0.091038,0.55811,0.1025,0.12,
0.25,4.5,7,70,70,70,139,139,6014.68,79.8,128.4,93.85,12.97,0.115811,0.474981,0.315501,0.32429,0.081382,0.55652,0.1016,0.12,
0.25,4.5,8,70,70,70,188,188,5385.87,79.8,178.7,101.17,12.59,0.147352,0.591918,0.311745,0.308525,0.091664,0.55257,0.102,0.12,
0.25,4.5,9,70,70,70,185,185,5800.41,79.8,175.1,98.49,12.99,0.159784,0.484927,0.314816,0.324888,0.080279,0.55638,0.1035,0.12,
0.25,5,0,70,70,70,167,167,5915.65,79.8,158.7,97.61,14.12,0.139806,0.546251,0.29641,0.292042,0.088223,0.53841,0.0972,0.12,
0.25,5,1,70,70,70,197,197,5453.07,79.8,184.9,103.46,13.16,0.108625,0.499068,0.287054,0.27472,0.0821,0.53026,0.0983,0.12,
0.25,5,2,70,70,70,168,168,5373.71,79.8,154.4,100.8,12.81,0.110259,0.538086,0.301997,0.296237,0.095493,0.54243,0.099,0.12,
0.25,5,3,70,70,70,155,155,5469.73,79.8,141.5,99.42,12.9,0.122629,0.534415,0.308252,0.30405,0.088589,0.54941,0.1014,0.12,
0.25,5,4,70,70,70,176,176,6255.13,79.8,162.3,99.12,13.78,0.093286,0.623381,0.318739,0.31256,0.097737,0.55766,0.1017,0.12,
0.25,5,5,70,70,70,169,169,5378.63,79.8,159.7,101.2,12.66,0.149204,0.588417,0.310448,0.306359,0.086135,0.55195,0.102,0.12,
0.25,5,6,70,70,70,184,184,5854.1,79.8,171.1,97.34,13.18,0.144077,0.534946,0.316319,0.298351,0.09473,0.55602,0.102,0.12,
0.25,5,7,70,70,70,156,156,6014.68,79.8,146.3,97.54,13.2,0.117196,0.442542,0.311472,0.322269,0.080886,0.55293,0.1011,0.12,
0.25,5,8,70,70,70,219,219,5385.87,79.8,209.6,107.02,12.84,0.136996,0.585094,0.310317,0.302394,0.088202,0.5516,0.1015,0.12,
0.25,5,9,70,70,70,186,186,5800.41,79.8,176.6,100.86,13.18,0.160686,0.453708,0.310941,0.302,0.080222,0.55286,0.103,0.12,
0.25,5.5,0,70,70,70,172,172,5915.65,79.8,163.5,101.82,14.06,0.133411,0.509178,0.291184,0.294018,0.088684,0.5332,0.0962,0.12,
0.25,5.5,1,70,70,70,201,201,5453.07,79.8,188.6,105.45,13.19,0.096533,0.504468,0.280315,0.256931,0.082488,0.52389,0.0972,0.12,
0.25,5.5,2,70,70,70,184,184,5373.71,79.8,170.1,104.91,13.03,0.114034,0.532581,0.296482,0.289225,0.090231,0.53813,0.0983,0.12,
0.25,5.5,3,70,70,70,173,173,5469.73,79.8,160.1,102.05,13.01,0.148113,0.550322,0.305798,0.314563,0.08673,0.54745,0.1012,0.12,
0.25,5.5,4,70,70,70,214,214,6255.13,79.8,201.2,105.01,13.96,0.104872,0.627302,0.310973,0.306962,0.092436,0.55133,0.1007,0.12,
0.25,5.5,5,70,70,70,255,255,5378.63,79.8,244.3,106.16,13.02,0.148284,0.547977,0.306598,0.310763,0.087925,0.5481,0.1012,0.12,
0.25,5.5,6,70,70,70,188,188,5854.1,79.8,175.1,100.29,13.42,0.141482,0.539575,0.308625,0.296078,0.095498,0.54888,0.1007,0.12,
0.25,5.5,7,70,70,70,177,177,6014.68,79.8,164.4,102.58,13.55,0.118944,0.522334,0.303497,0.309618,0.086261,0.54497,0.0997,0.1199,
0.25,5.5,8,70,70,70,222,222,5385.87,79.8,212.9,111.13,13,0.144148,0.565612,0.301632,0.287152,0.084487,0.54399,0.1002,0.1199,
0.25,5.5,9,70,70,70,190,190,5800.41,79.8,180.1,104.63,13.44,0.152364,0.507297,0.305707,0.296374,0.08082,0.54808,0.1022,0.12,
0.25,6,0,70,70,70,176,176,5915.65,79.8,167.5,104.78,14.6,0.125874,0.525059,0.289502,0.288706,0.090044,0.53138,0.0958,0.12,
0.25,6,1,70,70,70,205,205,5453.07,79.8,192.3,107.79,13.53,0.096003,0.506887,0.27677,0.257637,0.084482,0.52015,0.0965,0.12,
0.25,6,2,70,70,70,218,218,5373.71,79.8,209,109.41,13.43,0.117456,0.526942,0.291613,0.284457,0.092,0.53331,0.0977,0.12,
0.25,6,3,70,70,70,228,228,5469.73,79.8,215.9,106.64,13.64,0.168814,0.566208,0.295635,0.280646,0.089326,0.53779,0.0991,0.12,
0.25,6,4,70,70,70,218,218,6255.13,79.8,205.1,107.96,14.4,0.113543,0.629392,0.302159,0.296552,0.093344,0.54317,0.0994,0.12,
0.25,6,5,70,70,70,267,267,5378.63,79.8,256.9,109.33,13.4,0.111782,0.55248,0.305616,0.301721,0.093985,0.54628,0.1006,0.12,
0.25,6,6,70,70,70,199,199,5854.1,79.8,189,106.04,13.84,0.128689,0.543961,0.297966,0.287446,0.095824,0.53887,0.0989,0.12,
0.25,6,7,70,70,70,181,181,6014.68,79.8,168.6,106.78,13.9,0.120924,0.537449,0.296714,0.301261,0.088533,0.5385,0.0988,0.12,
0.25,6,8,70,70,70,227,227,5385.87,79.8,218,113.74,13.43,0.141915,0.503486,0.304169,0.29091,0.083195,0.54647,0.1007,0.12,
0.25,6,9,70,70,70,190,190,5800.41,79.8,180.1,107.34,13.76,0.144604,0.547553,0.303471,0.284,0.080923,0.54601,0.102,0.12,
0.25,6.5,0,70,70,70,180,180,5915.65,79.8,171.3,106.79,14.62,0.119585,0.552378,0.298888,0.290686,0.093772,0.53974,0.0971,0.12,
0.25,6.5,1,70,70,70,217,217,5453.07,79.8,204.3,111.02,13.52,0.093127,0.526571,0.276255,0.255846,0.09128,0.51872,0.0964,0.12,
0.25,6.5,2,70,70,70,224,224,5373.71,79.8,214.7,111.18,13.43,0.120573,0.568098,0.295387,0.285563,0.094434,0.53665,0.0983,0.12,
0.25,6.5,3,70,70,70,234,234,5469.73,79.8,221.2,110.68,13.7,0.118271,0.574588,0.292241,0.28094,0.095724,0.53361,0.0982,0.12,
0.25,6.5,4,70,70,70,218,218,6255.13,79.8,205.1,110.05,14.61,0.148947,0.601029,0.298982,0.290444,0.09031,0.54074,0.0989,0.12,
0.25,6.5,5,70,70,70,299,299,5378.63,79.8,288.5,113.96,13.63,0.121011,0.556143,0.297173,0.281134,0.096788,0.53805,0.099,0.12,
0.25,6.5,6,70,70,70,203,203,5854.1,79.8,192.6,108.24,14.03,0.139044,0.547849,0.297992,0.287546,0.096895,0.53873,0.0988,0.12,
0.25,6.5,7,70,70,70,210,210,6014.68,79.8,200.6,108.96,14.01,0.123099,0.533777,0.2986,0.301424,0.089816,0.54012,0.099,0.12,
0.25,6.5,8,70,70,70,232,232,5385.87,79.8,222.3,117.66,13.56,0.133765,0.502562,0.303027,0.297434,0.080232,0.5456,0.1007,0.12,
0.25,6.5,9,70,70,70,207,207,5800.41,79.8,195.8,112.06,13.95,0.135326,0.479594,0.292089,0.281331,0.080566,0.53522,0.1001,0.12,
0.25,7,0,70,70,70,214,214,5915.65,79.8,200.9,111.22,14.71,0.11466,0.562749,0.301235,0.306846,0.099443,0.54111,0.0973,0.12,
0.25,7,1,70,70,70,235,235,5453.07,79.8,225.1,115.71,13.83,0.092052,0.543535,0.268732,0.251871,0.093061,0.51104,0.0946,0.12,
0.25,7,2,70,70,70,231,231,5373.71,79.8,220.1,113.3,13.52,0.123429,0.526976,0.295277,0.286862,0.093299,0.53661,0.0983,0.12,
0.25,7,3,70,70,70,182,182,5469.73,79.8,170.4,110.69,13.66,0.124821,0.582416,0.291184,0.277724,0.09477,0.53284,0.0984,0.12,
0.25,7,4,70,70,70,218,218,6255.13,79.8,205.1,112.68,14.67,0.139599,0.583428,0.295754,0.283461,0.09187,0.53744,0.0984,0.12,
0.25,7,5,70,70,70,305,305,5378.63,79.8,294.5,117.13,13.63,0.133841,0.560137,0.297105,0.279562,0.093274,0.53846,0.0996,0.12,
0.25,7,6,70,70,70,218,218,5854.1,79.8,208,110.68,14.14,0.133496,0.51003,0.293907,0.279347,0.093085,0.53534,0.0984,0.12,
0.25,7,7,70,70,70,213,213,6014.68,79.8,203.3,112.46,14.16,0.125582,0.548755,0.295476,0.293769,0.093989,0.53664,0.0983,0.12,
0.25,7,8,70,70,70,254,254,5385.87,79.8,242.1,121.66,13.77,0.134283,0.479117,0.2964,0.294257,0.081096,0.53932,0.0994,0.12,
0.25,7,9,70,70,70,211,211,5800.41,79.8,200,116.14,14.18,0.115367,0.49905,0.284198,0.277853,0.081977,0.52743,0.0987,0.12,
0.26,3,0,70,70,70,149,149,5915.65,79.8,138.2,88.06,14.32,0.135072,0.525116,0.295264,0.290177,0.081221,0.53844,0.0976,0.12,
0.26,3,1,70,70,70,136,136,5453.07,79.8,124.8,89.85,13.39,0.133742,0.490833,0.303567,0.295479,0.079173,0.54636,0.1012,0.12,
0.26,3,2,70,70,70,128,128,5373.71,79.8,118.9,87.54,13.06,0.100618,0.503224,0.311965,0.32689,0.096162,0.55129,0.1006,0.12,
0.26,3,3,70,70,70,135,135,5469.73,79.8,125.1,88.7,13.22,0.138375,0.501551,0.321892,0.325114,0.080844,0.56273,0.104,0.12,
0.26,3,4,70,70,70,159,159,6255.13,79.8,145.1,88.61,14.24,0.149136,0.499346,0.324962,0.326144,0.084678,0.56498,0.1031,0.12,
0.26,3,5,70,70,70,132,132,5378.63,79.8,121.6,89.03,13.1,0.172726,0.613164,0.32201,0.324209,0.083869,0.56276,0.1039,0.12,
0.26,3,6,70,70,70,148,148,5854.1,79.8,135.1,86.47,13.75,0.134968,0.489717,0.326106,0.334588,0.089857,0.56516,0.1038,0.12,
0.26,3,7,70,70,70,134,134,6014.68,79.8,120.1,88.18,13.86,0.12209,0.467169,0.313667,0.322357,0.080197,0.55496,0.1015,0.12,
0.26,3,8,70,70,70,179,179,5385.87,79.8,169.9,91.14,13.23,0.202897,0.554508,0.327378,0.322675,0.079014,0.56814,0.1047,0.12,
0.26,3,9,70,70,70,180,180,5800.41,79.8,170.1,92.45,13.68,0.156485,0.481173,0.318579,0.317037,0.085739,0.55912,0.1038,0.12,
0.26,3.5,0,70,70,70,152,152,5915.65,79.8,141.1,91.22,14.65,0.136833,0.521864,0.300633,0.293999,0.079648,0.54346,0.0983,0.12,
0.26,3.5,1,70,70,70,152,152,5453.07,79.8,140.1,93.38,13.51,0.141145,0.495316,0.303869,0.300249,0.07766,0.54672,0.1014,0.12,
0.26,3.5,2,70,70,70,154,154,5373.71,79.8,140.6,91.8,13.11,0.103431,0.474879,0.309505,0.317869,0.094567,0.54924,0.1002,0.12,
0.26,3.5,3,70,70,70,140,140,5469.73,79.8,130.1,91.26,13.36,0.148092,0.526275,0.330423,0.330767,0.084589,0.57007,0.1052,0.12,
0.26,3.5,4,70,70,70,163,163,6255.13,79.8,149.8,91.81,14.24,0.16052,0.496597,0.32711,0.321763,0.085473,0.56691,0.1034,0.12,
0.26,3.5,5,70,70,70,164,164,5378.63,79.8,154.2,93.14,13.21,0.170221,0.636656,0.325014,0.325533,0.085245,0.56523,0.1044,0.12,
0.26,3.5,6,70,70,70,171,171,5854.1,79.8,158.4,91.02,13.8,0.138658,0.528293,0.324686,0.323278,0.090364,0.5639,0.1035,0.12,
0.26,3.5,7,70,70,70,134,134,6014.68,79.8,121.6,91.33,13.73,0.1214,0.472592,0.322424,0.338867,0.082946,0.56256,0.1028,0.12,
0.26,3.5,8,70,70,70,181,181,5385.87,79.8,171.3,95.7,13.24,0.186156,0.586856,0.32292,0.329923,0.087356,0.56317,0.1036,0.12,
0.26,3.5,9,70,70,70,185,185,5800.41,79.8,175.1,96.14,13.75,0.146955,0.461188,0.315947,0.321477,0.07754,0.55763,0.1036,0.12,
0.26,4,0,70,70,70,155,155,5915.65,79.8,144.6,92.95,14.55,0.13874,0.529456,0.306205,0.299401,0.0849,0.54806,0.0989,0.12,
0.26,4,1,70,70,70,157,157,5453.07,79.8,145.1,95.58,13.53,0.130818,0.499532,0.305219,0.31113,0.079595,0.54769,0.1014,0.12,
0.26,4,2,70,70,70,160,160,5373.71,79.8,146.1,94.6,13.4,0.10694,0.514494,0.315226,0.313346,0.095141,0.55465,0.1011,0.12,
0.26,4,3,70,70,70,149,149,5469.73,79.8,140.1,93.98,13.48,0.156123,0.54079,0.329111,0.327408,0.084286,0.56902,0.1052,0.12,
0.26,4,4,70,70,70,164,164,6255.13,79.8,150.2,94.62,14.45,0.159227,0.523311,0.331442,0.332787,0.087812,0.57047,0.1041,0.12,
0.26,4,5,70,70,70,169,169,5378.63,79.8,159.2,95.3,13.35,0.171366,0.604952,0.327585,0.328717,0.084114,0.56765,0.105,0.12,
0.26,4,6,70,70,70,183,183,5854.1,79.8,170.1,93.95,13.93,0.142381,0.527107,0.325455,0.325927,0.089859,0.56477,0.1036,0.12,
0.26,4,7,70,70,70,139,139,6014.68,79.8,125.1,93.01,13.87,0.12158,0.460089,0.326491,0.34243,0.08245,0.56627,0.1035,0.12,
0.26,4,8,70,70,70,185,185,5385.87,79.8,175.1,100.77,13.45,0.16098,0.610638,0.321244,0.327758,0.090735,0.56132,0.1035,0.12,
0.26,4,9,70,70,70,185,185,5800.41,79.8,175.1,98.3,13.77,0.151949,0.473364,0.325529,0.333616,0.07884,0.56616,0.1055,0.12,
0.26,4.5,0,70,70,70,162,162,5915.65,79.8,153.6,96.3,14.57,0.140826,0.535744,0.307807,0.308765,0.090441,0.54864,0.0992,0.12,
0.26,4.5,1,70,70,70,183,183,5453.07,79.8,170.9,100.59,13.69,0.128404,0.502409,0.302138,0.29623,0.083062,0.54444,0.1008,0.12,
0.26,4.5,2,70,70,70,166,166,5373.71,79.8,152.5,97.88,13.27,0.111209,0.550041,0.31093,0.306437,0.09643,0.55059,0.1006,0.12,
0.26,4.5,3,70,70,70,169,169,5469.73,79.8,159.2,97.97,13.54,0.162792,0.541122,0.327447,0.328948,0.089338,0.56689,0.1047,0.12,
0.26,4.5,4,70,70,70,167,167,6255.13,79.8,153.3,98.86,14.53,0.091238,0.603409,0.32869,0.324615,0.097029,0.56682,0.1034,0.12,
0.26,4.5,5,70,70,70,175,175,5378.63,79.8,165.1,99.85,13.52,0.162018,0.61444,0.32333,0.319051,0.085346,0.56374,0.1041,0.12,
0.26,4.5,6,70,70,70,188,188,5854.1,79.8,175.1,96.38,14.07,0.146013,0.531343,0.329239,0.327158,0.093341,0.56783,0.1042,0.12,
0.26,4.5,7,70,70,70,154,154,6014.68,79.8,144.2,96.41,14,0.122366,0.461211,0.324243,0.342261,0.083489,0.56418,0.1031,0.12,
0.26,4.5,8,70,70,70,190,190,5385.87,79.8,180.3,104.03,13.43,0.152908,0.627038,0.324713,0.32495,0.090858,0.56442,0.1041,0.12,
0.26,4.5,9,70,70,70,190,190,5800.41,79.8,180.1,101.18,13.86,0.16639,0.481576,0.322824,0.322632,0.080627,0.56363,0.1051,0.12,
0.26,5,0,70,70,70,168,168,5915.65,79.8,159.9,99.34,14.7,0.144971,0.541453,0.308868,0.316953,0.089938,0.54972,0.0992,0.12,
0.26,5,1,70,70,70,198,198,5453.07,79.8,186,105.03,13.72,0.108817,0.504656,0.297714,0.28593,0.084235,0.5401,0.1001,0.12,
0.26,5,2,70,70,70,169,169,5373.71,79.8,155.4,103.42,13.59,0.115542,0.574034,0.313382,0.311926,0.095841,0.55301,0.101,0.1199,
0.26,5,3,70,70,70,224,224,5469.73,79.8,211.1,102.9,13.57,0.126025,0.560149,0.316715,0.3138,0.092166,0.55676,0.1025,0.12,
0.26,5,4,70,70,70,216,216,6255.13,79.8,203.1,104.49,14.79,0.096022,0.606892,0.322837,0.31482,0.096346,0.56163,0.1024,0.12,
0.26,5,5,70,70,70,256,256,5378.63,79.8,245.1,104.9,13.6,0.158035,0.63908,0.320136,0.308896,0.085232,0.56096,0.1035,0.12,
0.26,5,6,70,70,70,188,188,5854.1,79.8,175.1,100.62,14.12,0.149583,0.536121,0.320902,0.314415,0.09194,0.56052,0.1026,0.12,
0.26,5,7,70,70,70,160,160,6014.68,79.8,150.1,99.21,14.01,0.123676,0.55506,0.322029,0.332398,0.086748,0.562,0.1028,0.12,
0.26,5,8,70,70,70,220,220,5385.87,79.8,210.5,108.8,13.7,0.158011,0.622185,0.321862,0.309433,0.090062,0.56203,0.1035,0.12,
0.26,5,9,70,70,70,190,190,5800.41,79.8,180.1,103.59,14.1,0.167262,0.515853,0.318659,0.319273,0.079483,0.56002,0.1045,0.12,
0.26,5.5,0,70,70,70,181,181,5915.65,79.8,169.5,104.08,14.81,0.133923,0.550771,0.301927,0.311285,0.089881,0.54315,0.0978,0.12,
0.26,5.5,1,70,70,70,202,202,5453.07,79.8,190,107.32,13.88,0.099767,0.524018,0.290021,0.273873,0.084249,0.53303,0.0988,0.12,
0.26,5.5,2,70,70,70,215,215,5373.71,79.8,206,108.33,13.55,0.11948,0.57131,0.309451,0.303902,0.097541,0.54928,0.1005,0.12,
0.26,5.5,3,70,70,70,227,227,5469.73,79.8,214.3,105.34,13.72,0.171417,0.569801,0.313533,0.309033,0.094562,0.55375,0.1021,0.12,
0.26,5.5,4,70,70,70,218,218,6255.13,79.8,205.1,109.4,14.89,0.110932,0.646064,0.315413,0.311578,0.095643,0.55511,0.1013,0.12,
0.26,5.5,5,70,70,70,264,264,5378.63,79.8,253.6,109.29,13.75,0.152911,0.558308,0.315191,0.310353,0.087322,0.55606,0.1025,0.12,
0.26,5.5,6,70,70,70,206,206,5854.1,79.8,195.1,105.12,14.13,0.12992,0.542383,0.314191,0.31366,0.096466,0.55375,0.1016,0.12,
0.26,5.5,7,70,70,70,178,178,6014.68,79.8,165.3,104.31,14.23,0.125304,0.551474,0.313149,0.323195,0.087906,0.55376,0.1014,0.12,
0.26,5.5,8,70,70,70,224,224,5385.87,79.8,214.1,113.76,13.76,0.151143,0.571172,0.314756,0.30317,0.08613,0.55591,0.1025,0.12,
0.26,5.5,9,70,70,70,190,190,5800.41,79.8,180.1,108.07,13.98,0.155529,0.548835,0.313019,0.3098,0.079069,0.55496,0.1034,0.12,
0.26,6,0,70,70,70,184,184,5915.65,79.8,172.1,107.13,14.94,0.128938,0.558891,0.302446,0.298421,0.093148,0.54322,0.0977,0.12,
0.26,6,1,70,70,70,215,215,5453.07,79.8,202.6,109.62,13.82,0.098292,0.543607,0.288944,0.273889,0.089217,0.5312,0.0986,0.12,
0.26,6,2,70,70,70,220,220,5373.71,79.8,210.9,111.53,13.74,0.123036,0.604424,0.306918,0.302153,0.096614,0.54718,0.1001,0.12,
0.26,6,3,70,70,70,230,230,5469.73,79.8,217.6,109.38,13.75,0.177234,0.531492,0.307137,0.293369,0.092884,0.54812,0.1009,0.12,
0.26,6,4,70,70,70,218,218,6255.13,79.8,205.1,113.49,15.13,0.155365,0.653048,0.302567,0.290011,0.093195,0.54387,0.0995,0.12,
0.26,6,5,70,70,70,297,297,5378.63,79.8,286.1,113.91,13.95,0.129493,0.5686,0.315361,0.306861,0.099891,0.55449,0.1021,0.12,
0.26,6,6,70,70,70,208,208,5854.1,79.8,197.2,107.61,14.35,0.139329,0.518557,0.307415,0.30592,0.093049,0.54802,0.1005,0.12,
0.26,6,7,70,70,70,185,185,6014.68,79.8,172.8,108.46,14.32,0.127222,0.568083,0.307484,0.314166,0.089134,0.54849,0.1007,0.12,
0.26,6,8,70,70,70,247,247,5385.87,79.8,235.8,118.31,14.03,0.144305,0.529308,0.313859,0.304481,0.08486,0.55524,0.1023,0.12,
0.26,6,9,70,70,70,205,205,5800.41,79.8,193.8,112.78,14.34,0.144567,0.490265,0.306087,0.296071,0.079027,0.54848,0.1023,0.12,
0.26,6.5,0,70,70,70,188,188,5915.65,79.8,176.5,110.21,15.2,0.121509,0.564124,0.30645,0.301782,0.096016,0.54652,0.0982,0.12,
0.26,6.5,1,70,70,70,235,235,5453.07,79.8,225.1,116.33,14.14,0.096386,0.524543,0.279893,0.268324,0.093666,0.52194,0.0967,0.12,
0.26,6.5,2,70,70,70,231,231,5373.71,79.8,220.1,113.13,13.8,0.126235,0.564286,0.307697,0.300912,0.093508,0.54836,0.1004,0.12,
0.26,6.5,3,70,70,70,236,236,5469.73,79.8,223.1,113.38,14.02,0.132695,0.539675,0.298149,0.298826,0.09275,0.53964,0.0992,0.12,
0.26,6.5,4,70,70,70,218,218,6255.13,79.8,205.1,113.75,15.04,0.15394,0.635127,0.304897,0.292281,0.089869,0.5464,0.1,0.12,
0.26,6.5,5,70,70,70,302,302,5378.63,79.8,291.8,118.04,14.07,0.126069,0.508678,0.304085,0.289197,0.09182,0.54515,0.1005,0.12,
0.26,6.5,6,70,70,70,215,215,5854.1,79.8,204.7,111.08,14.41,0.145125,0.526656,0.307492,0.295971,0.097648,0.54755,0.1006,0.12,
0.26,6.5,7,70,70,70,215,215,6014.68,79.8,205.1,110.48,14.53,0.129305,0.566805,0.3109,0.313781,0.092947,0.5512,0.101,0.12,
0.26,6.5,8,70,70,70,251,251,5385.87,79.8,239.6,122.07,14.05,0.142891,0.513332,0.30967,0.309299,0.08312,0.5515,0.1016,0.12,
0.26,6.5,9,70,70,70,213,213,5800.41,79.8,202.4,115.6,14.41,0.141346,0.513658,0.301586,0.296965,0.079759,0.54425,0.1017,0.12,
0.26,7,0,70,70,70,216,216,5915.65,79.8,202.7,115.61,15.33,0.118114,0.538866,0.303542,0.289299,0.104657,0.54248,0.0973,0.12,
