I_U,T_INT,seed,nodes_measured,n_targets,total_assignments,sim_elapsed_s,total_survey_time_s,fleet_distance_m,conv_time_min_s,conv_time_max_s,conv_time_mean_s,wall_time_s,var_Ubar_min,var_Ubar_max,var_Ubar_mean,var_Ubar_median,var_Ubar_std,sigma_Ubar_mean,ci_rel_mean,ci_rel_max,error
0.25,4.5,0,70,70,70,456,456,5915.65,114.5,445.1,236.75,16.88,0.08899,0.137719,0.108768,0.107627,0.010644,0.32942,0.0597,0.06,
0.25,4.5,1,70,70,70,426,426,5453.07,110.1,415.4,234.47,15.85,0.085054,0.132372,0.106282,0.106051,0.011088,0.32557,0.0596,0.06,
0.25,4.5,2,70,70,70,414,414,5373.71,79.8,404.1,245.61,15.85,0.083045,0.143786,0.107164,0.10647,0.010744,0.32696,0.0595,0.06,
0.25,4.5,3,70,70,70,423,423,5469.73,107.1,410.1,258.95,16.19,0.087693,0.132213,0.106379,0.105408,0.010879,0.32574,0.0596,0.06,
0.25,4.5,4,70,70,70,428,428,6255.13,97.4,415.1,267.19,17.08,0.085502,0.132199,0.107199,0.106331,0.010759,0.32701,0.0594,0.06,
0.25,4.5,5,70,70,70,445,445,5378.63,102,435.1,275.22,16.17,0.086329,0.129159,0.106665,0.106403,0.009971,0.32625,0.0595,0.06,
0.25,4.5,6,70,70,70,471,471,5854.1,118,460.6,270.4,16.57,0.080311,0.13307,0.107297,0.106166,0.012049,0.32705,0.0595,0.06,
0.25,4.5,7,70,70,70,391,391,6014.68,79.8,378.4,246.51,16.31,0.083659,0.133338,0.106366,0.107268,0.010941,0.32571,0.0596,0.06,
0.25,4.5,8,70,70,70,415,415,5385.87,120.4,405.1,271.94,16.03,0.084697,0.12963,0.105802,0.103966,0.010729,0.32486,0.0595,0.06,
0.25,4.5,9,70,70,70,489,489,5800.41,95.1,480.1,258.58,16.22,0.081017,0.129219,0.10632,0.104792,0.010542,0.32568,0.0597,0.06,
0.25,5,0,70,70,70,456,456,5915.65,114.2,445.1,240.87,17.22,0.08752,0.13926,0.108693,0.107866,0.011013,0.32928,0.0597,0.06,
0.25,5,1,70,70,70,431,431,5453.07,110.5,420.1,243.03,16.19,0.085087,0.129764,0.106088,0.106028,0.01067,0.3253,0.0596,0.06,
0.25,5,2,70,70,70,470,470,5373.71,79.8,460.1,254.58,16.24,0.081017,0.14865,0.107693,0.108272,0.012101,0.32766,0.0596,0.06,
0.25,5,3,70,70,70,498,498,5469.73,107,485.1,266.63,16.58,0.085947,0.13396,0.106311,0.104586,0.011314,0.32561,0.0596,0.06,
0.25,5,4,70,70,70,428,428,6255.13,106.8,415.1,279.33,17.49,0.085905,0.133618,0.107618,0.106609,0.010816,0.32765,0.0596,0.06,
0.25,5,5,70,70,70,454,454,5378.63,102.4,444.7,280.09,16.47,0.087613,0.130364,0.106848,0.105905,0.010498,0.32649,0.0595,0.06,
0.25,5,6,70,70,70,476,476,5854.1,119.6,465.1,273.95,16.97,0.082299,0.137056,0.107806,0.1052,0.012355,0.32781,0.0596,0.06,
0.25,5,7,70,70,70,393,393,6014.68,79.8,381,254.64,16.65,0.079739,0.134721,0.106134,0.105277,0.011607,0.3253,0.0595,0.06,
0.25,5,8,70,70,70,430,430,5385.87,120.6,420.1,275.51,16.27,0.084227,0.13059,0.105585,0.103314,0.010543,0.32454,0.0595,0.06,
0.25,5,9,70,70,70,490,490,5800.41,96.4,481.1,262.37,16.56,0.083268,0.13219,0.106235,0.104824,0.011338,0.32548,0.0596,0.06,
0.25,5.5,0,70,70,70,460,460,5915.65,113.7,449.6,244.5,17.57,0.090461,0.139827,0.109063,0.108385,0.011371,0.32981,0.0597,0.06,
0.25,5.5,1,70,70,70,436,436,5453.07,112.4,425.1,245.01,16.6,0.084152,0.129436,0.10595,0.104816,0.010738,0.32509,0.0596,0.06,
0.25,5.5,2,70,70,70,496,496,5373.71,79.8,486.1,261.55,16.77,0.083455,0.150751,0.107386,0.108524,0.012414,0.32717,0.0595,0.06,
0.25,5.5,3,70,70,70,503,503,5469.73,106.7,490.1,271.73,17.13,0.084747,0.132819,0.106202,0.104825,0.011899,0.32539,0.0595,0.06,
0.25,5.5,4,70,70,70,464,464,6255.13,115.8,450.1,289.83,18.15,0.087861,0.134944,0.107725,0.108157,0.011101,0.32779,0.0596,0.06,
0.25,5.5,5,70,70,70,495,495,5378.63,102.6,485.1,284.41,16.92,0.083472,0.130593,0.1069,0.105248,0.011125,0.32652,0.0595,0.06,
0.25,5.5,6,70,70,70,476,476,5854.1,135.1,465.1,278.99,17.47,0.073312,0.138652,0.107721,0.107014,0.01302,0.32761,0.0595,0.06,
0.25,5.5,7,70,70,70,413,413,6014.68,79.8,399.6,258.17,17.09,0.079931,0.136406,0.106349,0.10675,0.01218,0.32558,0.0595,0.06,
0.25,5.5,8,70,70,70,462,462,5385.87,120.7,450.1,279.8,16.88,0.083956,0.131497,0.105707,0.103695,0.010735,0.32472,0.0595,0.06,
0.25,5.5,9,70,70,70,494,494,5800.41,120.1,485.1,266.56,17.24,0.081746,0.132432,0.105655,0.104367,0.011374,0.32459,0.0596,0.06,
0.25,6,0,70,70,70,461,461,5915.65,113.2,450.1,249.01,17.96,0.087432,0.14047,0.109346,0.107882,0.011684,0.33022,0.0597,0.06,
0.25,6,1,70,70,70,436,436,5453.07,113.6,425.1,247.55,16.64,0.085123,0.139166,0.1064,0.105998,0.011146,0.32575,0.0596,0.06,
0.25,6,2,70,70,70,505,505,5373.71,79.8,495.1,264.3,16.86,0.080127,0.153269,0.107352,0.107453,0.012825,0.32708,0.0594,0.06,
0.25,6,3,70,70,70,508,508,5469.73,106.3,495.1,274.27,17.11,0.086369,0.134845,0.106504,0.104713,0.012178,0.32584,0.0596,0.06,
0.25,6,4,70,70,70,469,469,6255.13,115.1,455.1,296.04,18.31,0.085184,0.136235,0.106797,0.107556,0.011804,0.32631,0.0594,0.06,
0.25,6,5,70,70,70,535,535,5378.63,102.7,525.1,286.65,17.09,0.084597,0.134465,0.106849,0.10498,0.011603,0.32641,0.0595,0.06,
0.25,6,6,70,70,70,479,479,5854.1,135.1,468.3,280.21,17.46,0.074849,0.137547,0.107506,0.107959,0.012883,0.32729,0.0595,0.06,
0.25,6,7,70,70,70,414,414,6014.68,79.8,400.1,260.97,17.14,0.079871,0.136403,0.106199,0.106397,0.012279,0.32534,0.0595,0.06,
0.25,6,8,70,70,70,467,467,5385.87,120.7,455.1,282.35,16.86,0.08308,0.132526,0.106051,0.105032,0.010738,0.32525,0.0595,0.06,
0.25,6,9,70,70,70,494,494,5800.41,120.1,485.1,271.73,17.04,0.08293,0.133868,0.105208,0.103174,0.011073,0.32393,0.0595,0.06,
0.25,6.5,0,70,70,70,461,461,5915.65,112.6,450.1,254.69,18.1,0.088539,0.141245,0.109224,0.108835,0.012088,0.33,0.0597,0.06,
0.25,6.5,1,70,70,70,436,436,5453.07,113.2,425.1,251.8,17.08,0.085122,0.140245,0.106447,0.106574,0.011761,0.32577,0.0596,0.06,
0.25,6.5,2,70,70,70,540,540,5373.71,79.8,530.1,269.81,17.18,0.081391,0.151377,0.107328,0.106038,0.013299,0.327,0.0593,0.06,
0.25,6.5,3,70,70,70,508,508,5469.73,105.7,495.1,277,17.32,0.085726,0.136312,0.106049,0.103633,0.012518,0.32511,0.0594,0.06,
0.25,6.5,4,70,70,70,474,474,6255.13,114.3,460.1,299.63,18.45,0.085066,0.137559,0.106625,0.105896,0.012078,0.32603,0.0593,0.06,
0.25,6.5,5,70,70,70,535,535,5378.63,102.8,525.1,292.71,17.34,0.084613,0.133805,0.106543,0.104556,0.011812,0.32592,0.0594,0.06,
0.25,6.5,6,70,70,70,486,486,5854.1,135.1,475.1,284.04,17.7,0.076289,0.140042,0.107715,0.10775,0.013108,0.32759,0.0595,0.06,
0.25,6.5,7,70,70,70,419,419,6014.68,79.8,405.1,261.73,17.47,0.079642,0.137793,0.106814,0.10682,0.013087,0.32622,0.0595,0.06,
0.25,6.5,8,70,70,70,512,512,5385.87,120.7,500.1,285.3,17.19,0.080835,0.133474,0.105978,0.104903,0.011567,0.32506,0.0595,0.06,
0.25,6.5,9,70,70,70,494,494,5800.41,115.1,485.1,273.36,17.41,0.080071,0.135609,0.105361,0.10404,0.011942,0.32409,0.0596,0.06,
0.25,7,0,70,70,70,461,461,5915.65,111.5,450.1,256.41,17.92,0.08838,0.142484,0.108772,0.106779,0.012272,0.32931,0.0595,0.06,
0.25,7,1,70,70,70,486,486,5453.07,113,475.1,256.32,16.9,0.079125,0.13952,0.105965,0.106552,0.012308,0.32498,0.0594,0.06,
0.25,7,2,70,70,70,544,544,5373.71,79.8,534.1,271.76,17.01,0.082462,0.14969,0.108274,0.10735,0.013195,0.32846,0.0596,0.06,
0.25,7,3,70,70,70,513,513,5469.73,105.1,500.1,279.47,17.35,0.086283,0.137283,0.106282,0.103755,0.012891,0.32543,0.0595,0.06,
0.25,7,4,70,70,70,477,477,6255.13,113.2,465.1,300.86,18.57,0.08645,0.138731,0.106762,0.106922,0.012363,0.32621,0.0594,0.06,
0.25,7,5,70,70,70,540,540,5378.63,102.7,530.1,293.47,17.48,0.083895,0.133371,0.106849,0.105899,0.012106,0.32637,0.0595,0.06,
0.25,7,6,70,70,70,488,488,5854.1,136,477.2,287.84,17.83,0.077581,0.14203,0.107685,0.106793,0.0133,0.32753,0.0595,0.06,
0.25,7,7,70,70,70,419,419,6014.68,79.8,405.1,261.14,17.35,0.07931,0.139535,0.107022,0.107308,0.013832,0.32647,0.0596,0.06,
0.25,7,8,70,70,70,512,512,5385.87,120.7,500.1,289.99,17.34,0.081434,0.134985,0.106182,0.104078,0.011978,0.32535,0.0595,0.06,
0.25,7,9,70,70,70,494,494,5800.41,115.1,485.1,273.81,17.45,0.080942,0.135434,0.105588,0.104044,0.012287,0.32441,0.0596,0.06,
0.26,3,0,70,70,70,366,366,5915.65,110.7,355.1,227.94,17.59,0.089409,0.133023,0.1082,0.105854,0.0096,0.32862,0.0596,0.06,
0.26,3,1,70,70,70,329,329,5453.07,110.1,318.2,214.61,16.16,0.086732,0.129977,0.106185,0.106852,0.009764,0.32552,0.0596,0.06,
0.26,3,2,70,70,70,385,385,5373.71,79.8,375.1,232.83,16.3,0.07895,0.13717,0.106524,0.106343,0.009936,0.32603,0.0595,0.06,
0.26,3,3,70,70,70,413,413,5469.73,110.1,400.7,241.74,16.68,0.087605,0.128989,0.105838,0.104134,0.009318,0.32502,0.0595,0.06,
0.26,3,4,70,70,70,407,407,6255.13,94.6,394.8,254.56,17.97,0.08777,0.127559,0.10684,0.106173,0.008895,0.32658,0.0595,0.06,
0.26,3,5,70,70,70,435,435,5378.63,101.5,425.1,253,16.81,0.086251,0.128126,0.106778,0.10551,0.009704,0.32644,0.0594,0.06,
0.26,3,6,70,70,70,377,377,5854.1,79.8,365.1,249.09,17.26,0.086071,0.14145,0.107203,0.106174,0.010483,0.32704,0.0595,0.06,
0.26,3,7,70,70,70,355,355,6014.68,79.8,342.4,227.28,16.92,0.084523,0.130563,0.106476,0.106117,0.009981,0.32595,0.0596,0.06,
0.26,3,8,70,70,70,377,377,5385.87,119.9,365.1,256.62,16.82,0.083861,0.126599,0.105559,0.105216,0.009309,0.32459,0.0595,0.06,
0.26,3,9,70,70,70,433,433,5800.41,93.7,424.5,243.9,17.01,0.084798,0.127585,0.105641,0.103782,0.008945,0.32474,0.0595,0.06,
0.26,3.5,0,70,70,70,451,451,5915.65,115.4,440.1,236.73,17.6,0.090352,0.134065,0.108298,0.107917,0.009681,0.32877,0.0596,0.06,
0.26,3.5,1,70,70,70,423,423,5453.07,110.1,412.8,230.37,16.52,0.08078,0.130115,0.106699,0.107159,0.010114,0.32628,0.0598,0.06,
0.26,3.5,2,70,70,70,417,417,5373.71,79.8,405.1,243.06,16.53,0.085019,0.139289,0.106948,0.106367,0.010103,0.32668,0.0595,0.06,
0.26,3.5,3,70,70,70,418,418,5469.73,110.1,405.1,251.74,16.84,0.08759,0.129034,0.106644,0.105238,0.009936,0.32622,0.0597,0.06,
0.26,3.5,4,70,70,70,423,423,6255.13,95.1,410.1,269.3,18.15,0.086115,0.130025,0.107516,0.108684,0.009837,0.32756,0.0596,0.06,
0.26,3.5,5,70,70,70,443,443,5378.63,102.4,433.8,271.29,16.96,0.090252,0.125823,0.106698,0.106245,0.008941,0.32636,0.0595,0.06,
0.26,3.5,6,70,70,70,466,466,5854.1,117.1,455.1,266.07,17.63,0.084226,0.131161,0.107226,0.106758,0.011212,0.32701,0.0595,0.06,
0.26,3.5,7,70,70,70,390,390,6014.68,79.8,377.8,243.56,17.2,0.081271,0.131,0.10628,0.106592,0.01023,0.32563,0.0595,0.06,
0.26,3.5,8,70,70,70,388,388,5385.87,120.1,379.5,268.6,16.83,0.083829,0.128336,0.105764,0.10453,0.009554,0.32489,0.0596,0.06,
0.26,3.5,9,70,70,70,484,484,5800.41,95.1,475.1,254.46,17.1,0.086087,0.125273,0.106251,0.104902,0.009108,0.32567,0.0596,0.06,
0.26,4,0,70,70,70,456,456,5915.65,116.3,445.1,241.81,17.86,0.086578,0.139302,0.108804,0.107685,0.010655,0.32947,0.0596,0.06,
0.26,4,1,70,70,70,429,429,5453.07,110.1,418.2,241.94,16.87,0.085771,0.127772,0.105535,0.105486,0.009923,0.3245,0.0595,0.06,
0.26,4,2,70,70,70,465,465,5373.71,79.8,455.6,258.97,16.84,0.083349,0.142863,0.107084,0.106745,0.010605,0.32685,0.0595,0.06,
0.26,4,3,70,70,70,423,423,5469.73,110.2,410.1,268.82,17.13,0.088741,0.132049,0.106559,0.10613,0.010346,0.32606,0.0596,0.06,
0.26,4,4,70,70,70,428,428,6255.13,96.5,415.1,278.82,18.43,0.087961,0.132134,0.107214,0.106449,0.010104,0.32708,0.0594,0.06,
0.26,4,5,70,70,70,485,485,5378.63,103.2,475.1,281.48,17.36,0.087886,0.127718,0.106398,0.105018,0.009699,0.32586,0.0594,0.06,
0.26,4,6,70,70,70,476,476,5854.1,119.4,465.1,274.49,17.7,0.082984,0.133588,0.10729,0.106144,0.012102,0.32704,0.0594,0.06,
0.26,4,7,70,70,70,398,398,6014.68,79.8,385.1,254.43,17.43,0.082326,0.128171,0.106397,0.105616,0.010338,0.3258,0.0595,0.06,
0.26,4,8,70,70,70,425,425,5385.87,122.9,415.1,278.34,17.28,0.085017,0.129536,0.105084,0.104287,0.010274,0.32379,0.0594,0.06,
0.26,4,9,70,70,70,489,489,5800.41,95.1,480.1,264.48,17.49,0.080727,0.129705,0.106367,0.10446,0.010694,0.32574,0.0596,0.06,
0.26,4.5,0,70,70,70,461,461,5915.65,117,450.1,249.05,18.18,0.089739,0.140576,0.108604,0.107018,0.010957,0.32915,0.0596,0.06,
0.26,4.5,1,70,70,70,436,436,5453.07,111.4,425.1,249.64,16.9,0.08123,0.129017,0.105672,0.105271,0.010346,0.32468,0.0595,0.06,
0.26,4.5,2,70,70,70,473,473,5373.71,79.8,463.9,265.29,16.97,0.084718,0.148467,0.106955,0.106769,0.01108,0.32661,0.0594,0.06,
0.26,4.5,3,70,70,70,498,498,5469.73,113,485.1,274.75,17.22,0.085901,0.132109,0.10593,0.103308,0.011001,0.32505,0.0595,0.06,
0.26,4.5,4,70,70,70,428,428,6255.13,103.4,415.1,291.62,18.8,0.085299,0.132462,0.106848,0.107352,0.010582,0.32648,0.0594,0.06,
0.26,4.5,5,70,70,70,486,486,5378.63,105.1,476.5,287.41,17.57,0.086127,0.129426,0.106957,0.105484,0.010211,0.32668,0.0596,0.06,
0.26,4.5,6,70,70,70,481,481,5854.1,135.7,470.1,282.14,18.25,0.074401,0.134337,0.107175,0.10654,0.012152,0.32685,0.0594,0.06,
0.26,4.5,7,70,70,70,403,403,6014.68,79.8,390.1,259.51,17.79,0.083114,0.129691,0.106523,0.10653,0.011261,0.32593,0.0596,0.06,
0.26,4.5,8,70,70,70,462,462,5385.87,123.2,450.1,286.67,17.52,0.08499,0.130733,0.105621,0.103743,0.009773,0.32466,0.0595,0.06,
0.26,4.5,9,70,70,70,494,494,5800.41,123.4,485.1,272.58,17.86,0.081997,0.130796,0.10585,0.104511,0.010283,0.32497,0.0596,0.06,
0.26,5,0,70,70,70,461,461,5915.65,117,450.1,257.85,18.38,0.085718,0.142171,0.108492,0.108366,0.011487,0.32894,0.0595,0.06,
0.26,5,1,70,70,70,488,488,5453.07,113.5,478,256.83,17.15,0.085269,0.127954,0.105987,0.105671,0.009867,0.32521,0.0595,0.06,
0.26,5,2,70,70,70,505,505,5373.71,79.8,495.1,273.64,17.02,0.081689,0.147872,0.107399,0.107266,0.011878,0.32723,0.0594,0.06,
0.26,5,3,70,70,70,503,503,5469.73,113.6,490.1,280.42,17.29,0.088085,0.133698,0.106195,0.104203,0.01121,0.32544,0.0595,0.06,
0.26,5,4,70,70,70,469,469,6255.13,108.1,455.1,298.14,19.35,0.087953,0.134201,0.106989,0.107621,0.010525,0.3267,0.0594,0.06,
0.26,5,5,70,70,70,490,490,5378.63,105.1,480.2,292.21,17.89,0.086436,0.130806,0.106904,0.10607,0.010777,0.32656,0.0596,0.06,
0.26,5,6,70,70,70,486,486,5854.1,136.9,475.1,286.61,18.54,0.076166,0.135075,0.107622,0.107377,0.012325,0.32752,0.0595,0.06,
0.26,5,7,70,70,70,455,455,6014.68,79.8,442.7,267.11,18.2,0.080961,0.131584,0.106158,0.105934,0.011856,0.32532,0.0594,0.06,
0.26,5,8,70,70,70,462,462,5385.87,123.3,450.1,290.08,18.04,0.0843,0.132766,0.105542,0.10462,0.010655,0.32447,0.0594,0.06,
0.26,5,9,70,70,70,494,494,5800.41,122.4,485.1,279.64,18.33,0.082813,0.132477,0.10512,0.104639,0.010658,0.32382,0.0594,0.06,
0.26,5.5,0,70,70,70,465,465,5915.65,116.7,454.3,262.67,18.85,0.087371,0.143226,0.108268,0.106495,0.011962,0.32856,0.0594,0.06,
0.26,5.5,1,70,70,70,491,491,5453.07,115.1,480.1,261.49,17.61,0.084007,0.128273,0.106364,0.106435,0.010389,0.32575,0.0596,0.06,
0.26,5.5,2,70,70,70,536,536,5373.71,79.8,526.7,278.25,17.38,0.083665,0.152507,0.107915,0.108393,0.01203,0.32801,0.0595,0.06,
0.26,5.5,3,70,70,70,508,508,5469.73,113.8,495.1,285.05,17.62,0.088207,0.135013,0.106125,0.104495,0.01136,0.32532,0.0595,0.06,
0.26,5.5,4,70,70,70,474,474,6255.13,118.3,460.1,303.82,19.81,0.08528,0.135599,0.106741,0.105129,0.011611,0.32624,0.0593,0.06,
0.26,5.5,5,70,70,70,535,535,5378.63,129,525.1,301.79,18.62,0.085631,0.130701,0.106372,0.106096,0.011116,0.32571,0.0594,0.06,
0.26,5.5,6,70,70,70,491,491,5854.1,137.5,480.1,294.01,19.1,0.077932,0.140896,0.107637,0.107326,0.012298,0.32755,0.0595,0.06,
0.26,5.5,7,70,70,70,458,458,6014.68,79.8,445.1,270.46,18.65,0.08284,0.132976,0.106548,0.10591,0.012343,0.32588,0.0595,0.06,
0.26,5.5,8,70,70,70,507,507,5385.87,123.4,495.1,293.73,18.37,0.082367,0.134419,0.105722,0.104857,0.011202,0.32471,0.0595,0.06,
0.26,5.5,9,70,70,70,499,499,5800.41,121.3,490.1,283.82,18.7,0.083197,0.133993,0.105315,0.104342,0.010977,0.32409,0.0595,0.06,
0.26,6,0,70,70,70,466,466,5915.65,116,455.1,265.37,19.02,0.088404,0.144027,0.108897,0.107245,0.012001,0.32952,0.0596,0.06,
0.26,6,1,70,70,70,491,491,5453.07,115.5,480.1,264.05,17.73,0.080195,0.129189,0.106072,0.106047,0.010721,0.32527,0.0595,0.06,
0.26,6,2,70,70,70,540,540,5373.71,79.8,530.4,278.55,17.71,0.084044,0.154387,0.108334,0.107348,0.012941,0.32858,0.0596,0.06,
0.26,6,3,70,70,70,513,513,5469.73,113.7,500.1,285.58,17.86,0.086481,0.13636,0.10626,0.105751,0.012116,0.32546,0.0595,0.06,
0.26,6,4,70,70,70,479,479,6255.13,116.9,465.1,306,19.94,0.087621,0.136961,0.107395,0.106192,0.011806,0.32723,0.0595,0.06,
0.26,6,5,70,70,70,584,584,5378.63,128.8,574.3,307.64,18.71,0.084305,0.131774,0.106478,0.10335,0.011126,0.32588,0.0595,0.06,
0.26,6,6,70,70,70,491,491,5854.1,138,480.1,299.54,19.19,0.078886,0.13369,0.107758,0.107736,0.013094,0.32766,0.0595,0.06,
0.26,6,7,70,70,70,458,458,6014.68,79.8,445.1,276.12,18.81,0.07908,0.135999,0.106562,0.106841,0.013372,0.3258,0.0595,0.06,
0.26,6,8,70,70,70,512,512,5385.87,123.3,500.1,297.18,18.55,0.084084,0.134094,0.106195,0.104806,0.011477,0.32541,0.0595,0.06,
0.26,6,9,70,70,70,499,499,5800.41,120.1,490.1,285.57,18.88,0.081886,0.13347,0.10546,0.104655,0.0113,0.32429,0.0596,0.06,
0.26,6.5,0,70,70,70,466,466,5915.65,114.7,455.1,270.24,19.72,0.089039,0.144909,0.10895,0.10641,0.012701,0.32954,0.0596,0.06,
0.26,6.5,1,70,70,70,491,491,5453.07,115.1,480.1,265.58,18.3,0.082368,0.131554,0.106188,0.104331,0.011343,0.3254,0.0595,0.06,
0.26,6.5,2,70,70,70,545,545,5373.71,79.8,535.1,283.8,18.37,0.077132,0.156826,0.108625,0.108215,0.013546,0.32896,0.0596,0.06,
0.26,6.5,3,70,70,70,553,553,5469.73,113.3,540.1,289.81,18.39,0.083484,0.137579,0.106116,0.104617,0.012716,0.32519,0.0594,0.06,
0.26,6.5,4,70,70,70,528,528,6255.13,115.6,515.1,310,20.14,0.081689,0.138195,0.107091,0.107048,0.012511,0.3267,0.0594,0.06,
0.26,6.5,5,70,70,70,585,585,5378.63,128.6,575.1,307.72,18.96,0.084162,0.132592,0.106281,0.103802,0.011603,0.32554,0.0595,0.06,
0.26,6.5,6,70,70,70,491,491,5854.1,138.4,480.1,303.15,19.32,0.070607,0.136113,0.107616,0.106168,0.013866,0.32736,0.0593,0.06,
0.26,6.5,7,70,70,70,459,459,6014.68,79.8,446.9,279.13,19.02,0.078926,0.138036,0.107176,0.106912,0.013603,0.32673,0.0596,0.06,
0.26,6.5,8,70,70,70,512,512,5385.87,123.3,500.1,302.21,18.7,0.083849,0.136631,0.106279,0.104626,0.011854,0.32552,0.0595,0.06,
0.26,6.5,9,70,70,70,499,499,5800.41,120.1,490.1,288.71,18.72,0.077358,0.136087,0.105647,0.104535,0.011937,0.32453,0.0596,0.06,
0.26,7,0,70,70,70,468,468,5915.65,113.9,458,274.83,19.9,0.087384,0.144316,0.108686,0.106978,0.01252,0.32916,0.0595,0.06,
