I_U,T_INT,seed,nodes_measured,n_targets,total_assignments,sim_elapsed_s,total_survey_time_s,fleet_distance_m,conv_time_min_s,conv_time_max_s,conv_time_mean_s,wall_time_s,var_Ubar_min,var_Ubar_max,var_Ubar_mean,var_Ubar_median,var_Ubar_std,sigma_Ubar_mean,ci_rel_mean,ci_rel_max,error
0.26,5.5,9,70,70,70,201,201,5800.41,79.8,190.2,114.05,14.09,0.155529,0.460615,0.287043,0.292334,0.058603,0.53287,0.0992,0.11,
0.26,6,0,70,70,70,197,197,5915.65,79.8,185.1,111.05,14.96,0.128938,0.468188,0.28889,0.287528,0.079579,0.53212,0.0956,0.11,
0.26,6,1,70,70,70,235,235,5453.07,79.8,225.1,116.46,14.02,0.098292,0.43073,0.268744,0.267543,0.072207,0.51359,0.0951,0.11,
0.26,6,2,70,70,70,220,220,5373.71,79.8,210.9,115.06,13.8,0.123036,0.49235,0.289832,0.291982,0.079071,0.53327,0.0975,0.11,
0.26,6,3,70,70,70,230,230,5469.73,79.8,217.6,113.66,13.98,0.177234,0.486168,0.284209,0.280901,0.07523,0.5287,0.097,0.11,
0.26,6,4,70,70,70,225,225,6255.13,79.8,213.1,117.94,14.89,0.155365,0.473518,0.285298,0.279923,0.071839,0.52987,0.097,0.11,
0.26,6,5,70,70,70,297,297,5378.63,79.8,286.1,120.87,13.9,0.129493,0.521505,0.287428,0.272766,0.082946,0.53061,0.0974,0.11,
0.26,6,6,70,70,70,223,223,5854.1,79.8,213.4,116.65,14.39,0.139329,0.456666,0.275633,0.267727,0.069955,0.52075,0.0952,0.11,
0.26,6,7,70,70,70,198,198,6014.68,79.8,185.1,113.8,14.37,0.127222,0.453768,0.287129,0.28385,0.075029,0.53113,0.0974,0.11,
0.26,6,8,70,70,70,247,247,5385.87,79.8,235.8,124.43,13.9,0.144305,0.529308,0.293647,0.287748,0.072277,0.53802,0.0992,0.11,
0.26,6,9,70,70,70,213,213,5800.41,79.8,201.6,118.03,14.3,0.144567,0.411041,0.28401,0.288715,0.060192,0.52974,0.0984,0.11,
0.26,6.5,0,70,70,70,197,197,5915.65,79.8,185.1,113.89,14.9,0.121509,0.475603,0.290408,0.289012,0.080589,0.53341,0.0956,0.11,
0.26,6.5,1,70,70,70,240,240,5453.07,79.8,230.1,119.06,14.03,0.096386,0.436358,0.267476,0.268324,0.073764,0.51211,0.0947,0.11,
0.26,6.5,2,70,70,70,236,236,5373.71,79.8,225.1,118.55,13.78,0.126235,0.479591,0.28631,0.286056,0.075819,0.53034,0.0968,0.11,
0.26,6.5,3,70,70,70,236,236,5469.73,79.8,223.1,116.36,14.09,0.132695,0.472115,0.281975,0.287434,0.077537,0.52609,0.0965,0.11,
0.26,6.5,4,70,70,70,228,228,6255.13,79.8,216.5,120.61,14.93,0.15394,0.474594,0.283592,0.277496,0.071835,0.52829,0.0966,0.11,
0.26,6.5,5,70,70,70,302,302,5378.63,79.8,291.8,121.59,13.96,0.126069,0.468541,0.286094,0.269572,0.078108,0.52995,0.0974,0.11,
0.26,6.5,6,70,70,70,234,234,5854.1,79.8,221.6,118.96,14.52,0.144855,0.460274,0.281278,0.271987,0.078054,0.52525,0.0959,0.11,
0.26,6.5,7,70,70,70,220,220,6014.68,79.8,210.1,114.66,14.41,0.129305,0.452582,0.29229,0.291215,0.077927,0.53567,0.098,0.11,
0.26,6.5,8,70,70,70,251,251,5385.87,79.8,239.6,126.3,14.06,0.142891,0.513332,0.293149,0.284021,0.076761,0.53701,0.099,0.11,
0.26,6.5,9,70,70,70,216,216,5800.41,79.8,204.5,120.56,14.42,0.141346,0.427738,0.279126,0.272849,0.062993,0.52477,0.0976,0.11,
0.26,7,0,70,70,70,234,234,5915.65,79.8,220.1,121.65,15.27,0.118114,0.48878,0.280202,0.279433,0.085277,0.52301,0.0936,0.11,
