I_U,T_INT,seed,nodes_measured,n_targets,total_assignments,sim_elapsed_s,total_survey_time_s,fleet_distance_m,conv_time_min_s,conv_time_max_s,conv_time_mean_s,wall_time_s,var_Ubar_min,var_Ubar_max,var_Ubar_mean,var_Ubar_median,var_Ubar_std,sigma_Ubar_mean,ci_rel_mean,ci_rel_max,error
0.25,3.5,3,70,70,70,324,324,5469.73,79.8,314,176.34,13.54,0.116663,0.192125,0.14516,0.141777,0.014963,0.38051,0.0697,0.07,
0.25,3.5,4,70,70,70,350,350,6255.13,81.1,340.1,182.85,14.37,0.123707,0.175129,0.147742,0.147537,0.013089,0.384,0.0697,0.07,
0.25,3.5,5,70,70,70,302,302,5378.63,88.7,292.3,190.63,13.56,0.115663,0.183932,0.145243,0.144953,0.014518,0.38064,0.0696,0.07,
0.25,3.5,6,70,70,70,320,320,5854.1,79.8,310.1,178.43,13.8,0.104827,0.192279,0.145888,0.144218,0.016515,0.38134,0.0694,0.07,
0.25,3.5,7,70,70,70,308,308,6014.68,79.8,295.1,171.31,13.76,0.108613,0.179994,0.143678,0.142671,0.016269,0.37845,0.0691,0.07,
0.25,3.5,8,70,70,70,329,329,5385.87,89.6,320.2,191.75,13.46,0.111703,0.182271,0.144462,0.142453,0.015885,0.37952,0.0696,0.07,
0.25,3.5,9,70,70,70,291,291,5800.41,81.7,280.1,171.55,13.5,0.112742,0.179304,0.144303,0.144761,0.013759,0.37944,0.0695,0.07,
0.25,4,0,70,70,70,353,353,5915.65,79.8,342.8,168.22,14.83,0.114774,0.215701,0.149944,0.146449,0.018374,0.38654,0.0695,0.07,
0.25,4,1,70,70,70,307,307,5453.07,79.8,296.8,166.99,13.8,0.114435,0.188517,0.143737,0.142214,0.015998,0.37855,0.0693,0.07,
0.25,4,2,70,70,70,355,355,5373.71,79.8,345.1,178.78,13.75,0.102646,0.196517,0.146231,0.146175,0.019056,0.3816,0.0694,0.07,
0.25,4,3,70,70,70,374,374,5469.73,79.8,360.1,187.55,14.06,0.112477,0.197567,0.144851,0.141646,0.014928,0.38011,0.0695,0.07,
0.25,4,4,70,70,70,355,355,6255.13,85.1,345.1,190.63,14.83,0.120448,0.177278,0.147955,0.147552,0.014337,0.3842,0.0697,0.07,
0.25,4,5,70,70,70,317,317,5378.63,89.1,305.1,197.54,13.9,0.113989,0.192968,0.145592,0.144592,0.014725,0.38109,0.0696,0.07,
0.25,4,6,70,70,70,325,325,5854.1,79.8,315.1,183.8,14.29,0.103429,0.195743,0.146684,0.146079,0.017042,0.38235,0.0695,0.07,
0.25,4,7,70,70,70,326,326,6014.68,79.8,315.1,177.51,14.17,0.114872,0.184153,0.144524,0.144578,0.017238,0.3795,0.0692,0.07,
0.25,4,8,70,70,70,334,334,5385.87,90.1,325.1,200.43,13.97,0.114858,0.183722,0.143864,0.143288,0.01593,0.37873,0.0694,0.07,
0.25,4,9,70,70,70,296,296,5800.41,81.7,285.1,177.32,14.01,0.111899,0.181858,0.144401,0.144911,0.014888,0.3795,0.0695,0.07,
0.25,4.5,0,70,70,70,356,356,5915.65,79.8,345.1,173.44,15.05,0.116014,0.226944,0.149995,0.146311,0.019617,0.38652,0.0694,0.07,
0.25,4.5,1,70,70,70,311,311,5453.07,79.8,300.1,170.06,14.01,0.106059,0.187712,0.144405,0.146175,0.016815,0.37937,0.0694,0.07,
0.25,4.5,2,70,70,70,366,366,5373.71,79.8,356.6,185.26,14.02,0.097462,0.197908,0.145573,0.145484,0.019421,0.3807,0.0692,0.07,
0.25,4.5,3,70,70,70,379,379,5469.73,79.8,365.1,193.71,14.41,0.113743,0.200883,0.144801,0.142796,0.015944,0.37997,0.0695,0.07,
0.25,4.5,4,70,70,70,374,374,6255.13,90.1,360.1,197.07,15.24,0.120125,0.178514,0.147618,0.146206,0.015016,0.38372,0.0695,0.07,
0.25,4.5,5,70,70,70,321,321,5378.63,89.4,310.1,202.62,14.34,0.114796,0.175557,0.145431,0.144038,0.014257,0.3809,0.0695,0.07,
0.25,4.5,6,70,70,70,332,332,5854.1,79.8,322.2,193.33,14.64,0.111749,0.199018,0.14634,0.145352,0.017989,0.38183,0.0696,0.07,
0.25,4.5,7,70,70,70,331,331,6014.68,79.8,320.1,181.7,14.39,0.105552,0.187154,0.144517,0.143855,0.018596,0.37938,0.0692,0.07,
0.25,4.5,8,70,70,70,340,340,5385.87,100.1,330.4,206.18,14.34,0.11208,0.176679,0.143883,0.141466,0.015805,0.37876,0.0693,0.07,
0.25,4.5,9,70,70,70,301,301,5800.41,81.7,290.1,179.39,14.09,0.110906,0.185888,0.144746,0.145574,0.016657,0.37983,0.0695,0.07,
0.25,5,0,70,70,70,356,356,5915.65,80.1,345.1,176.85,15.37,0.114028,0.228913,0.15027,0.148042,0.019616,0.38688,0.0695,0.07,
0.25,5,1,70,70,70,311,311,5453.07,79.8,300.1,174.14,14.34,0.107688,0.194119,0.143785,0.145178,0.019052,0.37836,0.0692,0.07,
0.25,5,2,70,70,70,375,375,5373.71,79.8,365.1,188.9,14.55,0.099289,0.194115,0.145508,0.142874,0.019141,0.38065,0.0693,0.07,
0.25,5,3,70,70,70,379,379,5469.73,79.8,365.1,196.61,14.75,0.11256,0.203419,0.14564,0.142514,0.016629,0.38104,0.0696,0.07,
0.25,5,4,70,70,70,379,379,6255.13,95.8,365.1,203.27,15.57,0.093286,0.180844,0.147472,0.149014,0.016632,0.3834,0.0693,0.07,
0.25,5,5,70,70,70,345,345,5378.63,89.5,335.1,207.05,14.62,0.117548,0.178528,0.144852,0.144974,0.014877,0.3801,0.0693,0.07,
0.25,5,6,70,70,70,341,341,5854.1,79.8,332,195.81,14.93,0.110637,0.204165,0.146473,0.145232,0.01858,0.38196,0.0695,0.07,
0.25,5,7,70,70,70,331,331,6014.68,79.8,320.1,184.47,14.77,0.111618,0.191117,0.14383,0.142456,0.018789,0.37847,0.069,0.07,
0.25,5,8,70,70,70,345,345,5385.87,100.1,335.1,210.65,14.63,0.104986,0.178596,0.144262,0.142455,0.017285,0.37915,0.0693,0.07,
0.25,5,9,70,70,70,301,301,5800.41,81.7,290.1,183.46,14.58,0.10913,0.186605,0.144509,0.142216,0.016608,0.37953,0.0694,0.07,
0.25,5.5,0,70,70,70,361,361,5915.65,80.4,350.1,180.4,16,0.114852,0.23639,0.148529,0.14613,0.019599,0.38462,0.0692,0.07,
0.25,5.5,1,70,70,70,325,325,5453.07,79.8,315.1,179.2,14.89,0.096533,0.192076,0.14322,0.142879,0.019761,0.37754,0.0691,0.07,
0.25,5.5,2,70,70,70,375,375,5373.71,79.8,365.1,193.32,14.8,0.100929,0.202101,0.145647,0.143896,0.019794,0.38078,0.0692,0.07,
0.25,5.5,3,70,70,70,381,381,5469.73,80.1,367.1,200.02,15.07,0.112051,0.205207,0.144129,0.141159,0.017606,0.37897,0.0693,0.07,
0.25,5.5,4,70,70,70,379,379,6255.13,98.3,365.1,206.22,15.89,0.104872,0.182282,0.147735,0.146802,0.017047,0.38372,0.0693,0.07,
0.25,5.5,5,70,70,70,345,345,5378.63,89.5,335.1,211.26,15.04,0.11192,0.176982,0.144513,0.143089,0.015154,0.37963,0.0692,0.07,
0.25,5.5,6,70,70,70,350,350,5854.1,79.8,340.2,199.42,15.22,0.103649,0.207176,0.146413,0.144716,0.019474,0.38181,0.0694,0.07,
0.25,5.5,7,70,70,70,336,336,6014.68,79.8,325.1,186.69,15.11,0.104549,0.193683,0.1447,0.142307,0.020192,0.37949,0.0692,0.07,
0.25,5.5,8,70,70,70,350,350,5385.87,100.1,340.1,213.59,14.97,0.109903,0.176372,0.1442,0.143401,0.017251,0.37907,0.0693,0.07,
0.25,5.5,9,70,70,70,302,302,5800.41,81.7,291.9,186.23,14.76,0.108366,0.182687,0.144871,0.14309,0.017006,0.37997,0.0694,0.07,
0.25,6,0,70,70,70,361,361,5915.65,81.8,350.1,183.58,16.19,0.113907,0.222744,0.147734,0.144995,0.018877,0.38363,0.0691,0.07,
0.25,6,1,70,70,70,325,325,5453.07,80.1,315.1,182.62,14.93,0.096003,0.191412,0.143464,0.143792,0.019638,0.37788,0.0691,0.07,
0.25,6,2,70,70,70,375,375,5373.71,79.8,365.8,196.62,15.05,0.095153,0.204461,0.145445,0.143842,0.021511,0.38035,0.0691,0.07,
0.25,6,3,70,70,70,384,384,5469.73,80.1,370.1,201.99,15.22,0.108127,0.206557,0.142978,0.139719,0.018,0.37741,0.0691,0.07,
0.25,6,4,70,70,70,384,384,6255.13,92,370.1,208.4,16.12,0.113543,0.185168,0.147842,0.149425,0.017864,0.3838,0.0693,0.07,
0.25,6,5,70,70,70,345,345,5378.63,89.4,335.1,216.04,15.21,0.111782,0.176693,0.144294,0.143944,0.016236,0.37926,0.0691,0.07,
0.25,6,6,70,70,70,355,355,5854.1,79.8,345.1,203.51,15.49,0.106284,0.209845,0.145457,0.144335,0.02055,0.38046,0.0691,0.07,
0.25,6,7,70,70,70,336,336,6014.68,79.8,325.1,189.77,15.27,0.103978,0.196079,0.144796,0.141389,0.020674,0.37958,0.0692,0.07,
0.25,6,8,70,70,70,410,410,5385.87,100.1,400.1,216.54,15.23,0.104126,0.180435,0.143826,0.142762,0.018458,0.37847,0.0691,0.07,
0.25,6,9,70,70,70,306,306,5800.41,81.7,295.1,189.09,15.02,0.107042,0.183254,0.143471,0.140932,0.01682,0.37813,0.0692,0.07,
0.25,6.5,0,70,70,70,361,361,5915.65,81.5,350.1,187.68,16.12,0.111472,0.192354,0.147411,0.145899,0.017514,0.38328,0.0692,0.07,
0.25,6.5,1,70,70,70,325,325,5453.07,80.1,315.1,184.53,15.14,0.093127,0.195569,0.142855,0.141787,0.020321,0.37701,0.069,0.07,
0.25,6.5,2,70,70,70,380,380,5373.71,79.8,370.1,201.62,15.25,0.081615,0.205996,0.144967,0.144414,0.021266,0.37972,0.069,0.07,
0.25,6.5,3,70,70,70,384,384,5469.73,80.1,370.1,205.58,15.46,0.106364,0.209054,0.143171,0.140862,0.018894,0.3776,0.069,0.07,
0.25,6.5,4,70,70,70,384,384,6255.13,96,370.1,212.05,16.22,0.11404,0.186282,0.146671,0.146505,0.018064,0.38226,0.069,0.07,
0.25,6.5,5,70,70,70,352,352,5378.63,89.3,340.1,219.06,15.43,0.107043,0.176765,0.143883,0.142844,0.016366,0.37871,0.0691,0.07,
0.25,6.5,6,70,70,70,364,364,5854.1,79.8,353,209.21,15.77,0.100903,0.212331,0.144868,0.144131,0.020667,0.37968,0.0689,0.07,
0.25,6.5,7,70,70,70,336,336,6014.68,79.8,325.2,190.05,15.46,0.103618,0.198375,0.145217,0.143616,0.021502,0.38006,0.0693,0.07,
0.25,6.5,8,70,70,70,415,415,5385.87,100.1,405.1,219.36,15.38,0.107371,0.181015,0.144073,0.14293,0.018537,0.37879,0.0692,0.07,
0.25,6.5,9,70,70,70,367,367,5800.41,81.8,355.1,192.52,15.21,0.101223,0.185229,0.144275,0.141796,0.017293,0.37916,0.0693,0.07,
0.25,7,0,70,70,70,361,361,5915.65,81.3,350.1,189.8,16.96,0.112309,0.190198,0.147374,0.146132,0.018118,0.38318,0.0691,0.07,
0.25,7,1,70,70,70,327,327,5453.07,80.1,318,186.61,15.74,0.092052,0.198177,0.142882,0.142974,0.021325,0.37694,0.069,0.07,
0.25,7,2,70,70,70,385,385,5373.71,79.8,375.1,203.37,15.87,0.092311,0.204224,0.145011,0.144174,0.020875,0.37983,0.069,0.07,
0.25,7,3,70,70,70,384,384,5469.73,80.1,370.1,207.29,15.97,0.096273,0.210467,0.142458,0.138608,0.019998,0.37655,0.0688,0.07,
0.25,7,4,70,70,70,384,384,6255.13,95.1,372,215.02,16.99,0.109075,0.187671,0.145903,0.14744,0.018786,0.38118,0.0689,0.07,
0.25,7,5,70,70,70,352,352,5378.63,89.2,340.1,221.3,15.86,0.096925,0.234272,0.145014,0.142169,0.02098,0.37986,0.0691,0.07,
0.25,7,6,70,70,70,369,369,5854.1,79.8,355.1,210.33,16.33,0.102088,0.214774,0.144694,0.143756,0.022396,0.37929,0.0688,0.07,
0.25,7,7,70,70,70,341,341,6014.68,79.8,330.1,191.28,15.98,0.09828,0.200696,0.144774,0.142877,0.022474,0.37938,0.0691,0.07,
0.25,7,8,70,70,70,415,415,5385.87,100.1,405.5,221,15.8,0.105336,0.182984,0.143676,0.141401,0.018773,0.37825,0.0691,0.07,
0.25,7,9,70,70,70,370,370,5800.41,81.8,358.4,194.59,15.91,0.094289,0.186469,0.14401,0.14175,0.018169,0.37873,0.0692,0.07,
0.26,3,0,70,70,70,351,351,5915.65,79.8,340.1,166.63,16,0.123303,0.199186,0.149685,0.146542,0.016993,0.38629,0.0696,0.07,
0.26,3,1,70,70,70,306,306,5453.07,79.8,295.4,162.43,14.9,0.108381,0.179773,0.143475,0.142827,0.014119,0.37832,0.0693,0.07,
0.26,3,2,70,70,70,325,325,5373.71,79.8,315.1,170.46,14.69,0.100618,0.193339,0.146858,0.146916,0.018646,0.38246,0.0695,0.07,
0.26,3,3,70,70,70,324,324,5469.73,79.8,313.4,178.43,15.14,0.117118,0.18014,0.144423,0.141909,0.013504,0.37963,0.0696,0.07,
0.26,3,4,70,70,70,339,339,6255.13,80.1,325.1,185.82,16.1,0.121384,0.175972,0.147302,0.147425,0.012759,0.38344,0.0697,0.07,
0.26,3,5,70,70,70,301,301,5378.63,89.7,290.1,191.71,15.06,0.116919,0.183779,0.145632,0.145206,0.014121,0.38118,0.0696,0.07,
0.26,3,6,70,70,70,316,316,5854.1,79.8,306.2,179.8,15.46,0.10653,0.190356,0.145839,0.145212,0.015522,0.38135,0.0695,0.07,
0.26,3,7,70,70,70,308,308,6014.68,79.8,295.1,173.04,15.4,0.106448,0.180087,0.143654,0.142284,0.015715,0.37846,0.0691,0.07,
0.26,3,8,70,70,70,304,304,5385.87,90.1,290.1,189,15.06,0.115584,0.179111,0.143782,0.141106,0.01508,0.37868,0.0696,0.07,
0.26,3,9,70,70,70,293,293,5800.41,85.1,280.1,174.92,15.14,0.115286,0.178941,0.144865,0.14322,0.01315,0.38022,0.0696,0.07,
0.26,3.5,0,70,70,70,353,353,5915.65,79.8,342.5,174.55,16.17,0.117211,0.21314,0.149594,0.146214,0.01832,0.38609,0.0694,0.07,
0.26,3.5,1,70,70,70,311,311,5453.07,79.8,300.1,168.28,15.03,0.107469,0.188746,0.143745,0.143032,0.016325,0.37853,0.0692,0.07,
0.26,3.5,2,70,70,70,330,330,5373.71,79.8,320.1,180.82,15.09,0.103431,0.197021,0.145485,0.145347,0.017763,0.38072,0.0693,0.07,
0.26,3.5,3,70,70,70,374,374,5469.73,79.8,360.1,192.04,15.27,0.114026,0.184476,0.144071,0.142274,0.014083,0.37912,0.0694,0.07,
0.26,3.5,4,70,70,70,350,350,6255.13,84.2,340.1,195.8,16.26,0.122816,0.178097,0.148011,0.14835,0.01358,0.38432,0.0697,0.07,
0.26,3.5,5,70,70,70,340,340,5378.63,90.1,330.1,201.39,15.19,0.110241,0.18646,0.145259,0.145012,0.014433,0.38066,0.0694,0.07,
0.26,3.5,6,70,70,70,320,320,5854.1,79.8,310.1,189.57,15.53,0.104896,0.195939,0.145811,0.1455,0.016957,0.38121,0.0696,0.07,
0.26,3.5,7,70,70,70,326,326,6014.68,79.8,315.1,179.84,15.48,0.114984,0.183467,0.14557,0.14447,0.016495,0.38094,0.0694,0.07,
0.26,3.5,8,70,70,70,335,335,5385.87,100.1,327,202.66,15.18,0.114465,0.173712,0.143851,0.142037,0.014917,0.37877,0.0694,0.07,
0.26,3.5,9,70,70,70,296,296,5800.41,87.7,285.1,180.06,15.2,0.111985,0.18117,0.145094,0.14237,0.014749,0.38043,0.0696,0.07,
0.26,4,0,70,70,70,356,356,5915.65,79.8,345.1,178.69,16.47,0.117129,0.225972,0.149722,0.146108,0.019716,0.38616,0.0694,0.07,
0.26,4,1,70,70,70,311,311,5453.07,79.8,300.1,172.68,15.41,0.110113,0.18988,0.144406,0.144424,0.016218,0.37941,0.0694,0.07,
0.26,4,2,70,70,70,370,370,5373.71,79.8,360.1,189.74,15.45,0.100224,0.197924,0.145648,0.144875,0.018112,0.38091,0.0694,0.07,
0.26,4,3,70,70,70,379,379,5469.73,79.8,365.1,199.17,15.71,0.114085,0.179802,0.144367,0.14188,0.014968,0.37946,0.0695,0.07,
0.26,4,4,70,70,70,378,378,6255.13,87.8,364.7,201.57,16.79,0.120345,0.180149,0.148413,0.14821,0.014756,0.38477,0.0696,0.07,
0.26,4,5,70,70,70,345,345,5378.63,90.1,335.1,205.72,15.77,0.114894,0.191877,0.145495,0.145752,0.015218,0.38093,0.0694,0.07,
0.26,4,6,70,70,70,340,340,5854.1,79.8,330.1,196.31,16.16,0.113205,0.200026,0.146035,0.145548,0.017696,0.38146,0.0695,0.07,
0.26,4,7,70,70,70,331,331,6014.68,79.8,320.1,184.43,16.04,0.107175,0.187374,0.143561,0.140813,0.018289,0.37815,0.0689,0.07,
0.26,4,8,70,70,70,344,344,5385.87,100.1,335.1,210.2,15.94,0.112248,0.175184,0.144002,0.143022,0.015784,0.37892,0.0693,0.07,
0.26,4,9,70,70,70,301,301,5800.41,90.1,290.1,188.14,15.81,0.111826,0.181816,0.144207,0.142746,0.015163,0.37923,0.0694,0.07,
0.26,4.5,0,70,70,70,361,361,5915.65,80.1,350.1,181.69,16.45,0.118681,0.230625,0.149942,0.144841,0.019943,0.38643,0.0695,0.07,
0.26,4.5,1,70,70,70,320,320,5453.07,79.8,310.1,179.94,15.34,0.107074,0.189278,0.144794,0.145191,0.017947,0.37979,0.0695,0.07,
0.26,4.5,2,70,70,70,375,375,5373.71,79.8,365.1,196.73,15.45,0.102411,0.202523,0.144708,0.143027,0.019148,0.3796,0.0691,0.07,
0.26,4.5,3,70,70,70,379,379,5469.73,79.8,365.1,202.66,15.57,0.113453,0.202254,0.145085,0.142477,0.016625,0.3803,0.0696,0.07,
0.26,4.5,4,70,70,70,379,379,6255.13,92.8,365.1,209.08,16.63,0.091238,0.181763,0.148066,0.14957,0.017229,0.38413,0.0694,0.07,
0.26,4.5,5,70,70,70,345,345,5378.63,90.1,335.1,212.26,15.47,0.119055,0.17621,0.145693,0.143472,0.014944,0.3812,0.0695,0.07,
0.26,4.5,6,70,70,70,350,350,5854.1,79.8,340.1,203.03,15.89,0.104428,0.202894,0.14681,0.145151,0.018768,0.38239,0.0696,0.07,
0.26,4.5,7,70,70,70,332,332,6014.68,79.8,321.6,190.21,15.76,0.108428,0.19115,0.144296,0.143644,0.018774,0.37908,0.069,0.07,
0.26,4.5,8,70,70,70,345,345,5385.87,100.1,335.1,214.54,15.55,0.105633,0.179314,0.145235,0.143495,0.017134,0.38044,0.0695,0.07,
0.26,4.5,9,70,70,70,301,301,5800.41,90.1,290.1,192.03,15.61,0.110072,0.186334,0.145233,0.143176,0.015527,0.38056,0.0696,0.07,
0.26,5,0,70,70,70,361,361,5915.65,81.5,350.1,188.85,17.15,0.118123,0.235143,0.148914,0.145055,0.019169,0.38516,0.0694,0.07,
0.26,5,1,70,70,70,325,325,5453.07,79.8,315.1,183.86,15.96,0.108817,0.191476,0.143774,0.14261,0.01843,0.3784,0.0691,0.07,
0.26,5,2,70,70,70,380,380,5373.71,79.8,370.1,199.42,15.89,0.098404,0.203064,0.145816,0.145123,0.019674,0.38101,0.0693,0.07,
0.26,5,3,70,70,70,384,384,5469.73,80.1,370.1,206.09,16.34,0.110959,0.205935,0.144311,0.141431,0.017367,0.37923,0.0694,0.07,
0.26,5,4,70,70,70,381,381,6255.13,96.5,367.2,215.92,17.31,0.096022,0.182741,0.147901,0.149144,0.018463,0.38382,0.0693,0.07,
0.26,5,5,70,70,70,346,346,5378.63,90.1,336.4,217.81,16.09,0.11538,0.177871,0.144687,0.145126,0.014797,0.37988,0.0693,0.07,
0.26,5,6,70,70,70,358,358,5854.1,79.8,348.5,208.14,16.57,0.107624,0.204893,0.146417,0.146159,0.019235,0.38184,0.0694,0.07,
0.26,5,7,70,70,70,336,336,6014.68,79.8,325.1,193.44,16.44,0.107708,0.194244,0.145296,0.143556,0.019794,0.38032,0.0692,0.07,
0.26,5,8,70,70,70,350,350,5385.87,100.1,340.1,220.01,16.19,0.111527,0.182811,0.144736,0.142776,0.017442,0.37976,0.0694,0.07,
0.26,5,9,70,70,70,352,352,5800.41,90.1,340.1,196.54,16.11,0.11263,0.188025,0.144815,0.142732,0.015544,0.38001,0.0695,0.07,
0.26,5.5,0,70,70,70,362,362,5915.65,82.3,351.4,190.93,17.08,0.117805,0.239503,0.149317,0.145163,0.019504,0.38566,0.0694,0.07,
0.26,5.5,1,70,70,70,325,325,5453.07,80.1,315.1,186.8,15.94,0.099767,0.193989,0.14415,0.143585,0.019462,0.37881,0.0692,0.07,
0.26,5.5,2,70,70,70,380,380,5373.71,79.8,370.1,203.51,15.99,0.082556,0.199951,0.145716,0.144513,0.020557,0.38078,0.0692,0.07,
0.26,5.5,3,70,70,70,384,384,5469.73,80.1,370.1,209.49,16.29,0.111408,0.208808,0.143966,0.140668,0.018551,0.37868,0.0694,0.07,
0.26,5.5,4,70,70,70,384,384,6255.13,98.9,370.1,217.56,17.42,0.110932,0.184372,0.147766,0.148519,0.018345,0.38367,0.0693,0.07,
0.26,5.5,5,70,70,70,410,410,5378.63,90.1,400.1,229.07,16.34,0.115015,0.181728,0.143494,0.143416,0.015381,0.37827,0.0691,0.07,
0.26,5.5,6,70,70,70,364,364,5854.1,79.8,354.7,213.35,16.78,0.108883,0.208463,0.146174,0.144187,0.020034,0.38146,0.0693,0.07,
0.26,5.5,7,70,70,70,336,336,6014.68,79.8,325.2,194.52,16.28,0.100563,0.201838,0.14559,0.143654,0.020956,0.3806,0.0693,0.07,
0.26,5.5,8,70,70,70,415,415,5385.87,100.1,405.1,225.97,16.39,0.106202,0.185834,0.144686,0.142024,0.018327,0.37962,0.0694,0.07,
0.26,5.5,9,70,70,70,367,367,5800.41,90.1,355.3,201.4,16.13,0.11104,0.184248,0.144334,0.143063,0.015618,0.37937,0.0694,0.07,
0.26,6,0,70,70,70,378,378,5915.65,85.3,366.5,194.27,17.51,0.112574,0.191466,0.147797,0.144794,0.017021,0.38382,0.0692,0.07,
0.26,6,1,70,70,70,325,325,5453.07,80.1,315.1,189.38,16.38,0.098292,0.195748,0.14473,0.144838,0.020422,0.37948,0.0694,0.07,
0.26,6,2,70,70,70,380,380,5373.71,79.8,370.1,207.42,16.22,0.084986,0.206959,0.14529,0.145642,0.021936,0.38008,0.0692,0.07,
0.26,6,3,70,70,70,418,418,5469.73,80.1,405.1,213.54,16.68,0.110702,0.211125,0.142503,0.138101,0.019505,0.37667,0.0691,0.07,
0.26,6,4,70,70,70,384,384,6255.13,98.7,372.3,222,17.67,0.1103,0.185746,0.147359,0.148976,0.018421,0.38313,0.0692,0.07,
0.26,6,5,70,70,70,410,410,5378.63,90.1,400.1,231.14,16.58,0.106271,0.183114,0.143834,0.143575,0.016758,0.37862,0.0691,0.07,
0.26,6,6,70,70,70,369,369,5854.1,79.8,356.2,221.4,17.07,0.10299,0.210486,0.145778,0.143883,0.020913,0.38085,0.069,0.07,
0.26,6,7,70,70,70,341,341,6014.68,79.8,330.1,199.27,16.62,0.103025,0.203797,0.145473,0.142813,0.021549,0.3804,0.0693,0.07,
0.26,6,8,70,70,70,415,415,5385.87,100.2,405.1,228.25,16.65,0.109336,0.188258,0.144322,0.142322,0.01873,0.37911,0.0693,0.07,
0.26,6,9,70,70,70,412,412,5800.41,90.1,400.1,206.16,16.7,0.10515,0.186527,0.143735,0.143159,0.016712,0.3785,0.0692,0.07,
0.26,6.5,0,70,70,70,392,392,5915.65,85.1,380.1,199.53,16.82,0.113152,0.193831,0.14721,0.144299,0.017373,0.38303,0.0692,0.07,
0.26,6.5,1,70,70,70,326,326,5453.07,97.7,316.6,195.67,15.59,0.096386,0.196979,0.143182,0.142114,0.020527,0.37742,0.0692,0.07,
0.26,6.5,2,70,70,70,385,385,5373.71,79.8,375.1,208.76,15.51,0.089299,0.209169,0.14567,0.146378,0.021521,0.38064,0.0693,0.07,
0.26,6.5,3,70,70,70,423,423,5469.73,80.1,410.1,219.47,16.03,0.100357,0.212427,0.142672,0.139025,0.02027,0.37681,0.0689,0.07,
0.26,6.5,4,70,70,70,385,385,6255.13,97.8,375.1,223.79,17.01,0.111703,0.187169,0.147003,0.147251,0.018013,0.38269,0.0691,0.07,
0.26,6.5,5,70,70,70,410,410,5378.63,90.1,400.1,234.57,15.92,0.1014,0.184388,0.144282,0.143912,0.017566,0.37914,0.0692,0.07,
0.26,6.5,6,70,70,70,370,370,5854.1,79.8,360.1,223.34,16.4,0.105299,0.212819,0.145918,0.143422,0.02103,0.38104,0.069,0.07,
0.26,6.5,7,70,70,70,346,346,6014.68,79.8,335.1,199.48,16.01,0.102708,0.205601,0.144995,0.143892,0.022189,0.37971,0.0691,0.07,
0.26,6.5,8,70,70,70,420,420,5385.87,100.4,410.1,230.59,16.1,0.108668,0.190276,0.143852,0.141336,0.019117,0.37846,0.0692,0.07,
0.26,6.5,9,70,70,70,412,412,5800.41,90.1,400.1,207.83,15.99,0.097678,0.187242,0.143829,0.141764,0.017556,0.37856,0.0693,0.07,
0.26,7,0,70,70,70,392,392,5915.65,85.1,380.1,201.28,16.75,0.113513,0.193798,0.147038,0.145656,0.018312,0.38273,0.0691,0.07,
