I_U,T_INT,seed,nodes_measured,n_targets,total_assignments,sim_elapsed_s,total_survey_time_s,fleet_distance_m,conv_time_min_s,conv_time_max_s,conv_time_mean_s,wall_time_s,var_Ubar_min,var_Ubar_max,var_Ubar_mean,var_Ubar_median,var_Ubar_std,sigma_Ubar_mean,ci_rel_mean,ci_rel_max,error
0.26,5.5,0,70,70,70,173,173,5915.65,79.8,165,102.1,16.44,0.133923,0.678582,0.316911,0.311285,0.116967,0.55394,0.0999,0.1399,
0.26,5.5,1,70,70,70,202,202,5453.07,79.8,190,104.22,15.36,0.099767,0.685589,0.310861,0.27934,0.117206,0.54874,0.1019,0.14,
0.26,5.5,2,70,70,70,215,215,5373.71,79.8,206,105.38,15.07,0.11948,0.611575,0.328309,0.310774,0.118373,0.56368,0.1034,0.14,
0.26,5.5,3,70,70,70,172,172,5469.73,79.8,158.9,99.91,14.99,0.173056,0.63427,0.340969,0.329022,0.115063,0.5759,0.1068,0.14,
0.26,5.5,4,70,70,70,208,208,6255.13,79.8,195.1,105.19,16.19,0.110932,0.671101,0.337722,0.324739,0.11301,0.5729,0.1048,0.14,
0.26,5.5,5,70,70,70,187,187,5378.63,79.8,176.1,103.11,14.89,0.152911,0.738493,0.34717,0.351799,0.12007,0.58083,0.1076,0.14,
0.26,5.5,6,70,70,70,171,171,5854.1,79.8,158.7,99.12,15.39,0.12992,0.733012,0.338917,0.32931,0.127418,0.57234,0.1054,0.14,
0.26,5.5,7,70,70,70,178,178,6014.68,79.8,165.3,102.16,15.48,0.125304,0.613933,0.333611,0.328484,0.106854,0.56998,0.1044,0.138,
0.26,5.5,8,70,70,70,224,224,5385.87,79.8,214.1,108.15,14.92,0.151143,0.58111,0.345099,0.325931,0.104813,0.58072,0.1071,0.14,
0.26,5.5,9,70,70,70,182,182,5800.41,79.8,172.8,102.71,15.39,0.155529,0.570427,0.340067,0.310808,0.10596,0.57627,0.1078,0.14,
0.26,6,0,70,70,70,177,177,5915.65,79.8,168.8,104.47,16.83,0.128938,0.714497,0.319004,0.298421,0.121251,0.55523,0.1001,0.1399,
0.26,6,1,70,70,70,215,215,5453.07,79.8,202.6,107.15,15.78,0.098292,0.688412,0.308357,0.281612,0.119916,0.54578,0.1014,0.1398,
0.26,6,2,70,70,70,220,220,5373.71,79.8,210.9,107.24,15.46,0.123036,0.646231,0.332135,0.305308,0.126008,0.56628,0.1039,0.1397,
0.26,6,3,70,70,70,175,175,5469.73,79.8,161.8,103.9,15.48,0.177234,0.70296,0.332087,0.295554,0.122116,0.56724,0.105,0.1399,
0.26,6,4,70,70,70,213,213,6255.13,79.8,200.1,108.58,16.66,0.155365,0.673441,0.327339,0.306511,0.112207,0.56404,0.1034,0.14,
0.26,6,5,70,70,70,297,297,5378.63,79.8,286.1,109.65,15.53,0.129493,0.745098,0.348498,0.350472,0.132381,0.57986,0.1072,0.14,
0.26,6,6,70,70,70,174,174,5854.1,79.8,161.7,101.78,15.9,0.139329,0.724767,0.334843,0.316818,0.127285,0.56874,0.1046,0.14,
0.26,6,7,70,70,70,185,185,6014.68,79.8,172.8,106.7,16.06,0.127222,0.641156,0.326663,0.318972,0.112055,0.56329,0.1034,0.1399,
0.26,6,8,70,70,70,230,230,5385.87,79.8,220.3,112.58,15.45,0.144305,0.591352,0.343975,0.328942,0.101058,0.58018,0.1071,0.14,
0.26,6,9,70,70,70,185,185,5800.41,79.8,175.5,107.51,15.96,0.149065,0.642128,0.335999,0.299084,0.108013,0.57237,0.1072,0.14,
0.26,6.5,0,70,70,70,186,186,5915.65,79.8,173.5,106.61,16.91,0.121509,0.700368,0.330723,0.324319,0.121093,0.56546,0.1019,0.1385,
0.26,6.5,1,70,70,70,220,220,5453.07,79.8,207.6,111.51,15.62,0.096386,0.693141,0.302499,0.273065,0.123058,0.53966,0.1001,0.1399,
0.26,6.5,2,70,70,70,225,225,5373.71,79.8,215.5,107.98,15.44,0.126235,0.643749,0.341241,0.312179,0.127748,0.57415,0.1053,0.14,
0.26,6.5,3,70,70,70,177,177,5469.73,79.8,163.9,107.02,15.49,0.132695,0.714646,0.327689,0.298826,0.128444,0.5622,0.1038,0.1399,
0.26,6.5,4,70,70,70,213,213,6255.13,79.8,200.1,110.29,16.59,0.15394,0.635127,0.32547,0.300408,0.111291,0.56247,0.103,0.137,
0.26,6.5,5,70,70,70,302,302,5378.63,79.8,291.8,111.48,15.23,0.126069,0.748977,0.348083,0.327363,0.134684,0.57926,0.1071,0.14,
0.26,6.5,6,70,70,70,180,180,5854.1,79.8,168.9,104.44,15.74,0.145125,0.746828,0.333517,0.317407,0.128262,0.56754,0.1045,0.1399,
0.26,6.5,7,70,70,70,189,189,6014.68,79.8,177,107.92,15.83,0.129305,0.644721,0.334048,0.325269,0.120392,0.56878,0.1044,0.14,
0.26,6.5,8,70,70,70,233,233,5385.87,79.8,223.4,116.63,15.36,0.142891,0.609733,0.339625,0.322939,0.103473,0.57611,0.1064,0.14,
0.26,6.5,9,70,70,70,209,209,5800.41,79.8,197.3,111.17,15.8,0.141346,0.639443,0.326052,0.299612,0.111436,0.56301,0.1055,0.1399,
