I_U,T_INT,seed,nodes_completed,sim_duration_s,fleet_distance_m,conv_time_min_s,conv_time_max_s,conv_time_mean_s,wall_time_s,error
0.050,6.500,7,20,174.000,1654.850,32.500,163.400,75.810,8.150,
0.050,6.500,8,20,204.000,1480.540,32.500,194.600,85.370,7.950,
0.050,6.500,9,20,165.000,1774.270,32.500,154.200,81.100,8.320,
0.050,7.000,0,20,170.000,1732.260,35.000,158.500,73.060,8.210,
0.050,7.000,1,20,198.000,1919.030,36.700,188.200,106.540,8.390,
0.050,7.000,2,20,195.000,1760.080,35.000,183.900,76.110,9.460,
0.050,7.000,3,20,173.000,1931.230,35.300,164.500,87.380,8.470,
0.050,7.000,4,20,146.000,2035.200,35.000,134.800,81.240,8.530,
0.050,7.000,5,20,169.000,1835.090,35.600,156.300,94.930,8.370,
0.050,7.000,6,20,185.000,1941.750,35.000,175.700,91.650,9.330,
0.050,7.000,7,20,181.000,1654.850,35.000,170.600,88.520,7.920,
0.050,7.000,8,20,211.000,1480.540,35.000,201.200,91.070,7.830,
0.050,7.000,9,20,168.000,1774.270,35.000,157.600,90.520,8.060,
0.060,3.000,0,20,82.000,1732.260,16.200,71.000,35.120,8.000,
0.060,3.000,1,20,90.000,1919.030,15.000,77.200,39.080,7.980,
0.060,3.000,2,20,105.000,1760.080,15.000,93.900,39.990,9.500,
0.060,3.000,3,20,84.000,1931.230,15.000,73.100,43.520,8.470,
0.060,3.000,4,20,68.000,2035.200,15.100,56.700,35.320,8.510,
0.060,3.000,5,20,91.000,1835.090,16.500,79.600,44.260,8.240,
0.060,3.000,6,20,89.000,1941.750,15.000,76.200,44.060,9.080,
0.060,3.000,7,20,99.000,1654.850,15.700,89.400,38.370,7.820,
0.060,3.000,8,20,86.000,1480.540,15.900,76.900,40.590,8.070,
0.060,3.000,9,20,86.000,1774.270,17.900,75.200,42.060,8.340,
0.060,3.500,0,20,90.000,1732.260,18.100,78.400,39.330,8.350,
0.060,3.500,1,20,103.000,1919.030,19.100,92.100,48.580,8.990,
0.060,3.500,2,20,129.000,1760.080,17.500,117.600,48.060,10.510,
0.060,3.500,3,20,89.000,1931.230,17.500,78.200,48.860,8.730,
0.060,3.500,4,20,106.000,2035.200,17.500,97.200,42.770,9.350,
0.060,3.500,5,20,112.000,1835.090,17.500,101.300,52.140,8.670,
0.060,3.500,6,20,100.000,1941.750,17.500,87.800,51.340,10.070,
0.060,3.500,7,20,107.000,1654.850,19.000,97.200,42.720,9.030,
0.060,3.500,8,20,106.000,1480.540,21.900,95.900,49.050,8.110,
0.060,3.500,9,20,96.000,1774.270,19.200,85.600,47.120,9.110,
0.060,4.000,0,20,117.000,1732.260,20.100,105.300,45.350,10.030,
0.060,4.000,1,20,124.000,1919.030,21.700,111.400,59.730,10.890,
0.060,4.000,2,20,137.000,1760.080,22.500,125.900,53.830,11.990,
0.060,4.000,3,20,95.000,1931.230,20.000,84.500,53.420,10.420,
0.060,4.000,4,20,112.000,2035.200,20.100,104.000,45.120,10.720,
0.060,4.000,5,20,121.000,1835.090,20.000,111.000,60.210,10.150,
0.060,4.000,6,20,130.000,1941.750,20.000,120.500,58.950,11.580,
0.060,4.000,7,20,116.000,1654.850,20.000,105.600,50.570,9.870,
0.060,4.000,8,20,110.000,1480.540,21.200,100.900,52.540,9.630,
0.060,4.000,9,20,105.000,1774.270,20.000,94.500,53.560,10.210,
0.060,4.500,0,20,127.000,1732.260,22.500,115.100,51.290,10.040,
0.060,4.500,1,20,124.000,1919.030,22.500,113.700,59.230,10.150,
0.060,4.500,2,20,147.000,1760.080,24.200,135.700,58.670,11.180,
0.060,4.500,3,20,110.000,1931.230,22.500,97.400,60.510,10.020,
0.060,4.500,4,20,118.000,2035.200,22.500,109.800,50.000,10.170,
0.060,4.500,5,20,125.000,1835.090,22.500,114.500,65.700,9.810,
0.060,4.500,6,20,141.000,1941.750,22.500,131.500,63.220,11.360,
0.060,4.500,7,20,126.000,1654.850,22.500,115.700,55.470,9.420,
0.060,4.500,8,20,119.000,1480.540,22.500,109.100,53.890,9.250,
0.060,4.500,9,20,114.000,1774.270,22.500,103.400,59.590,9.850,
0.060,5.000,0,20,133.000,1732.260,25.000,121.900,55.770,10.080,
0.060,5.000,1,20,150.000,1919.030,25.000,137.400,78.160,10.250,
0.060,5.000,2,20,156.000,1760.080,26.600,144.200,63.250,12.160,
0.060,5.000,3,20,124.000,1931.230,25.000,111.600,64.500,10.430,
0.060,5.000,4,20,123.000,2035.200,25.000,114.900,56.960,10.460,
0.060,5.000,5,20,129.000,1835.090,25.200,118.200,73.810,10.180,
0.060,5.000,6,20,150.000,1941.750,25.000,140.100,68.440,11.790,
0.060,5.000,7,20,138.000,1654.850,25.000,127.500,61.790,9.930,
0.060,5.000,8,20,129.000,1480.540,25.000,118.400,61.130,9.780,
0.060,5.000,9,20,128.000,1774.270,25.000,118.200,67.870,10.190,
0.060,5.500,0,20,140.000,1732.260,27.500,128.800,60.030,11.480,
0.060,5.500,1,20,153.000,1919.030,27.600,140.800,85.650,12.840,
0.060,5.500,2,20,164.000,1760.080,29.200,152.700,69.690,14.140,
0.060,5.500,3,20,127.000,1931.230,27.600,115.600,71.710,12.230,
0.060,5.500,4,20,129.000,2035.200,27.500,120.200,61.640,12.650,
0.060,5.500,5,20,133.000,1835.090,28.100,122.200,80.770,12.150,
0.060,5.500,6,20,157.000,1941.750,27.500,147.800,71.660,13.570,
0.060,5.500,7,20,156.000,1654.850,27.500,146.000,67.060,11.810,
0.060,5.500,8,20,181.000,1480.540,27.700,171.600,70.440,11.390,
0.060,5.500,9,20,131.000,1774.270,30.700,122.000,71.530,12.200,
0.060,6.000,0,20,145.000,1732.260,30.000,133.700,65.870,12.180,
0.060,6.000,1,20,180.000,1919.030,30.400,168.800,91.040,12.390,
0.060,6.000,2,20,173.000,1760.080,31.600,161.200,70.550,14.190,
0.060,6.000,3,20,131.000,1931.230,30.000,118.100,70.330,12.320,
0.060,6.000,4,20,134.000,2035.200,30.000,125.100,67.410,12.400,
0.060,6.000,5,20,161.000,1835.090,30.100,149.400,86.200,12.160,
0.060,6.000,6,20,163.000,1941.750,30.000,153.800,79.310,13.720,
0.060,6.000,7,20,159.000,1654.850,30.000,149.000,71.400,12.080,
0.060,6.000,8,20,191.000,1480.540,30.000,181.400,78.130,11.380,
0.060,6.000,9,20,164.000,1774.270,32.600,153.400,77.380,12.320,
0.060,6.500,0,20,162.000,1732.260,32.500,150.200,69.740,12.030,
0.060,6.500,1,20,198.000,1919.030,33.100,188.700,102.160,12.750,
0.060,6.500,2,20,182.000,1760.080,34.000,170.900,73.740,14.200,
0.060,6.500,3,20,167.000,1931.230,32.500,158.900,79.440,12.450,
0.060,6.500,4,20,137.000,2035.200,32.500,128.500,78.170,13.030,
0.060,6.500,5,20,168.000,1835.090,33.200,156.100,89.710,12.340,
0.060,6.500,6,20,177.000,1941.750,32.500,167.900,86.060,13.690,
0.060,6.500,7,20,174.000,1654.850,32.500,163.400,76.080,11.860,
0.060,6.500,8,20,204.000,1480.540,32.500,194.600,86.840,11.470,
0.060,6.500,9,20,167.000,1774.270,32.500,156.900,82.770,12.120,
0.060,7.000,0,20,170.000,1732.260,35.000,158.500,73.820,12.540,
0.060,7.000,1,20,203.000,1919.030,36.800,193.900,108.840,12.270,
0.060,7.000,2,20,195.000,1760.080,35.000,183.900,77.900,14.070,
0.060,7.000,3,20,173.000,1931.230,35.300,164.500,89.840,12.630,
0.060,7.000,4,20,146.000,2035.200,35.000,134.800,84.050,12.420,
0.060,7.000,5,20,171.000,1835.090,35.600,159.000,96.120,11.870,
0.060,7.000,6,20,185.000,1941.750,35.300,175.700,92.290,13.820,
0.060,7.000,7,20,181.000,1654.850,35.000,170.600,88.880,11.800,
0.060,7.000,8,20,211.000,1480.540,35.000,201.200,92.830,11.200,
0.060,7.000,9,20,170.000,1774.270,35.000,159.400,91.450,12.000,
0.070,3.000,0,20,82.000,1732.260,16.200,71.000,36.880,11.770,
0.070,3.000,1,20,95.000,1919.030,15.000,83.000,40.860,12.230,
0.070,3.000,2,20,133.000,1760.080,15.200,121.200,41.520,13.600,
0.070,3.000,3,20,88.000,1931.230,15.000,77.000,44.550,12.000,
0.070,3.000,4,20,76.000,2035.200,15.200,64.400,35.950,12.310,
0.070,3.000,5,20,98.000,1835.090,16.500,85.700,45.390,11.620,
0.070,3.000,6,20,96.000,1941.750,15.000,83.100,44.720,13.270,
0.070,3.000,7,20,108.000,1654.850,16.100,98.700,39.070,11.380,
0.070,3.000,8,20,103.000,1480.540,15.900,92.700,42.460,11.180,
0.070,3.000,9,20,89.000,1774.270,18.000,78.800,42.630,11.900,
0.070,3.500,0,20,90.000,1732.260,18.200,78.400,39.810,11.870,
0.070,3.500,1,20,114.000,1919.030,19.200,103.800,49.720,12.240,
0.070,3.500,2,20,144.000,1760.080,17.700,132.800,49.000,13.760,
0.070,3.500,3,20,93.000,1931.230,17.500,80.400,49.380,12.380,
0.070,3.500,4,20,114.000,2035.200,17.500,106.000,43.390,12.420,
0.070,3.500,5,20,115.000,1835.090,17.500,104.300,54.960,11.630,
0.070,3.500,6,20,141.000,1941.750,17.500,131.800,56.640,13.680,
0.070,3.500,7,20,115.000,1654.850,19.100,106.000,44.980,11.750,
0.070,3.500,8,20,107.000,1480.540,22.200,96.900,50.000,10.880,
0.070,3.500,9,20,100.000,1774.270,19.400,89.200,48.010,11.600,
0.070,4.000,0,20,122.000,1732.260,20.100,110.900,47.770,11.800,
0.070,4.000,1,20,145.000,1919.030,21.800,132.300,63.010,12.480,
0.070,4.000,2,20,156.000,1760.080,22.700,144.400,54.960,13.540,
0.070,4.000,3,20,99.000,1931.230,20.000,86.500,54.860,12.280,
0.070,4.000,4,20,120.000,2035.200,20.100,111.100,45.860,12.160,
0.070,4.000,5,20,123.000,1835.090,20.000,112.500,60.810,12.010,
0.070,4.000,6,20,150.000,1941.750,20.000,140.200,60.610,13.160,
0.070,4.000,7,20,124.000,1654.850,20.000,114.000,51.870,11.380,
0.070,4.000,8,20,112.000,1480.540,24.600,101.500,56.080,11.070,
0.070,4.000,9,20,107.000,1774.270,20.000,96.200,53.960,11.830,
0.070,4.500,0,20,128.000,1732.260,22.500,116.700,51.580,11.510,
0.070,4.500,1,20,136.000,1919.030,22.500,123.600,62.060,12.670,
0.070,4.500,2,20,165.000,1760.080,24.300,153.500,60.750,14.010,
0.070,4.500,3,20,122.000,1931.230,22.500,109.800,62.200,12.300,
0.070,4.500,4,20,124.000,2035.200,22.500,115.300,51.940,12.440,
0.070,4.500,5,20,126.000,1835.090,22.500,115.700,67.780,11.820,
0.070,4.500,6,20,158.000,1941.750,22.500,148.200,64.290,13.490,
0.070,4.500,7,20,139.000,1654.850,22.500,128.500,59.730,11.870,
0.070,4.500,8,20,127.000,1480.540,22.500,116.100,54.980,11.130,
0.070,4.500,9,20,114.000,1774.270,22.500,103.700,61.360,11.940,
0.070,5.000,0,20,133.000,1732.260,25.100,121.900,56.050,12.110,
0.070,5.000,1,20,179.000,1919.030,25.000,167.600,82.650,12.180,
0.070,5.000,2,20,173.000,1760.080,26.600,161.600,65.100,13.790,
0.070,5.000,3,20,125.000,1931.230,25.000,112.700,65.990,12.290,
0.070,5.000,4,20,128.000,2035.200,25.000,119.100,57.340,12.200,
0.070,5.000,5,20,131.000,1835.090,25.200,120.700,74.980,11.750,
0.070,5.000,6,20,174.000,1941.750,25.000,164.600,69.860,13.650,
0.070,5.000,7,20,155.000,1654.850,25.000,144.900,63.770,11.310,
0.070,5.000,8,20,142.000,1480.540,25.100,131.400,65.030,10.810,
0.070,5.000,9,20,129.000,1774.270,25.000,119.300,68.420,11.870,
0.070,5.500,0,20,140.000,1732.260,27.600,128.800,63.450,11.740,
0.070,5.500,1,20,187.000,1919.030,27.600,176.200,94.140,12.640,
0.070,5.500,2,20,186.000,1760.080,29.300,174.300,71.700,14.150,
0.070,5.500,3,20,129.000,1931.230,27.600,116.900,72.590,12.190,
0.070,5.500,4,20,131.000,2035.200,27.500,122.200,61.980,12.550,
0.070,5.500,5,20,165.000,1835.090,28.100,153.500,84.850,11.970,
0.070,5.500,6,20,184.000,1941.750,27.500,174.600,73.740,13.660,
0.070,5.500,7,20,158.000,1654.850,27.500,148.000,67.730,11.600,
0.070,5.500,8,20,207.000,1480.540,27.700,197.400,73.330,11.230,
0.070,5.500,9,20,132.000,1774.270,30.700,123.000,71.850,11.910,
0.070,6.000,0,20,145.000,1732.260,30.100,133.700,66.300,11.790,
0.070,6.000,1,20,198.000,1919.030,30.500,186.800,96.870,12.370,
0.070,6.000,2,20,229.000,1760.080,31.700,217.800,73.910,13.750,
0.070,6.000,3,20,132.000,1931.230,30.000,119.400,70.840,12.100,
0.070,6.000,4,20,134.000,2035.200,30.000,125.100,67.680,12.330,
0.070,6.000,5,20,168.000,1835.090,30.500,156.100,87.440,11.990,
0.070,6.000,6,20,190.000,1941.750,30.000,180.400,81.220,13.520,
0.070,6.000,7,20,174.000,1654.850,30.000,163.400,72.730,11.700,
0.070,6.000,8,20,219.000,1480.540,30.200,209.500,83.590,11.250,
0.070,6.000,9,20,166.000,1774.270,32.800,155.100,79.420,11.760,
0.070,6.500,0,20,162.000,1732.260,32.500,150.200,70.600,11.750,
0.070,6.500,1,20,214.000,1919.030,33.200,202.200,106.590,12.480,
0.070,6.500,2,20,251.000,1760.080,34.000,240.000,77.980,13.980,
0.070,6.500,3,20,169.000,1931.230,32.500,160.200,82.160,12.440,
0.070,6.500,4,20,137.000,2035.200,32.500,128.500,80.450,12.380,
0.070,6.500,5,20,170.000,1835.090,33.200,158.800,91.740,11.850,
0.070,6.500,6,20,199.000,1941.750,32.800,189.900,87.410,13.520,
0.070,6.500,7,20,179.000,1654.850,32.500,168.900,76.620,11.550,
0.070,6.500,8,20,250.000,1480.540,32.700,239.900,94.710,11.200,
0.070,6.500,9,20,169.000,1774.270,32.500,158.100,83.350,11.830,
0.070,7.000,0,20,170.000,1732.260,35.000,158.500,75.910,11.850,
0.070,7.000,1,20,221.000,1919.030,37.000,209.200,113.950,12.260,
0.070,7.000,2,20,251.000,1760.080,35.000,240.000,81.150,13.330,
0.070,7.000,3,20,174.000,1931.230,36.700,165.200,91.440,12.050,
0.070,7.000,4,20,146.000,2035.200,35.000,134.800,84.380,12.170,
0.070,7.000,5,20,173.000,1835.090,35.600,161.000,97.580,11.760,
0.070,7.000,6,20,249.000,1941.750,35.300,240.000,96.230,13.320,
0.070,7.000,7,20,185.000,1654.850,35.000,174.600,89.770,11.490,
0.070,7.000,8,20,250.000,1480.540,35.000,240.000,97.880,11.230,
0.070,7.000,9,20,171.000,1774.270,35.100,160.600,92.620,11.740,
0.080,3.000,0,20,116.000,1732.260,16.300,104.900,39.850,11.660,
0.080,3.000,1,20,105.000,1919.030,15.000,93.000,43.250,11.640,
0.080,3.000,2,20,148.000,1760.080,15.200,136.500,46.640,13.090,
0.080,3.000,3,20,111.000,1931.230,15.000,98.700,47.840,11.740,
0.080,3.000,4,20,119.000,2035.200,15.200,110.200,39.240,11.550,
0.080,3.000,5,20,109.000,1835.090,16.500,98.500,49.830,11.280,
0.080,3.000,6,20,145.000,1941.750,15.000,135.400,53.760,13.010,
0.080,3.000,7,20,119.000,1654.850,18.100,109.900,42.080,10.740,
0.080,3.000,8,20,109.000,1480.540,16.000,98.700,44.070,10.680,
0.080,3.000,9,20,103.000,1774.270,18.100,92.300,45.800,11.820,
0.080,3.500,0,20,127.000,1732.260,18.200,115.400,44.050,11.560,
0.080,3.500,1,20,125.000,1919.030,19.200,115.000,52.550,10.800,
0.080,3.500,2,20,161.000,1760.080,17.700,149.200,53.690,12.280,
0.080,3.500,3,20,116.000,1931.230,17.500,103.400,54.210,10.770,
0.080,3.500,4,20,125.000,2035.200,17.500,117.000,44.450,11.320,
0.080,3.500,5,20,125.000,1835.090,17.500,114.900,59.340,10.970,
0.080,3.500,6,20,156.000,1941.750,17.500,146.400,61.990,12.370,
0.080,3.500,7,20,134.000,1654.850,19.200,124.300,46.870,10.420,
0.080,3.500,8,20,117.000,1480.540,22.300,106.200,52.130,9.980,
0.080,3.500,9,20,113.000,1774.270,19.500,102.400,53.310,10.500,
0.080,4.000,0,20,134.000,1732.260,20.100,122.200,50.950,10.730,
0.080,4.000,1,20,156.000,1919.030,21.900,144.000,66.860,10.880,
0.080,4.000,2,20,171.000,1760.080,22.900,159.800,60.150,12.460,
0.080,4.000,3,20,121.000,1931.230,20.000,108.300,59.020,11.050,
0.080,4.000,4,20,132.000,2035.200,20.100,123.100,46.700,10.920,
0.080,4.000,5,20,142.000,1835.090,20.000,131.300,68.120,10.700,
0.080,4.000,6,20,175.000,1941.750,20.100,165.600,65.690,12.040,
0.080,4.000,7,20,150.000,1654.850,20.000,139.400,54.840,10.470,
0.080,4.000,8,20,191.000,1480.540,24.800,181.400,62.180,10.130,
0.080,4.000,9,20,127.000,1774.270,20.000,117.300,57.370,10.680,
0.080,4.500,0,20,141.000,1732.260,22.600,129.400,54.250,10.400,
0.080,4.500,1,20,173.000,1919.030,22.500,160.700,71.460,9.160,
0.080,4.500,2,20,187.000,1760.080,24.400,175.300,64.560,9.740,
0.080,4.500,3,20,124.000,1931.230,22.600,111.400,63.860,9.010,
0.080,4.500,4,20,139.000,2035.200,22.500,130.200,54.620,8.930,
0.080,4.500,5,20,150.000,1835.090,22.500,139.100,74.480,8.490,
0.080,4.500,6,20,186.000,1941.750,22.500,176.600,70.720,9.690,
0.080,4.500,7,20,159.000,1654.850,22.500,148.800,62.700,8.430,
0.080,4.500,8,20,208.000,1480.540,22.500,198.600,62.890,7.960,
0.080,4.500,9,20,133.000,1774.270,22.500,123.900,66.340,8.300,
0.080,5.000,0,20,158.000,1732.260,25.100,146.300,59.380,8.030,
0.080,5.000,1,20,209.000,1919.030,25.100,197.500,94.610,8.290,
0.080,5.000,2,20,202.000,1760.080,26.700,190.700,69.600,9.190,
0.080,5.000,3,20,139.000,1931.230,25.000,128.600,68.810,8.110,
0.080,5.000,4,20,143.000,2035.200,25.000,135.000,58.750,8.290,
0.080,5.000,5,20,163.000,1835.090,25.200,152.600,83.450,8.130,
0.080,5.000,6,20,199.000,1941.750,25.000,189.800,75.810,8.940,
0.080,5.000,7,20,177.000,1654.850,25.000,166.400,66.050,7.700,
0.080,5.000,8,20,223.000,1480.540,25.200,213.800,74.170,7.280,
0.080,5.000,9,20,160.000,1774.270,28.700,149.400,76.410,7.880,
0.080,5.500,0,20,168.000,1732.260,27.600,156.200,65.220,8.040,
0.080,5.500,1,20,220.000,1919.030,27.900,208.600,101.760,8.020,
0.080,5.500,2,20,251.000,1760.080,29.900,240.000,76.430,9.180,
0.080,5.500,3,20,142.000,1931.230,28.800,131.900,76.780,8.290,
0.080,5.500,4,20,152.000,2035.200,27.500,143.100,66.520,8.010,
0.080,5.500,5,20,170.000,1835.090,28.100,158.400,90.030,7.980,
0.080,5.500,6,20,244.000,1941.750,27.500,234.700,84.050,9.230,
0.080,5.500,7,20,185.000,1654.850,27.500,174.700,70.190,7.760,
0.080,5.500,8,20,232.000,1480.540,27.800,222.200,84.670,7.570,
0.080,5.500,9,20,164.000,1774.270,30.800,153.800,79.520,8.080,
0.080,6.000,0,20,172.000,1732.260,30.100,160.700,68.830,7.910,
0.080,6.000,1,20,228.000,1919.030,30.500,216.200,108.640,8.320,
0.080,6.000,2,20,251.000,1760.080,31.700,240.000,76.660,9.530,
0.080,6.000,3,20,145.000,1931.230,30.000,134.200,74.440,8.120,
0.080,6.000,4,20,154.000,2035.200,30.000,145.800,73.230,8.470,
0.080,6.000,5,20,176.000,1835.090,30.600,164.600,96.560,7.960,
0.080,6.000,6,20,249.000,1941.750,30.000,240.000,88.410,8.990,
0.080,6.000,7,20,193.000,1654.850,30.000,182.200,75.160,7.920,
0.080,6.000,8,20,250.000,1480.540,30.300,240.000,95.160,7.540,
0.080,6.000,9,20,170.000,1774.270,32.900,159.900,83.210,7.690,
0.080,6.500,0,20,176.000,1732.260,32.500,164.200,72.930,8.050,
0.080,6.500,1,20,246.000,1919.030,33.300,234.200,116.390,8.250,
0.080,6.500,2,20,251.000,1760.080,34.100,240.000,84.780,9.600,
0.080,6.500,3,20,187.000,1931.230,32.800,178.100,87.930,8.340,
0.080,6.500,4,20,157.000,2035.200,32.500,148.900,84.880,8.500,
0.080,6.500,5,20,196.000,1835.090,33.200,185.200,101.660,8.100,
0.080,6.500,6,20,249.000,1941.750,32.800,240.000,93.300,8.860,
0.080,6.500,7,20,204.000,1654.850,32.500,193.800,80.330,7.910,
0.080,6.500,8,20,250.000,1480.540,32.700,240.000,98.790,7.820,
0.080,6.500,9,20,176.000,1774.270,32.500,165.500,88.420,7.940,
0.080,7.000,0,20,179.000,1732.260,35.000,167.800,78.380,8.170,
0.080,7.000,1,20,251.000,1919.030,37.100,240.000,126.580,8.590,
0.080,7.000,2,20,252.000,1760.080,36.500,240.000,88.800,9.410,
0.080,7.000,3,20,191.000,1931.230,37.000,183.000,96.390,8.250,
0.080,7.000,4,20,190.000,2035.200,35.000,178.000,90.290,8.390,
0.080,7.000,5,20,199.000,1835.090,35.700,189.000,109.000,7.950,
0.080,7.000,6,20,249.000,1941.750,35.400,240.000,98.630,9.180,
0.080,7.000,7,20,214.000,1654.850,35.000,203.500,92.530,7.790,
0.080,7.000,8,20,250.000,1480.540,35.000,240.000,101.200,7.880,
0.080,7.000,9,20,182.000,1774.270,35.100,171.900,96.170,8.060,
0.090,3.000,0,20,129.000,1732.260,16.300,117.200,43.230,8.110,
0.090,3.000,1,20,118.000,1919.030,15.000,105.300,47.330,8.020,
0.090,3.000,2,20,162.000,1760.080,15.200,150.600,53.210,9.330,
0.090,3.000,3,20,117.000,1931.230,15.000,106.500,56.770,8.290,
