I_U,T_INT,seed,nodes_completed,sim_duration_s,fleet_distance_m,conv_time_min_s,conv_time_max_s,conv_time_mean_s,wall_time_s,error
0.050,4.000,5,20,83.000,1835.090,20.000,71.000,31.060,9.510,
0.050,4.000,6,20,86.000,1941.750,20.000,73.500,35.160,11.220,
0.050,4.000,7,20,96.000,1654.850,20.000,86.800,30.490,9.320,
0.050,4.000,8,20,58.000,1480.540,20.000,46.400,28.060,9.160,
0.050,4.000,9,20,69.000,1774.270,20.000,56.100,29.800,10.140,
0.050,4.500,0,20,81.000,1732.260,22.500,69.900,29.930,9.750,
0.050,4.500,1,20,93.000,1919.030,22.500,80.800,36.580,9.970,
0.050,4.500,2,20,129.000,1760.080,22.500,117.600,34.520,10.970,
0.050,4.500,3,20,79.000,1931.230,22.500,68.500,36.390,9.980,
0.050,4.500,4,20,66.000,2035.200,22.500,52.300,31.250,9.810,
0.050,4.500,5,20,87.000,1835.090,22.500,74.800,38.520,9.710,
0.050,4.500,6,20,95.000,1941.750,22.500,82.200,40.510,10.740,
0.050,4.500,7,20,101.000,1654.850,22.500,91.900,32.640,9.070,
0.050,4.500,8,20,59.000,1480.540,22.500,48.000,30.430,8.580,
0.050,4.500,9,20,72.000,1774.270,22.500,60.900,32.360,9.340,
0.050,5.000,0,20,85.000,1732.260,25.000,73.600,35.410,8.920,
0.050,5.000,1,20,112.000,1919.030,25.000,100.000,43.670,8.980,
0.050,5.000,2,20,135.000,1760.080,25.000,123.500,39.550,10.300,
0.050,5.000,3,20,83.000,1931.230,25.000,71.900,38.720,8.890,
0.050,5.000,4,20,68.000,2035.200,25.000,54.700,33.080,9.150,
0.050,5.000,5,20,92.000,1835.090,25.000,79.500,40.880,8.870,
0.050,5.000,6,20,101.000,1941.750,25.000,89.000,43.290,10.100,
0.050,5.000,7,20,105.000,1654.850,25.000,95.900,36.350,8.490,
0.050,5.000,8,20,61.000,1480.540,25.000,49.600,32.120,8.100,
0.050,5.000,9,20,96.000,1774.270,25.000,85.500,36.700,8.830,
0.050,5.500,0,20,89.000,1732.260,27.500,77.800,38.790,8.900,
0.050,5.500,1,20,118.000,1919.030,27.500,105.600,48.080,9.100,
0.050,5.500,2,20,142.000,1760.080,27.500,130.600,42.390,10.640,
0.050,5.500,3,20,88.000,1931.230,27.500,75.200,42.100,9.190,
0.050,5.500,4,20,70.000,2035.200,27.500,58.900,36.770,8.930,
0.050,5.500,5,20,101.000,1835.090,27.500,88.200,47.660,8.830,
0.050,5.500,6,20,107.000,1941.750,27.500,94.800,45.520,9.680,
0.050,5.500,7,20,110.000,1654.850,27.500,100.300,40.340,8.870,
0.050,5.500,8,20,104.000,1480.540,27.500,93.400,37.770,8.400,
0.050,5.500,9,20,103.000,1774.270,27.500,92.200,39.010,8.830,
0.050,6.000,0,20,90.000,1732.260,30.000,78.600,41.070,8.810,
0.050,6.000,1,20,123.000,1919.030,30.000,111.000,56.010,9.280,
0.050,6.000,2,20,149.000,1760.080,30.000,137.100,45.760,10.670,
0.050,6.000,3,20,93.000,1931.230,30.000,80.100,44.640,9.310,
0.050,6.000,4,20,72.000,2035.200,30.000,60.500,39.840,9.240,
0.050,6.000,5,20,112.000,1835.090,30.000,100.100,52.660,8.670,
0.050,6.000,6,20,113.000,1941.750,30.000,100.700,48.800,10.430,
0.050,6.000,7,20,115.000,1654.850,30.000,105.400,43.160,8.050,
0.050,6.000,8,20,110.000,1480.540,30.000,100.300,44.250,8.360,
0.050,6.000,9,20,107.000,1774.270,30.000,97.000,45.800,8.640,
0.050,6.500,0,20,124.000,1732.260,32.500,112.500,45.680,8.550,
0.050,6.500,1,20,127.000,1919.030,32.500,116.200,58.210,8.740,
0.050,6.500,2,20,154.000,1760.080,32.500,142.800,48.460,10.710,
0.050,6.500,3,20,96.000,1931.230,32.500,83.400,47.900,8.980,
0.050,6.500,4,20,75.000,2035.200,32.500,62.200,42.580,9.380,
0.050,6.500,5,20,117.000,1835.090,32.500,105.400,56.600,9.010,
0.050,6.500,6,20,117.000,1941.750,32.500,104.700,51.650,10.310,
0.050,6.500,7,20,119.000,1654.850,32.500,109.400,45.190,8.480,
0.050,6.500,8,20,116.000,1480.540,32.500,105.700,47.560,8.560,
0.050,6.500,9,20,114.000,1774.270,32.500,103.300,50.420,9.070,
0.050,7.000,0,20,129.000,1732.260,35.000,117.100,48.370,9.000,
0.050,7.000,1,20,134.000,1919.030,35.000,123.200,60.550,9.290,
0.050,7.000,2,20,160.000,1760.080,35.000,148.100,51.500,10.100,
0.050,7.000,3,20,99.000,1931.230,35.000,86.800,49.750,9.400,
0.050,7.000,4,20,115.000,2035.200,35.000,106.300,48.730,9.220,
0.050,7.000,5,20,122.000,1835.090,35.000,110.500,58.890,8.820,
0.050,7.000,6,20,147.000,1941.750,35.000,137.200,56.560,10.310,
0.050,7.000,7,20,123.000,1654.850,35.000,113.600,47.140,8.700,
0.050,7.000,8,20,120.000,1480.540,35.000,110.300,50.270,7.980,
0.050,7.000,9,20,119.000,1774.270,35.000,108.200,52.760,9.080,
0.060,3.000,0,20,52.000,1732.260,15.000,40.500,21.410,9.110,
0.060,3.000,1,20,86.000,1919.030,15.000,73.200,27.450,9.270,
0.060,3.000,2,20,105.000,1760.080,15.000,93.900,25.890,10.230,
0.060,3.000,3,20,78.000,1931.230,15.000,67.400,28.210,8.870,
0.060,3.000,4,20,54.000,2035.200,15.000,42.700,22.270,9.530,
0.060,3.000,5,20,81.000,1835.090,15.000,68.400,22.210,8.750,
0.060,3.000,6,20,74.000,1941.750,15.000,63.000,27.730,9.990,
0.060,3.000,7,20,97.000,1654.850,15.000,87.900,25.290,8.700,
0.060,3.000,8,20,44.000,1480.540,15.000,34.200,18.740,8.560,
0.060,3.000,9,20,66.000,1774.270,15.000,53.700,24.400,8.860,
0.060,3.500,0,20,55.000,1732.260,17.500,43.200,23.690,9.050,
0.060,3.500,1,20,92.000,1919.030,17.500,79.700,31.660,9.340,
0.060,3.500,2,20,129.000,1760.080,17.500,117.600,29.400,10.020,
0.060,3.500,3,20,81.000,1931.230,17.500,70.600,31.560,9.130,
0.060,3.500,4,20,56.000,2035.200,17.500,45.000,24.730,9.250,
0.060,3.500,5,20,86.000,1835.090,17.500,73.200,25.680,9.090,
0.060,3.500,6,20,90.000,1941.750,17.500,77.300,33.490,10.500,
0.060,3.500,7,20,104.000,1654.850,17.500,94.400,29.160,8.680,
0.060,3.500,8,20,47.000,1480.540,17.500,37.300,24.290,8.320,
0.060,3.500,9,20,70.000,1774.270,17.500,57.300,27.010,8.830,
0.060,4.000,0,20,73.000,1732.260,20.000,64.000,26.880,9.250,
0.060,4.000,1,20,99.000,1919.030,20.000,86.800,35.520,9.060,
0.060,4.000,2,20,137.000,1760.080,20.000,125.900,33.050,9.900,
0.060,4.000,3,20,83.000,1931.230,20.000,72.700,33.860,9.260,
0.060,4.000,4,20,62.000,2035.200,20.000,49.000,28.800,9.440,
0.060,4.000,5,20,92.000,1835.090,20.000,79.300,31.690,8.630,
0.060,4.000,6,20,99.000,1941.750,20.000,86.800,36.720,9.890,
0.060,4.000,7,20,109.000,1654.850,20.000,99.500,31.280,8.740,
0.060,4.000,8,20,58.000,1480.540,20.000,46.400,28.060,8.700,
0.060,4.000,9,20,72.000,1774.270,20.000,59.500,30.180,9.100,
0.060,4.500,0,20,81.000,1732.260,22.500,69.900,30.260,9.070,
0.060,4.500,1,20,105.000,1919.030,22.500,92.800,38.000,9.580,
0.060,4.500,2,20,147.000,1760.080,22.500,135.700,35.440,10.050,
0.060,4.500,3,20,85.000,1931.230,22.500,74.300,36.730,8.940,
0.060,4.500,4,20,66.000,2035.200,22.500,52.300,31.300,9.310,
0.060,4.500,5,20,101.000,1835.090,22.500,88.100,41.030,8.580,
0.060,4.500,6,20,105.000,1941.750,22.500,93.000,41.490,10.120,
0.060,4.500,7,20,114.000,1654.850,22.500,104.800,33.400,8.520,
0.060,4.500,8,20,59.000,1480.540,22.500,48.000,30.430,8.480,
0.060,4.500,9,20,74.000,1774.270,22.500,62.500,32.530,8.930,
0.060,5.000,0,20,85.000,1732.260,25.000,73.600,35.580,9.300,
0.060,5.000,1,20,128.000,1919.030,25.000,115.900,45.830,9.460,
0.060,5.000,2,20,156.000,1760.080,25.000,144.200,40.600,10.620,
0.060,5.000,3,20,91.000,1931.230,25.000,78.300,40.410,9.300,
0.060,5.000,4,20,68.000,2035.200,25.000,54.700,33.290,9.210,
0.060,5.000,5,20,103.000,1835.090,25.000,90.600,43.280,8.770,
0.060,5.000,6,20,111.000,1941.750,25.000,98.700,44.020,9.900,
0.060,5.000,7,20,119.000,1654.850,25.000,109.100,37.190,8.830,
0.060,5.000,8,20,61.000,1480.540,25.000,49.600,32.120,8.150,
0.060,5.000,9,20,105.000,1774.270,25.000,95.000,37.230,8.750,
0.060,5.500,0,20,89.000,1732.260,27.500,77.800,38.890,8.920,
0.060,5.500,1,20,134.000,1919.030,27.500,121.900,50.950,8.960,
0.060,5.500,2,20,163.000,1760.080,27.500,151.100,43.450,10.620,
0.060,5.500,3,20,93.000,1931.230,27.500,80.600,42.470,9.320,
0.060,5.500,4,20,70.000,2035.200,27.500,58.900,37.530,9.460,
0.060,5.500,5,20,116.000,1835.090,27.500,105.200,49.220,8.870,
0.060,5.500,6,20,115.000,1941.750,27.500,103.000,46.120,10.060,
0.060,5.500,7,20,124.000,1654.850,27.500,114.400,41.410,8.530,
0.060,5.500,8,20,115.000,1480.540,27.500,104.300,38.330,8.090,
0.060,5.500,9,20,111.000,1774.270,27.500,100.200,39.440,9.030,
0.060,6.000,0,20,90.000,1732.260,30.000,78.600,41.230,8.950,
0.060,6.000,1,20,147.000,1919.030,30.000,134.700,58.900,9.230,
0.060,6.000,2,20,169.000,1760.080,30.000,157.200,46.790,10.770,
0.060,6.000,3,20,95.000,1931.230,30.000,82.100,44.740,9.020,
0.060,6.000,4,20,72.000,2035.200,30.000,60.500,40.020,9.260,
0.060,6.000,5,20,126.000,1835.090,30.000,115.300,55.760,9.050,
0.060,6.000,6,20,158.000,1941.750,30.000,148.600,53.660,10.010,
0.060,6.000,7,20,130.000,1654.850,30.000,120.800,43.930,8.600,
0.060,6.000,8,20,128.000,1480.540,30.000,117.300,45.410,8.440,
0.060,6.000,9,20,116.000,1774.270,30.000,105.100,46.720,8.910,
0.060,6.500,0,20,131.000,1732.260,32.500,119.200,46.210,8.800,
0.060,6.500,1,20,151.000,1919.030,32.500,138.600,61.530,9.480,
0.060,6.500,2,20,175.000,1760.080,32.500,163.100,49.510,10.130,
0.060,6.500,3,20,96.000,1931.230,32.500,83.800,47.980,9.500,
0.060,6.500,4,20,75.000,2035.200,32.500,62.200,42.630,9.040,
0.060,6.500,5,20,129.000,1835.090,32.500,118.900,58.480,9.130,
0.060,6.500,6,20,163.000,1941.750,32.500,153.400,55.980,10.250,
0.060,6.500,7,20,133.000,1654.850,32.500,124.000,45.920,8.670,
0.060,6.500,8,20,142.000,1480.540,32.500,131.700,49.020,8.050,
0.060,6.500,9,20,128.000,1774.270,32.500,118.300,52.510,9.020,
0.060,7.000,0,20,133.000,1732.260,35.000,121.700,48.860,9.200,
0.060,7.000,1,20,154.000,1919.030,35.000,141.200,63.610,9.420,
0.060,7.000,2,20,185.000,1760.080,35.000,173.300,52.790,10.210,
0.060,7.000,3,20,109.000,1931.230,35.000,97.000,50.400,9.330,
0.060,7.000,4,20,123.000,2035.200,35.000,114.300,49.290,9.600,
0.060,7.000,5,20,132.000,1835.090,35.000,121.600,60.660,8.880,
0.060,7.000,6,20,177.000,1941.750,35.000,167.200,58.410,10.160,
0.060,7.000,7,20,138.000,1654.850,35.000,128.600,48.120,8.690,
0.060,7.000,8,20,147.000,1480.540,35.000,136.700,51.830,8.030,
0.060,7.000,9,20,131.000,1774.270,35.000,121.400,54.560,9.190,
0.070,3.000,0,20,74.000,1732.260,15.000,64.700,23.280,9.110,
0.070,3.000,1,20,95.000,1919.030,15.000,83.000,30.530,9.060,
0.070,3.000,2,20,133.000,1760.080,15.000,121.200,28.710,9.820,
0.070,3.000,3,20,88.000,1931.230,15.000,77.000,32.130,9.250,
0.070,3.000,4,20,64.000,2035.200,15.000,52.200,24.030,9.130,
0.070,3.000,5,20,98.000,1835.090,15.000,85.700,25.460,8.810,
0.070,3.000,6,20,96.000,1941.750,15.000,83.100,35.750,10.110,
0.070,3.000,7,20,108.000,1654.850,15.000,98.700,28.710,8.840,
0.070,3.000,8,20,47.000,1480.540,15.000,36.700,19.040,8.300,
0.070,3.000,9,20,74.000,1774.270,15.000,61.600,25.740,9.000,
0.070,3.500,0,20,83.000,1732.260,17.500,71.200,27.710,8.840,
0.070,3.500,1,20,104.000,1919.030,17.500,91.300,34.750,9.260,
0.070,3.500,2,20,144.000,1760.080,17.500,132.800,31.230,10.330,
0.070,3.500,3,20,93.000,1931.230,17.500,80.400,35.660,8.760,
0.070,3.500,4,20,67.000,2035.200,17.500,53.300,26.190,9.470,
0.070,3.500,5,20,104.000,1835.090,17.500,91.100,31.450,9.130,
0.070,3.500,6,20,104.000,1941.750,17.500,91.400,38.530,9.790,
0.070,3.500,7,20,115.000,1654.850,17.500,106.000,31.140,8.640,
0.070,3.500,8,20,105.000,1480.540,17.500,94.100,27.540,8.500,
0.070,3.500,9,20,77.000,1774.270,17.500,64.500,28.730,8.870,
0.070,4.000,0,20,122.000,1732.260,20.000,110.900,31.740,9.110,
0.070,4.000,1,20,113.000,1919.030,20.000,100.300,38.710,9.520,
0.070,4.000,2,20,156.000,1760.080,20.000,144.400,34.880,10.380,
0.070,4.000,3,20,95.000,1931.230,20.000,83.000,38.230,9.600,
0.070,4.000,4,20,69.000,2035.200,20.000,55.200,29.700,9.200,
0.070,4.000,5,20,114.000,1835.090,20.000,103.600,36.050,9.050,
0.070,4.000,6,20,150.000,1941.750,20.000,140.200,47.730,10.340,
0.070,4.000,7,20,123.000,1654.850,20.000,113.400,33.190,8.750,
0.070,4.000,8,20,111.000,1480.540,20.000,100.700,31.700,8.820,
0.070,4.000,9,20,107.000,1774.270,20.000,96.200,34.050,9.110,
0.070,4.500,0,20,128.000,1732.260,22.500,116.700,34.060,9.110,
0.070,4.500,1,20,123.000,1919.030,22.500,110.500,41.240,9.510,
0.070,4.500,2,20,165.000,1760.080,22.500,153.500,39.410,10.830,
0.070,4.500,3,20,108.000,1931.230,22.500,95.400,41.330,9.180,
0.070,4.500,4,20,70.000,2035.200,22.500,56.700,31.990,9.380,
0.070,4.500,5,20,126.000,1835.090,22.500,115.700,45.900,9.080,
0.070,4.500,6,20,158.000,1941.750,22.500,148.200,50.330,9.890,
0.070,4.500,7,20,132.000,1654.850,22.500,122.800,35.360,8.810,
0.070,4.500,8,20,125.000,1480.540,22.500,114.800,34.580,8.780,
0.070,4.500,9,20,114.000,1774.270,22.500,103.700,36.080,8.950,
0.070,5.000,0,20,133.000,1732.260,25.000,121.400,40.700,9.370,
0.070,5.000,1,20,155.000,1919.030,25.000,142.500,50.950,9.750,
0.070,5.000,2,20,173.000,1760.080,25.000,161.600,43.720,10.700,
0.070,5.000,3,20,111.000,1931.230,25.000,99.000,43.360,9.350,
0.070,5.000,4,20,72.000,2035.200,25.000,58.200,33.790,9.750,
0.070,5.000,5,20,131.000,1835.090,25.000,120.700,48.120,9.190,
0.070,5.000,6,20,174.000,1941.750,25.000,164.600,53.230,10.390,
0.070,5.000,7,20,139.000,1654.850,25.000,130.000,39.340,8.800,
0.070,5.000,8,20,142.000,1480.540,25.000,131.400,40.430,8.370,
0.070,5.000,9,20,120.000,1774.270,25.000,109.800,39.150,8.940,
0.070,5.500,0,20,138.000,1732.260,27.500,126.700,44.730,9.090,
0.070,5.500,1,20,167.000,1919.030,27.500,155.000,55.710,9.180,
0.070,5.500,2,20,186.000,1760.080,27.500,174.300,47.390,10.990,
0.070,5.500,3,20,114.000,1931.230,27.500,101.900,45.420,9.080,
0.070,5.500,4,20,74.000,2035.200,27.500,62.100,38.300,9.670,
0.070,5.500,5,20,145.000,1835.090,27.500,134.200,57.860,9.040,
0.070,5.500,6,20,183.000,1941.750,27.500,173.200,55.440,10.800,
0.070,5.500,7,20,144.000,1654.850,27.500,134.100,43.080,9.150,
0.070,5.500,8,20,207.000,1480.540,27.500,197.400,48.140,8.720,
0.070,5.500,9,20,125.000,1774.270,27.500,114.700,41.220,8.960,
0.070,6.000,0,20,142.000,1732.260,30.000,130.400,47.060,9.160,
0.070,6.000,1,20,172.000,1919.030,30.000,159.700,64.050,9.590,
0.070,6.000,2,20,200.000,1760.080,30.000,188.800,51.290,10.990,
0.070,6.000,3,20,122.000,1931.230,30.000,109.500,47.810,9.440,
0.070,6.000,4,20,114.000,2035.200,30.000,101.200,42.730,9.720,
0.070,6.000,5,20,150.000,1835.090,30.000,138.600,64.520,9.740,
0.070,6.000,6,20,190.000,1941.750,30.000,180.400,58.230,10.480,
0.070,6.000,7,20,148.000,1654.850,30.000,138.700,45.520,8.960,
0.070,6.000,8,20,219.000,1480.540,30.000,209.500,52.500,8.720,
0.070,6.000,9,20,155.000,1774.270,30.000,144.600,51.760,9.550,
0.070,6.500,0,20,157.000,1732.260,32.500,145.900,50.560,9.640,
0.070,6.500,1,20,177.000,1919.030,32.500,164.400,67.000,9.550,
0.070,6.500,2,20,251.000,1760.080,32.500,240.000,56.140,11.050,
0.070,6.500,3,20,125.000,1931.230,32.500,113.000,50.780,9.380,
0.070,6.500,4,20,136.000,2035.200,32.500,127.100,48.880,9.690,
0.070,6.500,5,20,162.000,1835.090,32.500,150.400,68.650,8.920,
0.070,6.500,6,20,199.000,1941.750,32.500,189.900,60.660,10.350,
0.070,6.500,7,20,152.000,1654.850,32.500,142.600,47.520,8.510,
0.070,6.500,8,20,227.000,1480.540,32.500,217.400,55.840,8.680,
0.070,6.500,9,20,160.000,1774.270,32.500,149.400,57.160,9.220,
0.070,7.000,0,20,161.000,1732.260,35.000,149.900,52.430,9.370,
0.070,7.000,1,20,180.000,1919.030,35.000,167.700,69.200,9.090,
0.070,7.000,2,20,251.000,1760.080,35.000,240.000,57.700,10.830,
0.070,7.000,3,20,129.000,1931.230,35.000,116.100,52.770,9.340,
0.070,7.000,4,20,138.000,2035.200,35.000,129.600,51.050,9.450,
0.070,7.000,5,20,169.000,1835.090,35.000,157.400,71.560,8.910,
0.070,7.000,6,20,231.000,1941.750,35.000,221.200,64.650,10.300,
0.070,7.000,7,20,155.000,1654.850,35.000,145.700,49.580,8.910,
0.070,7.000,8,20,233.000,1480.540,35.000,224.000,59.010,8.790,
0.070,7.000,9,20,166.000,1774.270,35.000,155.200,59.410,9.230,
0.080,3.000,0,20,116.000,1732.260,15.000,104.900,28.630,9.330,
0.080,3.000,1,20,105.000,1919.030,15.000,93.000,35.000,9.580,
0.080,3.000,2,20,148.000,1760.080,15.000,136.500,35.260,10.440,
0.080,3.000,3,20,105.000,1931.230,15.000,92.500,36.560,9.160,
0.080,3.000,4,20,72.000,2035.200,15.000,60.700,26.060,9.450,
0.080,3.000,5,20,108.000,1835.090,15.000,96.000,30.550,9.080,
0.080,3.000,6,20,106.000,1941.750,15.000,93.500,39.380,10.280,
0.080,3.000,7,20,119.000,1654.850,15.000,109.900,31.600,8.720,
0.080,3.000,8,20,109.000,1480.540,15.000,98.700,26.720,8.540,
0.080,3.000,9,20,87.000,1774.270,15.000,75.000,32.070,9.160,
0.080,3.500,0,20,127.000,1732.260,17.500,115.400,31.870,8.980,
0.080,3.500,1,20,117.000,1919.030,17.500,104.700,41.220,9.350,
0.080,3.500,2,20,161.000,1760.080,17.500,149.200,38.770,10.810,
0.080,3.500,3,20,111.000,1931.230,17.500,98.100,40.590,9.360,
0.080,3.500,4,20,125.000,2035.200,17.500,117.000,32.060,9.500,
0.080,3.500,5,20,125.000,1835.090,17.500,114.900,38.970,8.890,
0.080,3.500,6,20,114.000,1941.750,17.500,101.800,42.460,10.670,
0.080,3.500,7,20,134.000,1654.850,17.500,124.300,34.060,8.910,
0.080,3.500,8,20,117.000,1480.540,17.500,106.200,33.300,8.360,
0.080,3.500,9,20,113.000,1774.270,17.500,102.400,38.610,9.070,
0.080,4.000,0,20,134.000,1732.260,20.000,122.200,34.980,8.930,
0.080,4.000,1,20,138.000,1919.030,20.000,126.000,44.910,9.770,
0.080,4.000,2,20,171.000,1760.080,20.000,159.800,45.640,11.460,
0.080,4.000,3,20,115.000,1931.230,20.000,102.600,42.570,9.700,
0.080,4.000,4,20,132.000,2035.200,20.000,123.100,36.390,9.850,
0.080,4.000,5,20,142.000,1835.090,20.000,131.300,46.960,9.630,
0.080,4.000,6,20,175.000,1941.750,20.000,165.600,52.900,11.050,
0.080,4.000,7,20,142.000,1654.850,20.000,132.800,36.020,9.320,
0.080,4.000,8,20,191.000,1480.540,20.000,181.400,41.820,8.750,
0.080,4.000,9,20,127.000,1774.270,20.000,117.300,42.520,9.920,
0.080,4.500,0,20,141.000,1732.260,22.500,129.400,41.300,10.010,
0.080,4.500,1,20,148.000,1919.030,22.500,135.500,48.230,12.470,
0.080,4.500,2,20,187.000,1760.080,22.500,175.300,48.200,16.030,
0.080,4.500,3,20,123.000,1931.230,22.500,110.800,44.800,12.850,
0.080,4.500,4,20,139.000,2035.200,22.500,130.200,38.690,12.870,
0.080,4.500,5,20,150.000,1835.090,22.500,139.100,57.650,12.410,
0.080,4.500,6,20,186.000,1941.750,22.500,176.600,55.470,15.740,
0.080,4.500,7,20,150.000,1654.850,22.500,140.200,38.660,12.280,
0.080,4.500,8,20,208.000,1480.540,22.500,198.600,46.110,11.860,
0.080,4.500,9,20,133.000,1774.270,22.500,123.900,46.110,13.460,
0.080,5.000,0,20,158.000,1732.260,25.000,146.300,46.650,13.870,
0.080,5.000,1,20,180.000,1919.030,25.000,167.700,58.570,17.710,
0.080,5.000,2,20,202.000,1760.080,25.000,190.300,54.740,19.360,
0.080,5.000,3,20,128.000,1931.230,25.000,115.200,47.480,17.180,
0.080,5.000,4,20,143.000,2035.200,25.000,135.000,45.890,17.760,
0.080,5.000,5,20,163.000,1835.090,25.000,152.600,61.350,17.220,
0.080,5.000,6,20,199.000,1941.750,25.000,189.800,60.130,18.640,
0.080,5.000,7,20,155.000,1654.850,25.000,146.000,42.460,15.710,
0.080,5.000,8,20,223.000,1480.540,25.000,213.800,48.710,15.300,
0.080,5.000,9,20,158.000,1774.270,25.000,147.300,52.590,15.820,
0.080,5.500,0,20,168.000,1732.260,27.500,156.200,49.140,15.820,
0.080,5.500,1,20,195.000,1919.030,27.500,185.900,67.900,10.500,
0.080,5.500,2,20,251.000,1760.080,27.500,240.000,59.810,11.600,
0.080,5.500,3,20,132.000,1931.230,27.500,119.300,49.610,10.060,
0.080,5.500,4,20,152.000,2035.200,27.500,143.100,48.570,9.540,
0.080,5.500,5,20,170.000,1835.090,27.500,158.400,70.750,9.500,
0.080,5.500,6,20,228.000,1941.750,27.500,218.500,63.770,11.110,
0.080,5.500,7,20,161.000,1654.850,27.500,151.500,46.410,8.930,
0.080,5.500,8,20,232.000,1480.540,27.500,222.200,52.440,8.920,
0.080,5.500,9,20,164.000,1774.270,27.500,153.800,55.190,9.610,
0.080,6.000,0,20,172.000,1732.260,30.000,160.700,51.710,9.400,
0.080,6.000,1,20,210.000,1919.030,30.000,200.900,77.670,10.470,
0.080,6.000,2,20,251.000,1760.080,30.000,240.000,61.550,11.710,
0.080,6.000,3,20,136.000,1931.230,30.000,123.300,52.180,9.960,
0.080,6.000,4,20,154.000,2035.200,30.000,145.800,50.890,10.380,
0.080,6.000,5,20,176.000,1835.090,30.000,164.600,75.490,9.900,
0.080,6.000,6,20,242.000,1941.750,30.000,232.200,67.050,11.030,
0.080,6.000,7,20,165.000,1654.850,30.000,155.700,48.500,9.850,
0.080,6.000,8,20,241.000,1480.540,30.000,231.300,58.390,9.170,
0.080,6.000,9,20,170.000,1774.270,30.000,159.900,58.870,10.190,
0.080,6.500,0,20,176.000,1732.260,32.500,164.200,54.060,9.910,
0.080,6.500,1,20,218.000,1919.030,32.500,208.600,81.500,10.290,
0.080,6.500,2,20,251.000,1760.080,32.500,240.000,69.650,11.580,
0.080,6.500,3,20,139.000,1931.230,32.500,126.900,55.680,10.150,
0.080,6.500,4,20,157.000,2035.200,32.500,148.900,52.790,10.210,
0.080,6.500,5,20,196.000,1835.090,32.500,185.200,81.860,10.350,
0.080,6.500,6,20,249.000,1941.750,32.500,240.000,69.210,11.400,
0.080,6.500,7,20,168.000,1654.850,32.500,158.800,50.080,9.780,
0.080,6.500,8,20,249.000,1480.540,32.500,240.000,61.200,9.130,
0.080,6.500,9,20,176.000,1774.270,32.500,165.500,64.420,9.580,
0.080,7.000,0,20,179.000,1732.260,35.000,167.800,57.260,9.760,
0.080,7.000,1,20,229.000,1919.030,35.000,219.800,84.730,10.220,
0.080,7.000,2,20,252.000,1760.080,35.000,240.000,71.330,11.750,
0.080,7.000,3,20,142.000,1931.230,35.000,129.800,57.340,9.910,
0.080,7.000,4,20,159.000,2035.200,35.000,150.900,55.240,10.100,
0.080,7.000,5,20,199.000,1835.090,35.000,189.000,85.160,9.880,
0.080,7.000,6,20,249.000,1941.750,35.000,240.000,71.020,11.060,
0.080,7.000,7,20,172.000,1654.850,35.000,162.700,52.640,9.520,
0.080,7.000,8,20,249.000,1480.540,35.000,240.000,63.050,9.300,
0.080,7.000,9,20,182.000,1774.270,35.000,171.900,66.170,9.980,
0.090,3.000,0,20,129.000,1732.260,15.000,117.200,32.670,10.130,
0.090,3.000,1,20,118.000,1919.030,15.000,105.300,41.170,10.200,
0.090,3.000,2,20,162.000,1760.080,15.000,150.600,46.190,11.400,
0.090,3.000,3,20,115.000,1931.230,15.000,102.600,50.500,10.250,
