I_U,T_INT,seed,nodes_completed,sim_duration_s,fleet_distance_m,conv_time_min_s,conv_time_max_s,conv_time_mean_s,wall_time_s,error
0.080,7.000,4,20,192.000,2035.200,41.600,181.700,104.800,9.960,
0.080,7.000,5,20,199.000,1835.090,35.800,189.000,114.530,9.640,
0.080,7.000,6,20,249.000,1941.750,35.400,240.000,104.830,10.590,
0.080,7.000,7,20,214.000,1654.850,35.000,203.500,102.560,9.200,
0.080,7.000,8,20,250.000,1480.540,35.000,240.000,111.770,8.880,
0.080,7.000,9,20,182.000,1774.270,35.100,171.900,111.770,9.670,
0.090,3.000,0,20,129.000,1732.260,16.300,117.200,44.870,9.010,
0.090,3.000,1,20,127.000,1919.030,15.400,116.100,54.350,9.500,
0.090,3.000,2,20,162.000,1760.080,15.500,150.600,56.720,10.930,
0.090,3.000,3,20,117.000,1931.230,15.000,106.500,57.620,9.860,
0.090,3.000,4,20,129.000,2035.200,15.600,120.500,46.950,9.710,
0.090,3.000,5,20,128.000,1835.090,18.400,117.500,60.120,9.700,
0.090,3.000,6,20,158.000,1941.750,15.100,148.900,61.950,10.670,
0.090,3.000,7,20,140.000,1654.850,19.800,130.600,52.460,9.350,
0.090,3.000,8,20,127.000,1480.540,16.000,117.000,50.800,8.670,
0.090,3.000,9,20,116.000,1774.270,18.600,105.500,51.210,9.550,
0.090,3.500,0,20,138.000,1732.260,18.200,127.000,50.870,9.910,
0.090,3.500,1,20,173.000,1919.030,20.200,163.100,74.110,10.370,
0.090,3.500,2,20,175.000,1760.080,17.800,163.300,61.240,11.410,
0.090,3.500,3,20,131.000,1931.230,17.500,120.400,62.050,10.250,
0.090,3.500,4,20,140.000,2035.200,17.700,131.600,50.490,9.930,
0.090,3.500,5,20,149.000,1835.090,20.100,137.800,71.050,9.940,
0.090,3.500,6,20,181.000,1941.750,17.500,171.400,70.570,10.800,
0.090,3.500,7,20,155.000,1654.850,21.800,144.700,60.180,9.680,
0.090,3.500,8,20,202.000,1480.540,23.200,193.000,61.150,8.930,
0.090,3.500,9,20,129.000,1774.270,19.900,119.700,61.200,9.740,
0.090,4.000,0,20,160.000,1732.260,21.000,148.100,59.540,9.990,
0.090,4.000,1,20,197.000,1919.030,22.100,185.400,86.930,10.350,
0.090,4.000,2,20,194.000,1760.080,23.000,182.700,68.590,11.110,
0.090,4.000,3,20,143.000,1931.230,20.000,132.500,69.320,10.150,
0.090,4.000,4,20,152.000,2035.200,20.100,143.600,55.330,10.120,
0.090,4.000,5,20,164.000,1835.090,20.000,154.000,83.380,9.870,
0.090,4.000,6,20,198.000,1941.750,20.400,188.600,77.450,11.400,
0.090,4.000,7,20,175.000,1654.850,21.500,164.500,64.180,9.210,
0.090,4.000,8,20,221.000,1480.540,24.900,211.500,67.330,9.180,
0.090,4.000,9,20,157.000,1774.270,20.000,146.100,71.640,9.600,
0.090,4.500,0,20,169.000,1732.260,22.600,158.000,65.960,9.520,
0.090,4.500,1,20,219.000,1919.030,24.000,208.000,97.160,10.320,
0.090,4.500,2,20,251.000,1760.080,24.800,240.000,80.380,11.370,
0.090,4.500,3,20,148.000,1931.230,22.600,137.200,73.520,9.980,
0.090,4.500,4,20,158.000,2035.200,22.500,149.700,67.530,10.440,
0.090,4.500,5,20,173.000,1835.090,22.700,162.200,95.120,9.940,
0.090,4.500,6,20,229.000,1941.750,23.000,219.200,87.980,11.200,
0.090,4.500,7,20,185.000,1654.850,22.500,175.000,70.520,9.250,
0.090,4.500,8,20,232.000,1480.540,27.000,222.400,77.550,9.670,
0.090,4.500,9,20,164.000,1774.270,22.500,153.800,77.810,9.690,
0.090,5.000,0,20,175.000,1732.260,25.100,163.600,69.880,9.700,
0.090,5.000,1,20,229.000,1919.030,27.000,217.800,108.420,10.480,
0.090,5.000,2,20,251.000,1760.080,28.600,240.000,90.330,11.400,
0.090,5.000,3,20,180.000,1931.230,27.400,171.800,86.200,10.030,
0.090,5.000,4,20,164.000,2035.200,25.300,155.300,76.200,10.470,
0.090,5.000,5,20,198.000,1835.090,25.200,187.900,100.290,10.010,
0.090,5.000,6,20,242.000,1941.750,25.000,232.500,91.370,11.100,
0.090,5.000,7,20,200.000,1654.850,25.000,189.200,74.840,9.990,
0.090,5.000,8,20,250.000,1480.540,25.600,240.000,91.430,9.110,
0.090,5.000,9,20,172.000,1774.270,29.100,161.300,87.630,9.760,
0.090,5.500,0,20,181.000,1732.260,27.600,169.500,74.610,9.510,
0.090,5.500,1,20,250.000,1919.030,27.900,238.300,113.850,10.360,
0.090,5.500,2,20,252.000,1760.080,30.000,240.000,93.820,11.390,
0.090,5.500,3,20,188.000,1931.230,28.900,180.000,91.230,10.400,
0.090,5.500,4,20,190.000,2035.200,27.500,179.400,88.570,10.490,
0.090,5.500,5,20,206.000,1835.090,28.100,195.200,110.170,10.020,
0.090,5.500,6,20,249.000,1941.750,27.500,240.000,96.730,11.220,
0.090,5.500,7,20,214.000,1654.850,27.500,203.500,84.700,9.830,
0.090,5.500,8,20,250.000,1480.540,27.800,240.000,98.780,9.470,
0.090,5.500,9,20,190.000,1774.270,30.900,180.400,91.450,9.780,
0.090,6.000,0,20,186.000,1732.260,30.100,174.300,76.840,9.820,
0.090,6.000,1,20,251.000,1919.030,30.500,240.000,120.510,10.300,
0.090,6.000,2,20,252.000,1760.080,31.800,240.000,103.880,11.470,
0.090,6.000,3,20,204.000,1931.230,31.600,195.100,97.620,10.570,
0.090,6.000,4,20,250.000,2035.200,30.300,240.000,102.650,10.740,
0.090,6.000,5,20,210.000,1835.090,40.200,199.800,118.730,10.140,
0.090,6.000,6,20,249.000,1941.750,30.000,240.000,102.620,11.610,
0.090,6.000,7,20,224.000,1654.850,30.000,213.900,100.630,9.830,
0.090,6.000,8,20,250.000,1480.540,30.300,240.000,113.200,9.040,
0.090,6.000,9,20,196.000,1774.270,33.600,187.000,105.750,10.010,
0.090,6.500,0,20,190.000,1732.260,32.500,178.800,81.810,9.940,
0.090,6.500,1,20,251.000,1919.030,34.600,240.000,132.070,10.610,
0.090,6.500,2,20,252.000,1760.080,34.100,240.000,106.010,11.760,
0.090,6.500,3,20,212.000,1931.230,35.600,204.000,104.080,10.010,
0.090,6.500,4,20,250.000,2035.200,32.600,240.000,107.320,10.070,
0.090,6.500,5,20,215.000,1835.090,42.700,204.200,125.390,10.030,
0.090,6.500,6,20,249.000,1941.750,32.900,240.000,109.120,11.460,
0.090,6.500,7,20,249.000,1654.850,32.500,240.000,108.720,9.760,
0.090,6.500,8,20,250.000,1480.540,32.700,240.000,108.950,8.980,
0.090,6.500,9,20,202.000,1774.270,32.500,192.400,111.900,10.140,
0.090,7.000,0,20,196.000,1732.260,35.000,184.400,84.620,9.700,
0.090,7.000,1,20,252.000,1919.030,39.200,240.000,137.300,10.330,
0.090,7.000,2,20,252.000,1760.080,38.900,240.000,108.500,11.940,
0.090,7.000,3,20,253.000,1931.230,37.600,240.000,121.100,10.600,
0.090,7.000,4,20,250.000,2035.200,41.700,240.000,113.730,10.660,
0.090,7.000,5,20,252.000,1835.090,35.800,240.000,129.660,10.410,
0.090,7.000,6,20,249.000,1941.750,35.400,240.000,114.950,11.710,
0.090,7.000,7,20,250.000,1654.850,35.000,240.000,112.180,9.720,
0.090,7.000,8,20,250.000,1480.540,35.000,240.000,115.790,9.630,
0.090,7.000,9,20,208.000,1774.270,35.100,197.500,119.840,10.240,
0.100,3.000,0,20,140.000,1732.260,16.300,128.100,50.370,9.740,
0.100,3.000,1,20,173.000,1919.030,15.400,163.500,63.340,9.940,
0.100,3.000,2,20,175.000,1760.080,15.500,163.800,66.100,11.200,
0.100,3.000,3,20,142.000,1931.230,15.000,131.200,65.830,9.960,
0.100,3.000,4,20,143.000,2035.200,15.600,134.700,51.030,9.920,
0.100,3.000,5,20,160.000,1835.090,18.400,149.000,72.490,9.520,
0.100,3.000,6,20,183.000,1941.750,15.300,173.100,69.590,10.710,
0.100,3.000,7,20,157.000,1654.850,19.800,146.300,62.290,9.350,
0.100,3.000,8,20,204.000,1480.540,16.100,194.900,61.910,8.650,
0.100,3.000,9,20,137.000,1774.270,18.600,125.000,59.840,9.510,
0.100,3.500,0,20,159.000,1732.260,18.200,147.900,56.320,9.650,
0.100,3.500,1,20,188.000,1919.030,20.300,177.300,85.350,9.830,
0.100,3.500,2,20,201.000,1760.080,17.800,188.300,76.360,11.460,
0.100,3.500,3,20,149.000,1931.230,17.500,138.300,69.390,9.690,
0.100,3.500,4,20,158.000,2035.200,17.700,149.800,57.510,10.070,
0.100,3.500,5,20,171.000,1835.090,20.100,159.700,86.820,9.700,
0.100,3.500,6,20,206.000,1941.750,17.500,196.600,79.280,10.870,
0.100,3.500,7,20,178.000,1654.850,21.800,167.800,66.900,9.520,
0.100,3.500,8,20,226.000,1480.540,23.200,216.700,79.920,8.670,
0.100,3.500,9,20,159.000,1774.270,20.200,148.900,68.260,9.440,
0.100,4.000,0,20,173.000,1732.260,21.200,162.000,65.900,9.750,
0.100,4.000,1,20,224.000,1919.030,22.100,212.600,103.800,9.980,
0.100,4.000,2,20,251.000,1760.080,23.100,240.000,85.760,11.180,
0.100,4.000,3,20,155.000,1931.230,20.000,144.700,74.660,9.900,
0.100,4.000,4,20,167.000,2035.200,20.100,159.000,64.370,10.120,
0.100,4.000,5,20,200.000,1835.090,20.000,189.600,98.520,9.160,
0.100,4.000,6,20,233.000,1941.750,20.400,223.400,86.330,11.100,
0.100,4.000,7,20,191.000,1654.850,21.500,180.900,74.320,9.750,
0.100,4.000,8,20,250.000,1480.540,24.900,240.000,88.540,8.960,
0.100,4.000,9,20,169.000,1774.270,20.000,158.200,79.420,9.410,
0.100,4.500,0,20,181.000,1732.260,22.600,170.000,70.380,9.180,
0.100,4.500,1,20,248.000,1919.030,24.000,236.100,113.320,10.060,
0.100,4.500,2,20,251.000,1760.080,24.900,240.000,90.830,11.240,
0.100,4.500,3,20,185.000,1931.230,22.600,176.500,87.620,9.650,
0.100,4.500,4,20,189.000,2035.200,22.600,178.300,90.040,10.000,
0.100,4.500,5,20,209.000,1835.090,22.700,198.700,106.840,9.970,
0.100,4.500,6,20,249.000,1941.750,23.000,240.000,98.810,10.850,
0.100,4.500,7,20,215.000,1654.850,22.500,204.300,81.550,9.400,
0.100,4.500,8,20,250.000,1480.540,27.100,240.000,97.290,9.270,
0.100,4.500,9,20,194.000,1774.270,22.500,184.600,88.600,9.770,
0.100,5.000,0,20,188.000,1732.260,25.100,177.000,75.430,9.620,
0.100,5.000,1,20,251.000,1919.030,27.000,240.000,124.130,9.870,
0.100,5.000,2,20,252.000,1760.080,28.600,240.000,104.530,11.000,
0.100,5.000,3,20,217.000,1931.230,27.400,206.600,93.480,9.690,
0.100,5.000,4,20,250.000,2035.200,25.300,240.000,100.330,10.000,
0.100,5.000,5,20,217.000,1835.090,25.200,206.700,111.470,10.070,
0.100,5.000,6,20,249.000,1941.750,25.000,240.000,107.950,11.000,
0.100,5.000,7,20,249.000,1654.850,25.000,240.000,91.540,9.660,
0.100,5.000,8,20,250.000,1480.540,25.600,240.000,101.230,8.560,
0.100,5.000,9,20,203.000,1774.270,29.200,193.400,97.560,9.600,
0.100,5.500,0,20,198.000,1732.260,27.600,186.400,79.450,9.270,
0.100,5.500,1,20,252.000,1919.030,27.900,240.000,128.850,9.830,
0.100,5.500,2,20,252.000,1760.080,30.100,240.000,107.420,11.530,
0.100,5.500,3,20,236.000,1931.230,28.900,226.000,103.810,9.780,
0.100,5.500,4,20,250.000,2035.200,27.500,240.000,102.960,10.300,
0.100,5.500,5,20,252.000,1835.090,28.200,240.000,124.050,10.000,
0.100,5.500,6,20,249.000,1941.750,27.500,240.000,113.820,10.980,
0.100,5.500,7,20,250.000,1654.850,27.500,240.000,103.270,9.580,
0.100,5.500,8,20,250.000,1480.540,27.800,240.000,110.840,9.060,
0.100,5.500,9,20,208.000,1774.270,31.000,199.000,99.560,9.390,
0.100,6.000,0,20,209.000,1732.260,30.100,197.600,83.120,9.700,
0.100,6.000,1,20,252.000,1919.030,30.500,240.000,140.380,10.130,
0.100,6.000,2,20,252.000,1760.080,32.000,240.000,108.860,11.330,
0.100,6.000,3,20,246.000,1931.230,31.700,235.700,108.380,10.080,
0.100,6.000,4,20,250.000,2035.200,30.300,240.000,110.830,10.430,
0.100,6.000,5,20,252.000,1835.090,40.300,240.000,137.110,9.780,
0.100,6.000,6,20,249.000,1941.750,30.000,240.000,118.340,10.690,
0.100,6.000,7,20,250.000,1654.850,30.000,240.000,120.490,9.710,
0.100,6.000,8,20,250.000,1480.540,30.300,240.000,122.160,9.070,
0.100,6.000,9,20,232.000,1774.270,33.700,219.300,117.690,9.630,
0.100,6.500,0,20,229.000,1732.260,32.500,218.000,87.220,9.320,
0.100,6.500,1,20,252.000,1919.030,36.800,240.000,150.360,10.230,
0.100,6.500,2,20,252.000,1760.080,34.100,240.000,111.560,11.460,
0.100,6.500,3,20,250.000,1931.230,36.200,240.000,117.500,9.580,
0.100,6.500,4,20,250.000,2035.200,32.600,240.000,115.860,10.140,
0.100,6.500,5,20,252.000,1835.090,42.800,240.000,141.850,9.590,
0.100,6.500,6,20,249.000,1941.750,32.900,240.000,125.630,11.080,
0.100,6.500,7,20,250.000,1654.850,32.500,240.000,126.470,9.500,
0.100,6.500,8,20,250.000,1480.540,32.800,240.000,118.680,8.990,
0.100,6.500,9,20,249.000,1774.270,32.500,240.000,124.340,9.840,
0.100,7.000,0,20,231.000,1732.260,35.000,219.700,89.750,9.510,
0.100,7.000,1,20,252.000,1919.030,39.200,240.000,152.470,10.540,
0.100,7.000,2,20,252.000,1760.080,38.900,240.000,123.260,11.260,
0.100,7.000,3,20,253.000,1931.230,37.800,240.000,132.920,10.170,
0.100,7.000,4,20,250.000,2035.200,42.500,240.000,122.090,9.900,
0.100,7.000,5,20,252.000,1835.090,35.800,240.000,142.300,9.980,
0.100,7.000,6,20,249.000,1941.750,35.400,240.000,127.210,11.060,
0.100,7.000,7,20,253.000,1654.850,35.000,240.000,132.990,9.390,
0.100,7.000,8,20,250.000,1480.540,35.000,240.000,129.860,9.190,
0.100,7.000,9,20,249.000,1774.270,35.100,240.000,131.660,9.680,
0.110,3.000,0,20,159.000,1732.260,16.400,147.600,57.270,9.250,
0.110,3.000,1,20,207.000,1919.030,15.400,195.500,80.880,9.540,
0.110,3.000,2,20,200.000,1760.080,15.500,187.100,77.990,11.230,
0.110,3.000,3,20,153.000,1931.230,15.000,142.600,75.200,9.970,
0.110,3.000,4,20,161.000,2035.200,15.600,152.800,69.430,10.070,
0.110,3.000,5,20,182.000,1835.090,19.500,170.400,90.340,9.810,
0.110,3.000,6,20,206.000,1941.750,15.300,196.700,79.050,11.110,
0.110,3.000,7,20,179.000,1654.850,19.800,168.300,69.020,9.460,
0.110,3.000,8,20,227.000,1480.540,16.100,217.900,69.220,9.000,
0.110,3.000,9,20,160.000,1774.270,18.600,149.600,72.800,9.200,
0.110,3.500,0,20,175.000,1732.260,18.300,163.800,64.380,9.520,
0.110,3.500,1,20,225.000,1919.030,20.300,214.000,111.170,9.860,
0.110,3.500,2,20,251.000,1760.080,17.800,240.000,89.390,11.180,
0.110,3.500,3,20,161.000,1931.230,17.500,151.000,79.050,10.270,
0.110,3.500,4,20,173.000,2035.200,18.000,164.400,81.500,9.810,
0.110,3.500,5,20,207.000,1835.090,20.100,196.100,99.410,9.220,
0.110,3.500,6,20,235.000,1941.750,17.500,225.700,93.090,11.080,
0.110,3.500,7,20,200.000,1654.850,21.900,189.100,76.700,9.090,
0.110,3.500,8,20,250.000,1480.540,23.200,240.000,93.210,9.190,
0.110,3.500,9,20,172.000,1774.270,20.200,161.300,82.880,9.390,
0.110,4.000,0,20,185.000,1732.260,21.300,173.800,73.700,9.510,
0.110,4.000,1,20,251.000,1919.030,22.100,240.000,120.130,9.870,
0.110,4.000,2,20,252.000,1760.080,23.100,240.000,97.000,11.570,
0.110,4.000,3,20,209.000,1931.230,20.000,199.000,88.150,9.450,
0.110,4.000,4,20,245.000,2035.200,20.100,234.100,96.170,9.940,
0.110,4.000,5,20,217.000,1835.090,20.000,206.900,111.840,9.540,
0.110,4.000,6,20,249.000,1941.750,20.500,240.000,103.610,10.600,
0.110,4.000,7,20,249.000,1654.850,21.600,240.000,88.890,9.640,
0.110,4.000,8,20,250.000,1480.540,24.900,240.000,102.090,8.930,
0.110,4.000,9,20,203.000,1774.270,20.000,193.400,92.740,9.810,
0.110,4.500,0,20,200.000,1732.260,22.600,188.800,84.000,9.530,
0.110,4.500,1,20,252.000,1919.030,28.800,240.000,132.230,10.280,
0.110,4.500,2,20,252.000,1760.080,25.000,240.000,102.180,10.850,
0.110,4.500,3,20,233.000,1931.230,22.600,222.800,99.450,9.970,
0.110,4.500,4,20,250.000,2035.200,22.600,240.000,107.310,10.300,
0.110,4.500,5,20,252.000,1835.090,22.700,240.000,123.750,9.410,
0.110,4.500,6,20,249.000,1941.750,23.000,240.000,117.910,11.270,
0.110,4.500,7,20,250.000,1654.850,22.500,240.000,100.040,9.220,
0.110,4.500,8,20,250.000,1480.540,27.200,240.000,111.540,9.090,
0.110,4.500,9,20,210.000,1774.270,22.500,201.000,99.370,9.600,
0.110,5.000,0,20,218.000,1732.260,25.100,207.000,86.170,9.550,
0.110,5.000,1,20,252.000,1919.030,27.100,240.000,142.910,10.570,
0.110,5.000,2,20,252.000,1760.080,28.600,240.000,110.670,10.950,
0.110,5.000,3,20,243.000,1931.230,27.400,232.600,106.760,10.320,
0.110,5.000,4,20,250.000,2035.200,25.300,240.000,110.920,10.250,
0.110,5.000,5,20,252.000,1835.090,25.200,240.000,132.190,9.760,
0.110,5.000,6,20,249.000,1941.750,25.000,240.000,121.480,10.760,
0.110,5.000,7,20,250.000,1654.850,25.000,240.000,106.520,9.140,
0.110,5.000,8,20,250.000,1480.540,27.000,240.000,116.170,8.960,
0.110,5.000,9,20,249.000,1774.270,29.300,240.000,117.210,9.760,
0.110,5.500,0,20,225.000,1732.260,27.600,213.100,90.700,9.500,
0.110,5.500,1,20,252.000,1919.030,27.900,240.000,150.090,10.040,
0.110,5.500,2,20,252.000,1760.080,30.100,240.000,123.250,11.110,
0.110,5.500,3,20,250.000,1931.230,29.000,240.000,121.200,10.180,
0.110,5.500,4,20,250.000,2035.200,27.500,240.000,113.580,10.020,
0.110,5.500,5,20,252.000,1835.090,28.200,240.000,144.260,9.840,
0.110,5.500,6,20,251.000,1941.750,27.500,240.000,129.810,11.320,
0.110,5.500,7,20,250.000,1654.850,27.500,240.000,117.890,9.540,
0.110,5.500,8,20,250.000,1480.540,27.800,240.000,130.080,8.870,
0.110,5.500,9,20,249.000,1774.270,31.000,240.000,123.220,10.190,
0.110,6.000,0,20,230.000,1732.260,30.100,218.800,93.990,9.590,
0.110,6.000,1,20,252.000,1919.030,30.600,240.000,157.490,9.860,
0.110,6.000,2,20,252.000,1760.080,32.400,240.000,124.700,10.940,
0.110,6.000,3,20,250.000,1931.230,37.200,240.000,127.800,9.740,
0.110,6.000,4,20,253.000,2035.200,30.300,240.000,131.040,10.180,
0.110,6.000,5,20,252.000,1835.090,40.300,240.000,151.280,10.280,
0.110,6.000,6,20,251.000,1941.750,30.000,240.000,138.060,11.280,
0.110,6.000,7,20,253.000,1654.850,30.000,240.000,136.810,9.410,
0.110,6.000,8,20,250.000,1480.540,30.300,240.000,140.050,9.510,
0.110,6.000,9,20,249.000,1774.270,33.800,240.000,132.510,9.660,
0.110,6.500,0,20,238.000,1732.260,32.500,226.600,97.990,9.730,
0.110,6.500,1,20,252.000,1919.030,36.800,240.000,163.270,10.780,
0.110,6.500,2,20,252.000,1760.080,34.200,240.000,133.310,12.040,
0.110,6.500,3,20,253.000,1931.230,40.700,240.000,138.980,10.620,
0.110,6.500,4,20,253.000,2035.200,32.600,240.000,133.690,10.410,
0.110,6.500,5,20,252.000,1835.090,42.800,240.000,157.180,10.350,
0.110,6.500,6,20,251.000,1941.750,32.900,240.000,142.720,11.390,
0.110,6.500,7,20,253.000,1654.850,32.500,240.000,140.280,9.630,
0.110,6.500,8,20,250.000,1480.540,32.800,240.000,135.940,9.510,
0.110,6.500,9,20,252.000,1774.270,32.500,240.000,136.410,10.180,
0.110,7.000,0,20,251.000,1732.260,35.000,240.000,102.320,9.720,
0.110,7.000,1,20,252.000,1919.030,39.200,240.000,169.670,10.630,
0.110,7.000,2,20,252.000,1760.080,38.900,240.000,134.340,11.720,
0.110,7.000,3,20,253.000,1931.230,37.900,240.000,143.940,10.340,
0.110,7.000,4,20,253.000,2035.200,42.700,240.000,148.890,10.340,
0.110,7.000,5,20,252.000,1835.090,35.800,240.000,157.270,9.930,
0.110,7.000,6,20,252.000,1941.750,35.500,240.000,150.070,11.730,
0.110,7.000,7,20,253.000,1654.850,35.000,240.000,145.140,9.820,
0.110,7.000,8,20,251.000,1480.540,35.200,240.000,147.290,9.310,
0.110,7.000,9,20,252.000,1774.270,35.100,240.000,145.120,10.050,
0.120,3.000,0,20,174.000,1732.260,16.400,162.900,66.640,9.660,
0.120,3.000,1,20,223.000,1919.030,15.400,211.800,93.030,10.080,
0.120,3.000,2,20,251.000,1760.080,15.500,240.000,91.160,11.160,
0.120,3.000,3,20,190.000,1931.230,15.300,179.400,83.170,10.080,
0.120,3.000,4,20,186.000,2035.200,15.600,174.500,91.670,9.620,
0.120,3.000,5,20,208.000,1835.090,19.500,197.900,102.920,9.570,
0.120,3.000,6,20,232.000,1941.750,15.300,222.600,95.280,10.760,
0.120,3.000,7,20,224.000,1654.850,19.800,215.000,82.810,9.490,
0.120,3.000,8,20,250.000,1480.540,21.800,240.000,89.550,9.170,
0.120,3.000,9,20,172.000,1774.270,18.600,161.500,90.290,9.630,
0.120,3.500,0,20,196.000,1732.260,18.300,185.000,73.810,9.610,
0.120,3.500,1,20,251.000,1919.030,20.300,240.000,124.840,9.790,
0.120,3.500,2,20,252.000,1760.080,17.800,240.000,103.240,10.860,
0.120,3.500,3,20,214.000,1931.230,17.500,203.800,99.300,10.060,
0.120,3.500,4,20,244.000,2035.200,18.000,233.700,105.250,9.880,
0.120,3.500,5,20,245.000,1835.090,20.100,232.400,119.230,9.720,
0.120,3.500,6,20,249.000,1941.750,17.600,240.000,111.440,11.100,
0.120,3.500,7,20,249.000,1654.850,22.000,240.000,90.330,9.560,
0.120,3.500,8,20,250.000,1480.540,23.200,240.000,105.920,9.150,
0.120,3.500,9,20,218.000,1774.270,20.200,205.700,101.550,9.880,
0.120,4.000,0,20,206.000,1732.260,21.300,195.000,83.780,9.560,
0.120,4.000,1,20,252.000,1919.030,22.100,240.000,137.180,10.420,
0.120,4.000,2,20,252.000,1760.080,23.200,240.000,114.660,11.190,
0.120,4.000,3,20,237.000,1931.230,20.000,226.200,109.910,9.840,
0.120,4.000,4,20,250.000,2035.200,20.100,240.000,114.350,10.210,
0.120,4.000,5,20,252.000,1835.090,20.000,240.000,138.400,9.710,
0.120,4.000,6,20,249.000,1941.750,20.500,240.000,121.200,10.960,
0.120,4.000,7,20,250.000,1654.850,21.600,240.000,104.680,9.550,
0.120,4.000,8,20,250.000,1480.540,25.000,240.000,113.220,8.800,
0.120,4.000,9,20,241.000,1774.270,20.000,231.200,113.640,9.600,
0.120,4.500,0,20,220.000,1732.260,22.600,208.100,92.160,9.760,
0.120,4.500,1,20,252.000,1919.030,29.000,240.000,151.270,10.180,
0.120,4.500,2,20,252.000,1760.080,25.100,240.000,124.090,10.960,
0.120,4.500,3,20,250.000,1931.230,22.600,240.000,124.510,9.700,
0.120,4.500,4,20,250.000,2035.200,22.600,240.000,118.970,10.110,
0.120,4.500,5,20,252.000,1835.090,22.700,240.000,144.090,9.770,
0.120,4.500,6,20,251.000,1941.750,23.000,240.000,134.120,11.220,
0.120,4.500,7,20,250.000,1654.850,22.500,240.000,115.650,9.440,
0.120,4.500,8,20,250.000,1480.540,27.200,240.000,121.220,9.170,
0.120,4.500,9,20,249.000,1774.270,22.500,240.000,118.570,10.120,
0.120,5.000,0,20,229.000,1732.260,25.100,218.000,96.360,9.090,
0.120,5.000,1,20,252.000,1919.030,27.100,240.000,158.330,9.960,
0.120,5.000,2,20,252.000,1760.080,28.600,240.000,133.220,11.400,
0.120,5.000,3,20,250.000,1931.230,27.400,240.000,130.220,10.110,
0.120,5.000,4,20,253.000,2035.200,25.300,240.000,131.110,9.930,
0.120,5.000,5,20,252.000,1835.090,25.200,240.000,148.980,9.860,
0.120,5.000,6,20,251.000,1941.750,25.000,240.000,137.900,11.050,
0.120,5.000,7,20,250.000,1654.850,25.000,240.000,118.890,9.640,
0.120,5.000,8,20,250.000,1480.540,27.000,240.000,134.020,9.420,
0.120,5.000,9,20,252.000,1774.270,29.400,240.000,132.920,9.490,
0.120,5.500,0,20,243.000,1732.260,27.600,233.600,113.590,9.740,
0.120,5.500,1,20,252.000,1919.030,27.900,240.000,163.840,9.880,
0.120,5.500,2,20,252.000,1760.080,30.300,240.000,137.540,10.880,
0.120,5.500,3,20,250.000,1931.230,29.000,240.000,133.680,10.230,
0.120,5.500,4,20,253.000,2035.200,27.600,240.000,139.910,10.480,
0.120,5.500,5,20,252.000,1835.090,28.200,240.000,162.120,9.910,
0.120,5.500,6,20,251.000,1941.750,27.500,240.000,145.510,10.970,
0.120,5.500,7,20,250.000,1654.850,27.500,240.000,125.370,9.360,
0.120,5.500,8,20,250.000,1480.540,27.800,240.000,139.230,9.520,
0.120,5.500,9,20,252.000,1774.270,31.100,240.000,136.550,9.720,
0.120,6.000,0,20,251.000,1732.260,30.100,240.000,116.820,9.980,
0.120,6.000,1,20,252.000,1919.030,30.600,240.000,169.610,10.760,
0.120,6.000,2,20,252.000,1760.080,32.400,240.000,138.750,11.630,
0.120,6.000,3,20,250.000,1931.230,37.300,240.000,142.840,10.020,
0.120,6.000,4,20,253.000,2035.200,30.300,240.000,151.110,10.310,
0.120,6.000,5,20,252.000,1835.090,40.400,240.000,170.750,9.580,
0.120,6.000,6,20,252.000,1941.750,30.000,240.000,154.690,11.050,
0.120,6.000,7,20,253.000,1654.850,30.000,240.000,146.440,9.380,
0.120,6.000,8,20,251.000,1480.540,30.400,240.000,157.740,9.280,
0.120,6.000,9,20,252.000,1774.270,33.900,240.000,145.500,9.260,
0.120,6.500,0,20,251.000,1732.260,35.200,240.000,127.910,9.690,
0.120,6.500,1,20,252.000,1919.030,36.900,240.000,175.340,10.410,
0.120,6.500,2,20,252.000,1760.080,34.200,240.000,141.340,11.260,
0.120,6.500,3,20,253.000,1931.230,40.800,240.000,160.320,9.780,
0.120,6.500,4,20,253.000,2035.200,32.600,240.000,157.930,10.020,
0.120,6.500,5,20,252.000,1835.090,42.900,240.000,176.360,10.020,
0.120,6.500,6,20,252.000,1941.750,33.000,240.000,166.300,11.330,
0.120,6.500,7,20,253.000,1654.850,32.500,240.000,149.160,9.630,
0.120,6.500,8,20,250.000,1480.540,32.800,240.000,153.750,9.280,
0.120,6.500,9,20,252.000,1774.270,32.500,240.000,158.060,10.150,
0.120,7.000,0,20,251.000,1732.260,35.000,240.000,129.420,9.730,
0.120,7.000,1,20,252.000,1919.030,39.300,240.000,178.590,10.100,
0.120,7.000,2,20,252.000,1760.080,38.900,240.000,143.510,11.720,
0.120,7.000,3,20,253.000,1931.230,37.900,240.000,162.880,10.090,
0.120,7.000,4,20,253.000,2035.200,42.800,240.000,163.310,10.170,
0.120,7.000,5,20,252.000,1835.090,35.800,240.000,177.490,9.710,
0.120,7.000,6,20,252.000,1941.750,35.500,240.000,173.220,11.350,
0.120,7.000,7,20,253.000,1654.850,35.000,240.000,152.530,9.830,
0.120,7.000,8,20,253.000,1480.540,35.300,240.000,178.450,9.280,
0.120,7.000,9,20,252.000,1774.270,35.100,240.000,161.590,9.900,
