I_U,T_INT,seed,nodes_completed,sim_duration_s,total_survey_time_s,fleet_distance_m,conv_time_min_s,conv_time_max_s,conv_time_mean_s,wall_time_s,error
0.050,4.000,7,30,119.000,119.000,1933.880,20.000,80.300,30.410,6.830,
0.050,4.000,8,30,120.000,120.000,1694.860,20.000,59.600,26.270,6.580,
0.050,4.000,9,30,108.000,108.000,1999.770,20.000,45.800,28.560,6.810,
0.050,4.500,0,30,127.000,127.000,2159.170,22.500,63.700,28.790,7.380,
0.050,4.500,1,30,129.000,129.000,1865.200,22.500,87.200,35.550,6.830,
0.050,4.500,2,30,118.000,118.000,1953.500,22.500,61.900,29.000,6.370,
0.050,4.500,3,30,112.000,112.000,1881.570,22.500,70.600,34.240,6.850,
0.050,4.500,4,30,139.000,139.000,1833.260,22.500,80.400,34.660,6.700,
0.050,4.500,5,30,141.000,141.000,2086.320,22.500,73.700,41.960,6.710,
0.050,4.500,6,30,151.000,151.000,2003.600,22.500,87.100,37.610,7.200,
0.050,4.500,7,30,124.000,124.000,1934.030,22.500,91.000,34.410,6.950,
0.050,4.500,8,30,121.000,121.000,1713.350,22.500,60.700,29.190,6.540,
0.050,4.500,9,30,129.000,129.000,1989.790,22.500,75.500,30.630,6.950,
0.050,5.000,0,30,135.000,135.000,2177.790,25.000,68.900,33.590,7.470,
0.050,5.000,1,30,131.000,131.000,1857.580,25.000,86.500,39.900,6.700,
0.050,5.000,2,30,114.000,114.000,1932.940,25.000,60.200,33.650,7.070,
0.050,5.000,3,30,123.000,123.000,1888.380,25.000,72.500,38.700,6.780,
0.050,5.000,4,30,141.000,141.000,1833.260,25.000,81.500,37.050,6.520,
0.050,5.000,5,30,159.000,159.000,2086.320,25.000,80.600,45.420,7.130,
0.050,5.000,6,30,161.000,161.000,1968.650,25.000,91.500,40.620,6.690,
0.050,5.000,7,30,137.000,137.000,1888.260,25.000,95.600,39.300,6.650,
0.050,5.000,8,30,121.000,121.000,1696.280,25.000,58.600,32.340,6.370,
0.050,5.000,9,30,131.000,131.000,1987.440,25.000,78.900,34.660,7.150,
0.050,5.500,0,30,143.000,143.000,2136.460,27.500,70.500,37.660,6.810,
0.050,5.500,1,30,134.000,134.000,1860.990,27.500,92.600,43.170,6.570,
0.050,5.500,2,30,132.000,132.000,1977.610,27.500,72.500,37.080,6.790,
0.050,5.500,3,30,136.000,136.000,1888.490,27.500,84.300,43.430,7.290,
0.050,5.500,4,30,147.000,147.000,1846.430,27.500,86.900,41.180,7.560,
0.050,5.500,5,30,162.000,162.000,2086.320,27.500,87.800,47.600,7.310,
0.050,5.500,6,30,173.000,173.000,1984.990,27.500,99.200,44.160,7.340,
0.050,5.500,7,30,133.000,133.000,1858.840,27.500,100.100,44.200,6.250,
0.050,5.500,8,30,120.000,120.000,1717.510,27.500,92.900,35.900,7.120,
0.050,5.500,9,30,133.000,133.000,1987.430,27.500,79.900,36.830,6.520,
0.050,6.000,0,30,145.000,145.000,2126.360,30.000,73.700,38.540,7.010,
0.050,6.000,1,30,133.000,133.000,1871.460,30.000,98.600,44.670,6.870,
0.050,6.000,2,30,140.000,140.000,1904.210,30.000,76.000,41.000,6.860,
0.050,6.000,3,30,140.000,140.000,1902.430,30.000,87.200,45.480,6.870,
0.050,6.000,4,30,157.000,157.000,1859.270,30.000,94.900,44.680,7.020,
0.050,6.000,5,30,161.000,161.000,2099.160,30.000,100.000,50.310,7.580,
0.050,6.000,6,30,150.000,150.000,2019.920,30.000,100.400,45.550,7.290,
0.050,6.000,7,30,131.000,131.000,1848.560,30.000,105.000,46.340,6.670,
0.050,6.000,8,30,139.000,139.000,1650.190,30.000,99.700,43.280,6.510,
0.050,6.000,9,30,153.000,153.000,1929.880,30.000,82.700,44.010,6.990,
0.050,6.500,0,30,147.000,147.000,2142.840,32.500,79.000,41.310,7.120,
0.050,6.500,1,30,211.000,211.000,1865.870,32.500,120.200,53.190,6.580,
0.050,6.500,2,30,147.000,147.000,1911.860,32.500,84.500,43.460,6.910,
0.050,6.500,3,30,206.000,206.000,1899.460,32.500,122.800,53.870,7.060,
0.050,6.500,4,30,159.000,159.000,1865.510,32.500,93.400,47.970,6.920,
0.050,6.500,5,30,212.000,212.000,2134.460,32.500,108.100,54.760,7.530,
0.050,6.500,6,30,184.000,184.000,2013.270,32.500,104.200,51.030,7.110,
0.050,6.500,7,30,133.000,133.000,1871.540,32.500,109.300,48.690,6.780,
0.050,6.500,8,30,157.000,157.000,1618.140,32.500,105.500,48.240,6.950,
0.050,6.500,9,30,154.000,154.000,2054.340,32.500,86.300,48.160,7.120,
0.050,7.000,0,30,141.000,141.000,2098.020,35.000,84.200,43.700,7.040,
0.050,7.000,1,30,223.000,223.000,1880.100,35.000,130.300,54.690,6.670,
0.050,7.000,2,30,155.000,155.000,1911.860,35.000,82.300,46.670,6.990,
0.050,7.000,3,30,195.000,195.000,1899.460,35.000,128.100,56.560,7.290,
0.050,7.000,4,30,175.000,175.000,1880.810,35.000,108.300,52.780,7.150,
0.050,7.000,5,30,171.000,171.000,2148.490,35.000,110.200,55.280,7.060,
0.050,7.000,6,30,177.000,177.000,2060.430,35.000,135.200,56.240,7.100,
0.050,7.000,7,30,179.000,179.000,1871.540,35.000,116.100,51.440,6.900,
0.050,7.000,8,30,169.000,169.000,1611.190,35.000,109.900,51.950,6.910,
0.050,7.000,9,30,165.000,165.000,1981.180,35.000,91.900,52.660,7.190,
0.060,3.000,0,30,88.000,88.000,2176.440,15.000,49.700,20.230,7.110,
0.060,3.000,1,30,97.000,97.000,1883.990,15.000,63.800,25.520,6.500,
0.060,3.000,2,30,85.000,85.000,1872.900,15.000,44.400,22.200,7.200,
0.060,3.000,3,30,94.000,94.000,1884.770,15.000,45.200,23.400,6.800,
0.060,3.000,4,30,75.000,75.000,1825.070,15.000,40.400,20.850,6.450,
0.060,3.000,5,30,93.000,93.000,2095.620,15.000,59.300,24.000,8.080,
0.060,3.000,6,30,80.000,80.000,2014.210,15.000,46.400,22.240,7.000,
0.060,3.000,7,30,74.000,74.000,1866.550,15.000,65.100,21.050,7.240,
0.060,3.000,8,30,108.000,108.000,1677.280,15.000,53.300,22.390,7.430,
0.060,3.000,9,30,99.000,99.000,1987.310,15.000,42.600,21.940,7.320,
0.060,3.500,0,30,90.000,90.000,2176.440,17.500,52.000,22.160,7.560,
0.060,3.500,1,30,106.000,106.000,1876.490,17.500,69.700,29.550,6.640,
0.060,3.500,2,30,90.000,90.000,1940.520,17.500,52.800,22.950,6.580,
0.060,3.500,3,30,105.000,105.000,1936.050,17.500,49.000,28.450,7.140,
0.060,3.500,4,30,127.000,127.000,1853.390,17.500,70.300,25.450,6.710,
0.060,3.500,5,30,102.000,102.000,2091.270,17.500,65.200,28.560,7.020,
0.060,3.500,6,30,114.000,114.000,2027.290,17.500,66.300,28.390,7.310,
0.060,3.500,7,30,106.000,106.000,1823.890,17.500,73.500,28.740,6.900,
0.060,3.500,8,30,112.000,112.000,1666.280,17.500,57.500,25.500,7.140,
0.060,3.500,9,30,106.000,106.000,2003.440,17.500,46.800,25.540,7.130,
0.060,4.000,0,30,116.000,116.000,2183.250,20.000,59.200,27.100,7.000,
0.060,4.000,1,30,119.000,119.000,1873.190,20.000,80.900,32.820,7.270,
0.060,4.000,2,30,119.000,119.000,1944.710,20.000,65.400,26.410,7.110,
0.060,4.000,3,30,119.000,119.000,1892.900,20.000,60.400,31.600,7.450,
0.060,4.000,4,30,134.000,134.000,1830.120,20.000,76.700,29.900,7.260,
0.060,4.000,5,30,110.000,110.000,2094.500,20.000,70.700,32.130,7.220,
0.060,4.000,6,30,144.000,144.000,1977.370,20.000,79.000,32.070,6.900,
0.060,4.000,7,30,119.000,119.000,1933.880,20.000,80.300,30.410,7.020,
0.060,4.000,8,30,120.000,120.000,1694.860,20.000,59.600,26.270,6.650,
0.060,4.000,9,30,108.000,108.000,1999.770,20.000,45.800,28.560,7.100,
0.060,4.500,0,30,127.000,127.000,2159.170,22.500,63.700,28.790,7.740,
0.060,4.500,1,30,129.000,129.000,1865.200,22.500,87.200,35.550,7.160,
0.060,4.500,2,30,118.000,118.000,1953.500,22.500,61.900,29.000,7.340,
0.060,4.500,3,30,112.000,112.000,1881.570,22.500,70.600,34.240,7.170,
0.060,4.500,4,30,139.000,139.000,1833.260,22.500,80.400,34.660,6.810,
0.060,4.500,5,30,141.000,141.000,2086.320,22.500,73.700,41.960,7.410,
0.060,4.500,6,30,151.000,151.000,2003.600,22.500,87.100,37.610,7.470,
0.060,4.500,7,30,124.000,124.000,1934.030,22.500,91.000,34.410,7.210,
0.060,4.500,8,30,121.000,121.000,1713.350,22.500,60.700,29.190,7.150,
0.060,4.500,9,30,129.000,129.000,1989.790,22.500,75.500,30.630,7.250,
0.060,5.000,0,30,135.000,135.000,2177.790,25.000,68.900,33.590,7.080,
0.060,5.000,1,30,131.000,131.000,1857.580,25.000,86.500,39.900,6.960,
0.060,5.000,2,30,114.000,114.000,1932.940,25.000,60.200,33.650,7.130,
0.060,5.000,3,30,123.000,123.000,1888.380,25.000,72.500,38.700,7.490,
0.060,5.000,4,30,141.000,141.000,1833.260,25.000,81.500,37.050,6.920,
0.060,5.000,5,30,159.000,159.000,2086.320,25.000,80.600,45.420,7.800,
0.060,5.000,6,30,161.000,161.000,1968.650,25.000,91.500,40.620,7.120,
0.060,5.000,7,30,137.000,137.000,1888.260,25.000,95.600,39.300,6.610,
0.060,5.000,8,30,121.000,121.000,1696.280,25.000,58.600,32.340,6.910,
0.060,5.000,9,30,131.000,131.000,1987.440,25.000,78.900,34.660,7.380,
0.060,5.500,0,30,143.000,143.000,2136.460,27.500,70.500,37.660,7.400,
0.060,5.500,1,30,134.000,134.000,1860.990,27.500,92.600,43.170,7.710,
0.060,5.500,2,30,132.000,132.000,1977.610,27.500,72.500,37.080,7.740,
0.060,5.500,3,30,136.000,136.000,1888.490,27.500,84.300,43.430,7.240,
0.060,5.500,4,30,147.000,147.000,1846.430,27.500,86.900,41.180,7.400,
0.060,5.500,5,30,162.000,162.000,2086.320,27.500,87.800,47.600,7.730,
0.060,5.500,6,30,173.000,173.000,1984.990,27.500,99.200,44.160,7.520,
0.060,5.500,7,30,133.000,133.000,1858.840,27.500,100.100,44.200,7.460,
0.060,5.500,8,30,120.000,120.000,1717.510,27.500,92.900,35.900,7.280,
0.060,5.500,9,30,133.000,133.000,1987.430,27.500,79.900,36.830,7.410,
0.060,6.000,0,30,145.000,145.000,2126.360,30.000,73.700,38.540,7.390,
0.060,6.000,1,30,133.000,133.000,1871.460,30.000,98.600,44.670,7.490,
0.060,6.000,2,30,140.000,140.000,1904.210,30.000,76.000,41.000,6.980,
0.060,6.000,3,30,140.000,140.000,1902.430,30.000,87.200,45.480,7.410,
0.060,6.000,4,30,157.000,157.000,1859.270,30.000,94.900,44.680,7.270,
0.060,6.000,5,30,161.000,161.000,2099.160,30.000,100.000,50.310,7.850,
0.060,6.000,6,30,150.000,150.000,2019.920,30.000,100.400,45.550,7.380,
0.060,6.000,7,30,131.000,131.000,1848.560,30.000,105.000,46.340,7.450,
0.060,6.000,8,30,139.000,139.000,1650.190,30.000,99.700,43.280,6.800,
0.060,6.000,9,30,153.000,153.000,1929.880,30.000,82.700,44.010,6.970,
0.060,6.500,0,30,147.000,147.000,2142.840,32.500,79.000,41.310,7.140,
0.060,6.500,1,30,211.000,211.000,1865.870,32.500,120.200,53.190,7.520,
0.060,6.500,2,30,147.000,147.000,1911.860,32.500,84.500,43.460,7.220,
0.060,6.500,3,30,206.000,206.000,1899.460,32.500,122.800,53.870,7.570,
0.060,6.500,4,30,159.000,159.000,1865.510,32.500,93.400,47.970,6.870,
0.060,6.500,5,30,212.000,212.000,2134.460,32.500,108.100,54.760,7.320,
0.060,6.500,6,30,184.000,184.000,2013.270,32.500,104.200,51.030,7.430,
0.060,6.500,7,30,133.000,133.000,1871.540,32.500,109.300,48.690,7.240,
0.060,6.500,8,30,157.000,157.000,1618.140,32.500,105.500,48.240,7.360,
0.060,6.500,9,30,154.000,154.000,2054.340,32.500,86.300,48.160,7.390,
0.060,7.000,0,30,141.000,141.000,2098.020,35.000,84.200,43.700,7.430,
0.060,7.000,1,30,223.000,223.000,1880.100,35.000,130.300,54.690,7.490,
0.060,7.000,2,30,155.000,155.000,1911.860,35.000,82.300,46.670,6.710,
0.060,7.000,3,30,195.000,195.000,1899.460,35.000,128.100,56.560,7.870,
0.060,7.000,4,30,175.000,175.000,1880.810,35.000,108.300,52.780,7.420,
0.060,7.000,5,30,171.000,171.000,2148.490,35.000,110.200,55.280,7.460,
0.060,7.000,6,30,177.000,177.000,2060.430,35.000,135.200,56.240,7.950,
0.060,7.000,7,30,179.000,179.000,1871.540,35.000,116.100,51.440,6.850,
0.060,7.000,8,30,169.000,169.000,1611.190,35.000,109.900,51.950,6.650,
0.060,7.000,9,30,165.000,165.000,1981.180,35.000,91.900,52.660,7.020,
0.070,3.000,0,30,88.000,88.000,2176.440,15.000,49.700,20.230,7.630,
0.070,3.000,1,30,97.000,97.000,1883.990,15.000,63.800,25.520,7.110,
0.070,3.000,2,30,85.000,85.000,1872.900,15.000,44.400,22.200,6.910,
0.070,3.000,3,30,94.000,94.000,1884.770,15.000,45.200,23.400,7.260,
0.070,3.000,4,30,75.000,75.000,1825.070,15.000,40.400,20.850,7.480,
0.070,3.000,5,30,93.000,93.000,2095.620,15.000,59.300,24.000,7.500,
0.070,3.000,6,30,80.000,80.000,2014.210,15.000,46.400,22.240,7.460,
0.070,3.000,7,30,74.000,74.000,1866.550,15.000,65.100,21.050,6.820,
0.070,3.000,8,30,108.000,108.000,1677.280,15.000,53.300,22.390,7.010,
0.070,3.000,9,30,99.000,99.000,1987.310,15.000,42.600,21.940,7.660,
0.070,3.500,0,30,90.000,90.000,2176.440,17.500,52.000,22.160,7.250,
0.070,3.500,1,30,106.000,106.000,1876.490,17.500,69.700,29.550,6.980,
0.070,3.500,2,30,90.000,90.000,1940.520,17.500,52.800,22.950,7.110,
0.070,3.500,3,30,105.000,105.000,1936.050,17.500,49.000,28.450,7.490,
0.070,3.500,4,30,127.000,127.000,1853.390,17.500,70.300,25.450,7.140,
0.070,3.500,5,30,102.000,102.000,2091.270,17.500,65.200,28.560,7.540,
0.070,3.500,6,30,114.000,114.000,2027.290,17.500,66.300,28.390,7.710,
0.070,3.500,7,30,106.000,106.000,1823.890,17.500,73.500,28.740,7.020,
0.070,3.500,8,30,112.000,112.000,1666.280,17.500,57.500,25.500,7.150,
0.070,3.500,9,30,106.000,106.000,2003.440,17.500,46.800,25.540,7.420,
0.070,4.000,0,30,116.000,116.000,2183.250,20.000,59.200,27.100,7.260,
0.070,4.000,1,30,119.000,119.000,1873.190,20.000,80.900,32.820,7.270,
0.070,4.000,2,30,119.000,119.000,1944.710,20.000,65.400,26.410,7.040,
0.070,4.000,3,30,119.000,119.000,1892.900,20.000,60.400,31.600,7.180,
0.070,4.000,4,30,134.000,134.000,1830.120,20.000,76.700,29.900,7.250,
0.070,4.000,5,30,110.000,110.000,2094.500,20.000,70.700,32.130,8.020,
0.070,4.000,6,30,144.000,144.000,1977.370,20.000,79.000,32.070,7.170,
0.070,4.000,7,30,119.000,119.000,1933.880,20.000,80.300,30.410,7.080,
0.070,4.000,8,30,120.000,120.000,1694.860,20.000,59.600,26.270,7.040,
0.070,4.000,9,30,108.000,108.000,1999.770,20.000,45.800,28.560,7.600,
0.070,4.500,0,30,127.000,127.000,2159.170,22.500,63.700,28.790,7.930,
0.070,4.500,1,30,129.000,129.000,1865.200,22.500,87.200,35.550,7.460,
0.070,4.500,2,30,118.000,118.000,1953.500,22.500,61.900,29.000,6.940,
0.070,4.500,3,30,112.000,112.000,1881.570,22.500,70.600,34.240,7.510,
0.070,4.500,4,30,139.000,139.000,1833.260,22.500,80.400,34.660,7.400,
0.070,4.500,5,30,141.000,141.000,2086.320,22.500,73.700,41.960,7.270,
0.070,4.500,6,30,151.000,151.000,2003.600,22.500,87.100,37.610,7.280,
0.070,4.500,7,30,124.000,124.000,1934.030,22.500,91.000,34.410,7.110,
0.070,4.500,8,30,121.000,121.000,1713.350,22.500,60.700,29.190,6.990,
0.070,4.500,9,30,129.000,129.000,1989.790,22.500,75.500,30.630,7.420,
0.070,5.000,0,30,135.000,135.000,2177.790,25.000,68.900,33.590,7.700,
0.070,5.000,1,30,131.000,131.000,1857.580,25.000,86.500,39.900,7.510,
0.070,5.000,2,30,114.000,114.000,1932.940,25.000,60.200,33.650,7.140,
0.070,5.000,3,30,123.000,123.000,1888.380,25.000,72.500,38.700,7.390,
0.070,5.000,4,30,141.000,141.000,1833.260,25.000,81.500,37.050,6.900,
0.070,5.000,5,30,159.000,159.000,2086.320,25.000,80.600,45.420,7.370,
0.070,5.000,6,30,161.000,161.000,1968.650,25.000,91.500,40.620,7.290,
0.070,5.000,7,30,137.000,137.000,1888.260,25.000,95.600,39.300,6.480,
0.070,5.000,8,30,121.000,121.000,1696.280,25.000,58.600,32.340,7.070,
0.070,5.000,9,30,131.000,131.000,1987.440,25.000,78.900,34.660,7.340,
0.070,5.500,0,30,143.000,143.000,2136.460,27.500,70.500,37.660,7.320,
0.070,5.500,1,30,134.000,134.000,1860.990,27.500,92.600,43.170,7.180,
0.070,5.500,2,30,132.000,132.000,1977.610,27.500,72.500,37.080,7.570,
0.070,5.500,3,30,136.000,136.000,1888.490,27.500,84.300,43.430,7.490,
0.070,5.500,4,30,147.000,147.000,1846.430,27.500,86.900,41.180,7.160,
0.070,5.500,5,30,162.000,162.000,2086.320,27.500,87.800,47.600,7.990,
0.070,5.500,6,30,173.000,173.000,1984.990,27.500,99.200,44.160,7.420,
0.070,5.500,7,30,133.000,133.000,1858.840,27.500,100.100,44.200,6.740,
0.070,5.500,8,30,120.000,120.000,1717.510,27.500,92.900,35.900,6.860,
0.070,5.500,9,30,133.000,133.000,1987.430,27.500,79.900,36.830,7.550,
0.070,6.000,0,30,145.000,145.000,2126.360,30.000,73.700,38.540,7.330,
0.070,6.000,1,30,133.000,133.000,1871.460,30.000,98.600,44.670,7.600,
0.070,6.000,2,30,140.000,140.000,1904.210,30.000,76.000,41.000,7.050,
0.070,6.000,3,30,140.000,140.000,1902.430,30.000,87.200,45.480,7.120,
0.070,6.000,4,30,157.000,157.000,1859.270,30.000,94.900,44.680,7.060,
0.070,6.000,5,30,161.000,161.000,2099.160,30.000,100.000,50.310,7.630,
0.070,6.000,6,30,150.000,150.000,2019.920,30.000,100.400,45.550,7.770,
0.070,6.000,7,30,131.000,131.000,1848.560,30.000,105.000,46.340,7.100,
0.070,6.000,8,30,139.000,139.000,1650.190,30.000,99.700,43.280,7.410,
0.070,6.000,9,30,153.000,153.000,1929.880,30.000,82.700,44.010,8.020,
0.070,6.500,0,30,147.000,147.000,2142.840,32.500,79.000,41.310,7.700,
0.070,6.500,1,30,211.000,211.000,1865.870,32.500,120.200,53.190,7.360,
0.070,6.500,2,30,147.000,147.000,1911.860,32.500,84.500,43.460,7.140,
0.070,6.500,3,30,206.000,206.000,1899.460,32.500,122.800,53.870,7.740,
0.070,6.500,4,30,159.000,159.000,1865.510,32.500,93.400,47.970,7.440,
0.070,6.500,5,30,212.000,212.000,2134.460,32.500,108.100,54.760,7.970,
0.070,6.500,6,30,184.000,184.000,2013.270,32.500,104.200,51.030,7.680,
0.070,6.500,7,30,133.000,133.000,1871.540,32.500,109.300,48.690,7.430,
0.070,6.500,8,30,157.000,157.000,1618.140,32.500,105.500,48.240,7.280,
0.070,6.500,9,30,154.000,154.000,2054.340,32.500,86.300,48.160,7.650,
0.070,7.000,0,30,141.000,141.000,2098.020,35.000,84.200,43.700,7.270,
0.070,7.000,1,30,223.000,223.000,1880.100,35.000,130.300,54.690,7.660,
0.070,7.000,2,30,155.000,155.000,1911.860,35.000,82.300,46.670,7.190,
0.070,7.000,3,30,195.000,195.000,1899.460,35.000,128.100,56.560,7.510,
0.070,7.000,4,30,175.000,175.000,1880.810,35.000,108.300,52.780,7.630,
0.070,7.000,5,30,171.000,171.000,2148.490,35.000,110.200,55.280,7.780,
0.070,7.000,6,30,177.000,177.000,2060.430,35.000,135.200,56.240,7.650,
0.070,7.000,7,30,179.000,179.000,1871.540,35.000,116.100,51.440,7.010,
0.070,7.000,8,30,169.000,169.000,1611.190,35.000,109.900,51.950,6.480,
0.070,7.000,9,30,165.000,165.000,1981.180,35.000,91.900,52.660,8.020,
0.080,3.000,0,30,88.000,88.000,2176.440,15.000,49.700,20.230,7.810,
0.080,3.000,1,30,97.000,97.000,1883.990,15.000,63.800,25.520,6.940,
0.080,3.000,2,30,85.000,85.000,1872.900,15.000,44.400,22.200,7.330,
0.080,3.000,3,30,94.000,94.000,1884.770,15.000,45.200,23.400,7.570,
0.080,3.000,4,30,75.000,75.000,1825.070,15.000,40.400,20.850,7.190,
0.080,3.000,5,30,93.000,93.000,2095.620,15.000,59.300,24.000,7.350,
0.080,3.000,6,30,80.000,80.000,2014.210,15.000,46.400,22.240,7.610,
0.080,3.000,7,30,74.000,74.000,1866.550,15.000,65.100,21.050,6.990,
0.080,3.000,8,30,108.000,108.000,1677.280,15.000,53.300,22.390,7.170,
0.080,3.000,9,30,99.000,99.000,1987.310,15.000,42.600,21.940,8.050,
0.080,3.500,0,30,90.000,90.000,2176.440,17.500,52.000,22.160,7.440,
0.080,3.500,1,30,106.000,106.000,1876.490,17.500,69.700,29.550,7.400,
0.080,3.500,2,30,90.000,90.000,1940.520,17.500,52.800,22.950,7.240,
0.080,3.500,3,30,105.000,105.000,1936.050,17.500,49.000,28.450,7.280,
0.080,3.500,4,30,127.000,127.000,1853.390,17.500,70.300,25.450,7.650,
0.080,3.500,5,30,102.000,102.000,2091.270,17.500,65.200,28.560,7.730,
0.080,3.500,6,30,114.000,114.000,2027.290,17.500,66.300,28.390,7.520,
0.080,3.500,7,30,106.000,106.000,1823.890,17.500,73.500,28.740,7.040,
0.080,3.500,8,30,112.000,112.000,1666.280,17.500,57.500,25.500,7.380,
0.080,3.500,9,30,106.000,106.000,2003.440,17.500,46.800,25.540,8.200,
0.080,4.000,0,30,116.000,116.000,2183.250,20.000,59.200,27.100,7.750,
0.080,4.000,1,30,119.000,119.000,1873.190,20.000,80.900,32.820,8.070,
0.080,4.000,2,30,119.000,119.000,1944.710,20.000,65.400,26.410,7.720,
0.080,4.000,3,30,119.000,119.000,1892.900,20.000,60.400,31.600,7.340,
0.080,4.000,4,30,134.000,134.000,1830.120,20.000,76.700,29.900,7.560,
0.080,4.000,5,30,110.000,110.000,2094.500,20.000,70.700,32.130,7.390,
0.080,4.000,6,30,144.000,144.000,1977.370,20.000,79.000,32.070,7.800,
0.080,4.000,7,30,119.000,119.000,1933.880,20.000,80.300,30.410,7.160,
0.080,4.000,8,30,120.000,120.000,1694.860,20.000,59.600,26.270,7.570,
0.080,4.000,9,30,108.000,108.000,1999.770,20.000,45.800,28.560,7.790,
0.080,4.500,0,30,127.000,127.000,2159.170,22.500,63.700,28.790,8.130,
0.080,4.500,1,30,129.000,129.000,1865.200,22.500,87.200,35.550,7.520,
0.080,4.500,2,30,118.000,118.000,1953.500,22.500,61.900,29.000,7.270,
0.080,4.500,3,30,112.000,112.000,1881.570,22.500,70.600,34.240,7.610,
0.080,4.500,4,30,139.000,139.000,1833.260,22.500,80.400,34.660,7.550,
0.080,4.500,5,30,141.000,141.000,2086.320,22.500,73.700,41.960,7.490,
0.080,4.500,6,30,151.000,151.000,2003.600,22.500,87.100,37.610,7.480,
0.080,4.500,7,30,124.000,124.000,1934.030,22.500,91.000,34.410,7.800,
0.080,4.500,8,30,121.000,121.000,1713.350,22.500,60.700,29.190,7.810,
0.080,4.500,9,30,129.000,129.000,1989.790,22.500,75.500,30.630,7.760,
0.080,5.000,0,30,135.000,135.000,2177.790,25.000,68.900,33.590,7.720,
0.080,5.000,1,30,131.000,131.000,1857.580,25.000,86.500,39.900,7.670,
0.080,5.000,2,30,114.000,114.000,1932.940,25.000,60.200,33.650,7.600,
0.080,5.000,3,30,123.000,123.000,1888.380,25.000,72.500,38.700,7.240,
0.080,5.000,4,30,141.000,141.000,1833.260,25.000,81.500,37.050,7.360,
0.080,5.000,5,30,159.000,159.000,2086.320,25.000,80.600,45.420,8.140,
0.080,5.000,6,30,161.000,161.000,1968.650,25.000,91.500,40.620,7.510,
0.080,5.000,7,30,137.000,137.000,1888.260,25.000,95.600,39.300,7.450,
0.080,5.000,8,30,121.000,121.000,1696.280,25.000,58.600,32.340,7.280,
0.080,5.000,9,30,131.000,131.000,1987.440,25.000,78.900,34.660,7.690,
0.080,5.500,0,30,143.000,143.000,2136.460,27.500,70.500,37.660,7.570,
0.080,5.500,1,30,134.000,134.000,1860.990,27.500,92.600,43.170,7.350,
0.080,5.500,2,30,132.000,132.000,1977.610,27.500,72.500,37.080,8.010,
0.080,5.500,3,30,136.000,136.000,1888.490,27.500,84.300,43.430,7.580,
0.080,5.500,4,30,147.000,147.000,1846.430,27.500,86.900,41.180,7.690,
0.080,5.500,5,30,162.000,162.000,2086.320,27.500,87.800,47.600,8.440,
0.080,5.500,6,30,173.000,173.000,1984.990,27.500,99.200,44.160,7.540,
0.080,5.500,7,30,133.000,133.000,1858.840,27.500,100.100,44.200,7.450,
0.080,5.500,8,30,120.000,120.000,1717.510,27.500,92.900,35.900,7.320,
