I_U,T_INT,seed,nodes_completed,sim_duration_s,total_survey_time_s,fleet_distance_m,conv_time_min_s,conv_time_max_s,conv_time_mean_s,wall_time_s,error
0.050,5.500,3,30,136.000,136.000,1888.490,27.500,84.300,43.430,4.650,
0.050,5.500,4,30,147.000,147.000,1846.430,27.500,86.900,41.180,4.640,
0.050,5.500,5,30,162.000,162.000,2086.320,27.500,87.800,47.600,4.840,
0.050,5.500,6,30,173.000,173.000,1984.990,27.500,99.200,44.160,4.710,
0.050,5.500,7,30,133.000,133.000,1858.840,27.500,100.100,44.200,4.480,
0.050,5.500,8,30,120.000,120.000,1717.510,27.500,92.900,35.900,4.580,
0.050,5.500,9,30,133.000,133.000,1987.430,27.500,79.900,36.830,4.590,
0.050,6.000,0,30,145.000,145.000,2126.360,30.000,73.700,38.540,4.660,
0.050,6.000,1,30,133.000,133.000,1871.460,30.000,98.600,44.670,4.550,
0.050,6.000,2,30,140.000,140.000,1904.210,30.000,76.000,41.000,4.480,
0.050,6.000,3,30,140.000,140.000,1902.430,30.000,87.200,45.480,4.680,
0.050,6.000,4,30,157.000,157.000,1859.270,30.000,94.900,44.680,4.600,
0.050,6.000,5,30,161.000,161.000,2099.160,30.000,100.000,50.310,4.760,
0.050,6.000,6,30,150.000,150.000,2019.920,30.000,100.400,45.550,4.710,
0.050,6.000,7,30,131.000,131.000,1848.560,30.000,105.000,46.340,4.440,
0.050,6.000,8,30,139.000,139.000,1650.190,30.000,99.700,43.280,4.510,
0.050,6.000,9,30,153.000,153.000,1929.880,30.000,82.700,44.010,4.660,
0.050,6.500,0,30,147.000,147.000,2142.840,32.500,79.000,41.310,4.770,
0.050,6.500,1,30,211.000,211.000,1865.870,32.500,120.200,53.190,4.540,
0.050,6.500,2,30,147.000,147.000,1911.860,32.500,84.500,43.460,4.700,
0.050,6.500,3,30,206.000,206.000,1899.460,32.500,122.800,53.870,4.710,
0.050,6.500,4,30,159.000,159.000,1865.510,32.500,93.400,47.970,4.660,
0.050,6.500,5,30,212.000,212.000,2134.460,32.500,108.100,54.760,4.910,
0.050,6.500,6,30,184.000,184.000,2013.270,32.500,104.200,51.030,4.780,
0.050,6.500,7,30,133.000,133.000,1871.540,32.500,109.300,48.690,4.600,
0.050,6.500,8,30,157.000,157.000,1618.140,32.500,105.500,48.240,4.550,
0.050,6.500,9,30,154.000,154.000,2054.340,32.500,86.300,48.160,4.790,
0.050,7.000,0,30,141.000,141.000,2098.020,35.000,84.200,43.700,4.720,
0.050,7.000,1,30,223.000,223.000,1880.100,35.000,130.300,54.690,4.690,
0.050,7.000,2,30,155.000,155.000,1911.860,35.000,82.300,46.670,4.660,
0.050,7.000,3,30,195.000,195.000,1899.460,35.000,128.100,56.560,4.850,
0.050,7.000,4,30,175.000,175.000,1880.810,35.000,108.300,52.780,4.740,
0.050,7.000,5,30,171.000,171.000,2148.490,35.000,110.200,55.280,4.950,
0.050,7.000,6,30,177.000,177.000,2060.430,35.000,135.200,56.240,4.820,
0.050,7.000,7,30,179.000,179.000,1871.540,35.000,116.100,51.440,4.590,
0.050,7.000,8,30,169.000,169.000,1611.190,35.000,109.900,51.950,4.470,
0.050,7.000,9,30,165.000,165.000,1981.180,35.000,91.900,52.660,4.700,
0.060,3.000,0,30,88.000,88.000,2176.440,15.000,49.700,20.230,4.870,
0.060,3.000,1,30,101.000,101.000,1883.990,15.000,67.700,26.250,4.590,
0.060,3.000,2,30,85.000,85.000,1872.900,15.000,44.400,22.200,4.580,
0.060,3.000,3,30,94.000,94.000,1884.770,15.000,45.200,23.400,4.610,
0.060,3.000,4,30,75.000,75.000,1825.070,15.000,40.400,20.850,4.590,
0.060,3.000,5,30,95.000,95.000,2095.620,15.000,59.300,24.210,4.870,
0.060,3.000,6,30,80.000,80.000,2014.210,15.000,46.400,22.240,4.720,
0.060,3.000,7,30,78.000,78.000,1866.550,15.000,69.800,21.210,4.460,
0.060,3.000,8,30,108.000,108.000,1677.280,15.000,53.300,22.390,4.490,
0.060,3.000,9,30,99.000,99.000,1987.310,15.000,42.600,21.940,4.900,
0.060,3.500,0,30,90.000,90.000,2176.440,17.500,52.000,22.160,4.860,
0.060,3.500,1,30,107.000,107.000,1876.490,17.500,71.000,29.640,4.660,
0.060,3.500,2,30,90.000,90.000,1940.520,17.500,52.800,22.950,4.670,
0.060,3.500,3,30,105.000,105.000,1936.050,17.500,49.000,28.450,4.820,
0.060,3.500,4,30,130.000,130.000,1853.390,17.500,73.100,25.540,4.640,
0.060,3.500,5,30,102.000,102.000,2091.270,17.500,65.200,28.560,4.880,
0.060,3.500,6,30,130.000,130.000,2027.290,17.500,93.400,29.510,4.770,
0.060,3.500,7,30,106.000,106.000,1823.890,17.500,77.200,28.860,4.490,
0.060,3.500,8,30,112.000,112.000,1666.280,17.500,57.500,25.500,4.540,
0.060,3.500,9,30,106.000,106.000,2003.440,17.500,46.800,25.540,4.800,
0.060,4.000,0,30,116.000,116.000,2183.250,20.000,59.200,27.100,4.890,
0.060,4.000,1,30,122.000,122.000,1873.190,20.000,83.300,32.910,4.640,
0.060,4.000,2,30,119.000,119.000,1944.710,20.000,65.400,26.410,4.630,
0.060,4.000,3,30,119.000,119.000,1892.900,20.000,60.400,31.600,4.770,
0.060,4.000,4,30,137.000,137.000,1830.120,20.000,79.200,29.980,4.630,
0.060,4.000,5,30,110.000,110.000,2094.500,20.000,70.700,32.140,4.810,
0.060,4.000,6,30,148.000,148.000,1977.370,20.000,82.200,32.180,4.730,
0.060,4.000,7,30,119.000,119.000,1933.880,20.000,87.500,30.650,4.640,
0.060,4.000,8,30,120.000,120.000,1694.860,20.000,59.600,26.270,4.540,
0.060,4.000,9,30,108.000,108.000,1999.770,20.000,45.800,28.560,4.880,
0.060,4.500,0,30,127.000,127.000,2159.170,22.500,63.700,28.790,4.930,
0.060,4.500,1,30,129.000,129.000,1865.200,22.500,87.200,35.550,4.750,
0.060,4.500,2,30,118.000,118.000,1953.500,22.500,61.900,29.000,4.720,
0.060,4.500,3,30,112.000,112.000,1881.570,22.500,70.600,34.240,4.790,
0.060,4.500,4,30,139.000,139.000,1833.260,22.500,80.800,34.670,4.630,
0.060,4.500,5,30,141.000,141.000,2086.320,22.500,73.700,41.960,4.800,
0.060,4.500,6,30,151.000,151.000,2003.600,22.500,87.100,37.610,4.830,
0.060,4.500,7,30,124.000,124.000,1934.030,22.500,92.400,34.450,4.680,
0.060,4.500,8,30,121.000,121.000,1713.350,22.500,60.700,29.190,4.650,
0.060,4.500,9,30,129.000,129.000,1989.790,22.500,75.500,30.630,4.800,
0.060,5.000,0,30,135.000,135.000,2177.790,25.000,68.900,33.590,4.890,
0.060,5.000,1,30,131.000,131.000,1857.580,25.000,86.500,39.900,4.720,
0.060,5.000,2,30,114.000,114.000,1932.940,25.000,60.200,33.650,4.700,
0.060,5.000,3,30,123.000,123.000,1888.380,25.000,72.500,38.700,4.790,
0.060,5.000,4,30,141.000,141.000,1833.260,25.000,81.500,37.050,4.630,
0.060,5.000,5,30,159.000,159.000,2086.320,25.000,80.600,45.420,4.920,
0.060,5.000,6,30,161.000,161.000,1968.650,25.000,91.500,40.620,4.800,
0.060,5.000,7,30,137.000,137.000,1888.260,25.000,96.000,39.310,4.600,
0.060,5.000,8,30,121.000,121.000,1696.280,25.000,58.600,32.340,4.560,
0.060,5.000,9,30,131.000,131.000,1987.440,25.000,78.900,34.660,4.770,
0.060,5.500,0,30,143.000,143.000,2136.460,27.500,70.500,37.660,4.860,
0.060,5.500,1,30,134.000,134.000,1860.990,27.500,92.600,43.170,4.700,
0.060,5.500,2,30,132.000,132.000,1977.610,27.500,72.500,37.080,4.720,
0.060,5.500,3,30,136.000,136.000,1888.490,27.500,84.300,43.430,4.770,
0.060,5.500,4,30,147.000,147.000,1846.430,27.500,86.900,41.180,4.720,
0.060,5.500,5,30,162.000,162.000,2086.320,27.500,87.800,47.600,4.980,
0.060,5.500,6,30,173.000,173.000,1984.990,27.500,99.200,44.160,4.860,
0.060,5.500,7,30,133.000,133.000,1858.840,27.500,100.100,44.200,4.610,
0.060,5.500,8,30,120.000,120.000,1717.510,27.500,92.900,35.900,4.750,
0.060,5.500,9,30,133.000,133.000,1987.430,27.500,79.900,36.830,4.760,
0.060,6.000,0,30,145.000,145.000,2126.360,30.000,73.700,38.540,4.850,
0.060,6.000,1,30,133.000,133.000,1871.460,30.000,98.600,44.670,4.750,
0.060,6.000,2,30,140.000,140.000,1904.210,30.000,76.000,41.000,4.690,
0.060,6.000,3,30,140.000,140.000,1902.430,30.000,87.200,45.480,4.860,
0.060,6.000,4,30,157.000,157.000,1859.270,30.000,94.900,44.680,4.770,
0.060,6.000,5,30,161.000,161.000,2099.160,30.000,100.000,50.310,4.970,
0.060,6.000,6,30,150.000,150.000,2019.920,30.000,100.400,45.550,4.950,
0.060,6.000,7,30,131.000,131.000,1848.560,30.000,105.000,46.340,4.650,
0.060,6.000,8,30,139.000,139.000,1650.190,30.000,99.700,43.280,4.730,
0.060,6.000,9,30,153.000,153.000,1929.880,30.000,82.700,44.010,4.820,
0.060,6.500,0,30,147.000,147.000,2142.840,32.500,79.000,41.310,4.900,
0.060,6.500,1,30,211.000,211.000,1865.870,32.500,120.200,53.190,4.740,
0.060,6.500,2,30,147.000,147.000,1911.860,32.500,84.500,43.460,4.740,
0.060,6.500,3,30,209.000,209.000,1899.460,32.500,122.800,53.970,4.940,
0.060,6.500,4,30,159.000,159.000,1865.510,32.500,93.400,47.970,4.800,
0.060,6.500,5,30,212.000,212.000,2134.460,32.500,108.100,54.760,5.080,
0.060,6.500,6,30,184.000,184.000,2013.270,32.500,104.200,51.030,4.910,
0.060,6.500,7,30,133.000,133.000,1871.540,32.500,109.300,48.690,4.720,
0.060,6.500,8,30,157.000,157.000,1618.140,32.500,105.500,48.240,4.660,
0.060,6.500,9,30,154.000,154.000,2054.340,32.500,86.300,48.160,4.920,
0.060,7.000,0,30,141.000,141.000,2098.020,35.000,84.200,43.700,4.900,
0.060,7.000,1,30,223.000,223.000,1880.100,35.000,130.300,54.690,4.880,
0.060,7.000,2,30,155.000,155.000,1911.860,35.000,82.300,46.670,4.840,
0.060,7.000,3,30,195.000,195.000,1899.460,35.000,128.100,56.560,5.060,
0.060,7.000,4,30,175.000,175.000,1880.810,35.000,108.300,52.780,4.960,
0.060,7.000,5,30,171.000,171.000,2148.490,35.000,110.200,55.280,5.200,
0.060,7.000,6,30,177.000,177.000,2060.430,35.000,138.100,56.340,5.110,
0.060,7.000,7,30,179.000,179.000,1871.540,35.000,116.100,51.440,4.830,
0.060,7.000,8,30,169.000,169.000,1611.190,35.000,109.900,51.950,4.710,
0.060,7.000,9,30,165.000,165.000,1981.180,35.000,91.900,52.660,4.910,
0.070,3.000,0,30,88.000,88.000,2176.440,15.000,51.500,20.310,5.170,
0.070,3.000,1,30,110.000,110.000,1868.510,15.000,76.100,28.100,4.900,
0.070,3.000,2,30,89.000,89.000,1872.900,15.000,53.500,22.550,4.910,
0.070,3.000,3,30,103.000,103.000,1867.880,15.000,47.500,24.860,4.960,
0.070,3.000,4,30,86.000,86.000,1825.070,15.000,51.600,21.350,4.910,
0.070,3.000,5,30,108.000,108.000,2095.620,15.000,70.400,25.160,5.200,
0.070,3.000,6,30,130.000,130.000,2014.210,15.000,96.600,23.910,5.130,
0.070,3.000,7,30,94.000,94.000,1866.550,15.000,85.700,21.740,4.800,
0.070,3.000,8,30,109.000,109.000,1677.280,15.000,54.500,22.470,4.820,
0.070,3.000,9,30,99.000,99.000,1987.310,15.000,42.600,21.940,5.490,
0.070,3.500,0,30,95.000,95.000,2176.440,17.500,57.000,22.320,5.470,
0.070,3.500,1,30,122.000,122.000,1876.490,17.500,85.300,31.170,5.260,
0.070,3.500,2,30,112.000,112.000,1940.520,17.500,63.500,23.740,5.200,
0.070,3.500,3,30,118.000,118.000,1936.050,17.500,56.500,29.160,5.390,
0.070,3.500,4,30,138.000,138.000,1853.390,17.500,81.300,25.820,5.220,
0.070,3.500,5,30,114.000,114.000,2091.270,17.500,74.300,29.430,5.490,
0.070,3.500,6,30,148.000,148.000,1966.830,17.500,111.600,30.530,5.340,
0.070,3.500,7,30,117.000,117.000,1823.890,17.500,93.000,29.860,5.080,
0.070,3.500,8,30,112.000,112.000,1666.280,17.500,57.500,25.500,5.200,
0.070,3.500,9,30,106.000,106.000,2003.440,17.500,46.800,25.540,5.490,
0.070,4.000,0,30,116.000,116.000,2183.250,20.000,62.900,27.220,5.600,
0.070,4.000,1,30,132.000,132.000,1873.190,20.000,93.400,34.040,5.370,
0.070,4.000,2,30,125.000,125.000,1944.710,20.000,71.100,26.600,5.330,
0.070,4.000,3,30,120.000,120.000,1892.900,20.000,69.900,31.960,5.450,
0.070,4.000,4,30,147.000,147.000,1830.120,20.000,90.000,30.340,5.320,
0.070,4.000,5,30,118.000,118.000,2094.500,20.000,77.900,32.760,5.520,
0.070,4.000,6,30,160.000,160.000,1977.370,20.000,94.800,33.200,5.410,
0.070,4.000,7,30,121.000,121.000,1933.880,20.000,98.100,31.120,5.380,
0.070,4.000,8,30,120.000,120.000,1694.860,20.000,59.600,26.270,5.250,
0.070,4.000,9,30,108.000,108.000,1999.770,20.000,45.800,28.560,5.650,
0.070,4.500,0,30,127.000,127.000,2159.170,22.500,65.800,28.860,5.720,
0.070,4.500,1,30,140.000,140.000,1865.200,22.500,98.600,36.790,5.510,
0.070,4.500,2,30,118.000,118.000,1953.500,22.500,61.900,29.000,5.480,
0.070,4.500,3,30,117.000,117.000,1881.570,22.500,75.900,34.410,5.560,
0.070,4.500,4,30,152.000,152.000,1833.260,22.500,94.000,35.110,5.400,
0.070,4.500,5,30,169.000,169.000,2009.120,22.500,93.800,43.640,5.570,
0.070,4.500,6,30,161.000,161.000,2003.600,22.500,97.700,38.320,5.880,
0.070,4.500,7,30,124.000,124.000,1934.030,22.500,103.200,34.820,5.660,
0.070,4.500,8,30,121.000,121.000,1713.350,22.500,60.700,29.190,5.640,
0.070,4.500,9,30,132.000,132.000,1989.790,22.500,78.600,31.560,5.840,
0.070,5.000,0,30,135.000,135.000,2177.790,25.000,68.900,33.630,5.940,
0.070,5.000,1,30,135.000,135.000,1857.580,25.000,97.700,40.930,5.680,
0.070,5.000,2,30,114.000,114.000,1932.940,25.000,60.200,33.650,5.700,
0.070,5.000,3,30,137.000,137.000,1888.380,25.000,87.000,39.190,5.780,
0.070,5.000,4,30,151.000,151.000,1833.260,25.000,91.700,37.390,5.590,
0.070,5.000,5,30,172.000,172.000,2086.320,25.000,93.900,46.430,5.910,
0.070,5.000,6,30,171.000,171.000,1968.650,25.000,101.400,41.220,5.780,
0.070,5.000,7,30,137.000,137.000,1888.260,25.000,107.700,39.700,5.520,
0.070,5.000,8,30,121.000,121.000,1696.280,25.000,58.600,32.340,5.440,
0.070,5.000,9,30,135.000,135.000,1987.440,25.000,82.900,34.820,5.700,
0.070,5.500,0,30,143.000,143.000,2136.460,27.500,70.700,37.670,5.830,
0.070,5.500,1,30,134.000,134.000,1860.990,27.500,104.700,43.840,5.650,
0.070,5.500,2,30,132.000,132.000,1977.610,27.500,72.900,37.090,5.620,
0.070,5.500,3,30,148.000,148.000,1888.490,27.500,97.000,44.030,5.740,
0.070,5.500,4,30,169.000,169.000,1846.430,27.500,108.800,42.190,5.690,
0.070,5.500,5,30,174.000,174.000,2086.320,27.500,92.900,47.030,5.960,
0.070,5.500,6,30,202.000,202.000,1984.990,27.500,128.400,45.370,5.820,
0.070,5.500,7,30,133.000,133.000,1858.840,27.500,112.100,44.600,5.540,
0.070,5.500,8,30,120.000,120.000,1717.510,27.500,101.800,36.190,5.690,
0.070,5.500,9,30,133.000,133.000,1987.430,27.500,79.900,36.830,5.750,
0.070,6.000,0,30,145.000,145.000,2126.360,30.000,73.700,38.540,5.870,
0.070,6.000,1,30,133.000,133.000,1871.460,30.000,111.900,45.240,5.700,
0.070,6.000,2,30,140.000,140.000,1904.210,30.000,76.000,41.000,5.620,
0.070,6.000,3,30,152.000,152.000,1902.430,30.000,99.600,45.950,5.840,
0.070,6.000,4,30,179.000,179.000,1859.270,30.000,116.100,45.620,5.700,
0.070,6.000,5,30,171.000,171.000,2099.160,30.000,112.900,51.760,5.990,
0.070,6.000,6,30,150.000,150.000,2019.920,30.000,106.200,45.740,5.890,
0.070,6.000,7,30,131.000,131.000,1848.560,30.000,118.800,46.800,5.580,
0.070,6.000,8,30,151.000,151.000,1650.190,30.000,106.600,43.910,5.640,
0.070,6.000,9,30,153.000,153.000,1929.880,30.000,82.700,44.010,5.830,
0.070,6.500,0,30,147.000,147.000,2142.840,32.500,79.000,41.310,5.960,
0.070,6.500,1,30,227.000,227.000,1865.870,32.500,136.300,54.920,5.700,
0.070,6.500,2,30,147.000,147.000,1911.860,32.500,84.500,43.460,5.740,
0.070,6.500,3,30,228.000,228.000,1899.460,32.500,134.100,55.340,5.960,
0.070,6.500,4,30,177.000,177.000,1865.510,32.500,111.900,48.910,5.780,
0.070,6.500,5,30,218.000,218.000,2134.460,32.500,116.700,56.010,6.130,
0.070,6.500,6,30,212.000,212.000,2013.270,32.500,151.200,54.760,5.940,
0.070,6.500,7,30,133.000,133.000,1871.540,32.500,122.400,49.130,5.680,
0.070,6.500,8,30,157.000,157.000,1618.140,32.500,120.400,49.050,5.630,
0.070,6.500,9,30,154.000,154.000,2054.340,32.500,91.100,48.410,5.960,
0.070,7.000,0,30,141.000,141.000,2098.020,35.000,84.200,43.700,5.870,
0.070,7.000,1,30,235.000,235.000,1880.100,35.000,143.000,56.100,5.730,
0.070,7.000,2,30,155.000,155.000,1911.860,35.000,82.300,46.670,5.670,
0.070,7.000,3,30,195.000,195.000,1899.460,35.000,139.600,57.420,5.920,
0.070,7.000,4,30,186.000,186.000,1880.810,35.000,119.700,53.180,5.810,
0.070,7.000,5,30,171.000,171.000,2148.490,35.000,119.900,56.350,6.110,
0.070,7.000,6,30,177.000,177.000,2060.430,35.000,164.600,57.360,5.970,
0.070,7.000,7,30,184.000,184.000,1871.540,35.000,125.900,52.050,5.690,
0.070,7.000,8,30,169.000,169.000,1611.190,35.000,134.000,53.030,5.540,
0.070,7.000,9,30,165.000,165.000,1981.180,35.000,119.500,53.580,5.830,
0.080,3.000,0,30,98.000,98.000,2156.350,15.000,62.600,21.730,5.980,
0.080,3.000,1,30,122.000,122.000,1829.950,15.000,89.000,31.390,5.680,
0.080,3.000,2,30,112.000,112.000,1872.900,15.000,66.100,24.400,5.650,
0.080,3.000,3,30,110.000,110.000,1903.000,15.000,71.900,26.870,5.730,
0.080,3.000,4,30,95.000,95.000,1819.510,15.000,60.800,22.530,5.740,
0.080,3.000,5,30,117.000,117.000,2071.110,15.000,79.200,27.470,6.040,
0.080,3.000,6,30,148.000,148.000,1925.100,15.000,114.300,26.910,5.850,
0.080,3.000,7,30,104.000,104.000,1790.610,15.000,95.800,25.340,5.530,
0.080,3.000,8,30,116.000,116.000,1677.280,15.000,60.200,23.480,5.550,
0.080,3.000,9,30,91.000,91.000,1910.830,15.000,40.200,22.520,5.690,
0.080,3.500,0,30,106.000,106.000,2100.150,17.500,67.100,23.670,5.800,
0.080,3.500,1,30,131.000,131.000,1843.540,17.500,94.400,33.970,5.680,
0.080,3.500,2,30,120.000,120.000,1872.980,17.500,71.800,24.920,5.610,
0.080,3.500,3,30,116.000,116.000,1919.220,17.500,77.300,31.270,5.780,
0.080,3.500,4,30,145.000,145.000,1819.520,17.500,90.800,27.980,5.670,
0.080,3.500,5,30,122.000,122.000,2129.670,17.500,87.600,32.810,6.070,
0.080,3.500,6,30,161.000,161.000,1949.910,17.500,124.200,32.310,5.770,
0.080,3.500,7,30,126.000,126.000,1823.890,17.500,102.700,31.200,5.500,
0.080,3.500,8,30,117.000,117.000,1666.280,17.500,62.900,25.830,5.560,
0.080,3.500,9,30,111.000,111.000,2003.440,17.500,51.900,26.270,5.870,
0.080,4.000,0,30,119.000,119.000,2183.250,20.000,70.000,27.820,5.980,
0.080,4.000,1,30,143.000,143.000,1841.320,20.000,104.600,35.970,5.670,
0.080,4.000,2,30,150.000,150.000,1944.710,20.000,96.800,27.760,5.690,
0.080,4.000,3,30,121.000,121.000,1892.570,20.000,80.700,33.160,5.820,
0.080,4.000,4,30,163.000,163.000,1766.980,20.000,106.000,31.860,5.600,
0.080,4.000,5,30,127.000,127.000,2094.500,20.000,91.700,34.970,5.930,
0.080,4.000,6,30,171.000,171.000,1949.820,20.000,105.200,35.340,5.710,
0.080,4.000,7,30,127.000,127.000,1907.180,20.000,108.700,32.700,5.570,
0.080,4.000,8,30,122.000,122.000,1694.860,20.000,61.900,26.360,5.440,
0.080,4.000,9,30,130.000,130.000,1999.770,20.000,81.500,31.140,5.860,
0.080,4.500,0,30,129.000,129.000,2170.820,22.500,72.900,29.350,5.960,
0.080,4.500,1,30,152.000,152.000,1870.940,22.500,110.300,38.700,5.670,
0.080,4.500,2,30,127.000,127.000,1953.500,22.500,70.200,29.330,5.720,
0.080,4.500,3,30,146.000,146.000,1902.350,22.500,104.300,36.960,5.760,
0.080,4.500,4,30,166.000,166.000,1833.260,22.500,107.900,36.300,5.560,
0.080,4.500,5,30,179.000,179.000,2051.050,22.500,105.200,47.250,5.790,
0.080,4.500,6,30,154.000,154.000,1972.450,22.500,143.100,40.650,5.840,
0.080,4.500,7,30,130.000,130.000,1934.030,22.500,118.600,36.270,5.610,
0.080,4.500,8,30,126.000,126.000,1649.190,22.500,102.900,32.780,5.500,
0.080,4.500,9,30,143.000,143.000,1989.790,22.500,89.300,32.300,5.720,
0.080,5.000,0,30,143.000,143.000,2177.790,25.000,75.900,34.130,5.890,
0.080,5.000,1,30,149.000,149.000,1859.350,25.000,113.600,43.250,5.600,
0.080,5.000,2,30,114.000,114.000,1932.940,25.000,64.200,33.860,5.610,
0.080,5.000,3,30,154.000,154.000,1888.490,25.000,103.700,42.120,5.710,
0.080,5.000,4,30,166.000,166.000,1833.260,25.000,106.200,38.390,5.490,
0.080,5.000,5,30,185.000,185.000,2099.350,25.000,116.600,50.820,5.920,
0.080,5.000,6,30,161.000,161.000,2005.450,25.000,150.500,43.970,5.760,
0.080,5.000,7,30,163.000,163.000,1888.260,25.000,123.900,42.100,5.440,
0.080,5.000,8,30,126.000,126.000,1653.280,25.000,116.500,35.510,5.390,
0.080,5.000,9,30,145.000,145.000,1987.440,25.000,92.300,35.800,5.630,
0.080,5.500,0,30,132.000,132.000,2161.320,27.500,90.600,37.810,5.810,
0.080,5.500,1,30,146.000,146.000,1876.680,27.500,130.200,47.120,5.590,
0.080,5.500,2,30,142.000,142.000,1887.450,27.500,87.400,37.030,5.440,
0.080,5.500,3,30,160.000,160.000,1888.490,27.500,108.500,45.380,5.650,
0.080,5.500,4,30,184.000,184.000,1846.430,27.500,124.000,43.830,5.570,
0.080,5.500,5,30,185.000,185.000,2099.350,27.500,120.900,53.550,5.830,
0.080,5.500,6,30,177.000,177.000,1927.270,27.500,166.100,47.990,5.630,
0.080,5.500,7,30,164.000,164.000,1832.330,27.500,130.400,47.470,5.340,
0.080,5.500,8,30,142.000,142.000,1717.510,27.500,132.800,37.700,5.490,
