I_U,T_INT,seed,nodes_completed,sim_duration_s,total_survey_time_s,fleet_distance_m,conv_time_min_s,conv_time_max_s,conv_time_mean_s,wall_time_s,error
0.190,3.500,2,30,128.000,128.000,1879.710,17.500,72.000,28.190,7.340,
0.190,3.500,3,30,187.000,187.000,1890.800,17.500,113.100,39.060,7.100,
0.190,3.500,4,30,137.000,137.000,1794.040,17.500,118.200,35.160,7.860,
0.190,3.500,5,30,160.000,160.000,2089.230,17.500,120.700,41.030,7.760,
0.190,3.500,6,30,194.000,194.000,1950.820,17.500,157.400,40.940,7.450,
0.190,3.500,7,30,138.000,138.000,1769.820,17.500,129.900,36.120,7.210,
0.190,3.500,8,30,120.000,120.000,1501.980,17.500,105.300,30.990,6.870,
0.190,3.500,9,30,122.000,122.000,1922.890,17.500,82.400,32.720,7.490,
0.190,4.000,0,30,132.000,132.000,2168.400,20.000,91.700,32.860,7.520,
0.190,4.000,1,30,162.000,162.000,1824.020,20.000,130.200,42.830,7.270,
0.190,4.000,2,30,117.000,117.000,1838.160,20.000,96.500,31.550,7.020,
0.190,4.000,3,30,197.000,197.000,1889.410,20.000,125.500,41.590,7.910,
0.190,4.000,4,30,177.000,177.000,1814.530,20.000,124.900,43.560,7.770,
0.190,4.000,5,30,205.000,205.000,2033.680,20.000,128.900,52.320,7.300,
0.190,4.000,6,30,182.000,182.000,1952.260,20.000,171.400,47.560,7.900,
0.190,4.000,7,30,156.000,156.000,1788.600,20.000,138.100,38.630,7.190,
0.190,4.000,8,30,141.000,141.000,1630.950,20.000,131.300,35.810,6.940,
0.190,4.000,9,30,129.000,129.000,1937.200,20.000,116.000,35.960,7.040,
0.190,4.500,0,30,185.000,185.000,2168.430,22.500,113.600,33.940,7.800,
0.190,4.500,1,30,179.000,179.000,1824.020,22.500,139.200,49.130,7.390,
0.190,4.500,2,30,198.000,198.000,1882.220,22.500,122.600,35.830,7.160,
0.190,4.500,3,30,181.000,181.000,1920.290,22.500,139.500,45.080,7.710,
0.190,4.500,4,30,195.000,195.000,1782.870,22.500,136.500,45.370,7.810,
0.190,4.500,5,30,164.000,164.000,1973.430,22.500,138.100,55.580,7.280,
0.190,4.500,6,30,217.000,217.000,1952.510,22.500,183.900,55.400,7.800,
0.190,4.500,7,30,189.000,189.000,1799.630,22.500,145.600,46.470,7.380,
0.190,4.500,8,30,206.000,206.000,1627.330,22.500,138.800,44.710,7.350,
0.190,4.500,9,30,156.000,156.000,1925.880,22.500,122.500,39.560,7.640,
0.190,5.000,0,30,128.000,128.000,2052.340,25.000,118.000,37.830,7.840,
0.190,5.000,1,30,176.000,176.000,1840.390,25.000,164.000,54.980,7.520,
0.190,5.000,2,30,167.000,167.000,1840.830,25.000,105.600,43.580,7.130,
0.190,5.000,3,30,216.000,216.000,1882.860,25.000,165.600,48.060,7.850,
0.190,5.000,4,30,252.000,252.000,1822.850,25.000,192.000,48.300,7.850,
0.190,5.000,5,30,172.000,172.000,1969.630,25.000,151.500,58.550,7.490,
0.190,5.000,6,30,254.000,254.000,2019.340,25.000,205.600,60.640,7.800,
0.190,5.000,7,30,183.000,183.000,1810.430,25.000,152.400,52.620,6.680,
0.190,5.000,8,30,213.000,213.000,1601.960,25.000,202.100,49.040,7.150,
0.190,5.000,9,30,178.000,178.000,2018.970,25.000,131.200,45.570,7.930,
0.190,5.500,0,30,132.000,132.000,2100.920,27.500,122.000,40.240,7.910,
0.190,5.500,1,30,182.000,182.000,1840.390,27.500,170.800,57.980,7.470,
0.190,5.500,2,30,192.000,192.000,1691.680,27.500,109.100,46.850,6.950,
0.190,5.500,3,30,239.000,239.000,1948.470,27.500,187.600,55.160,7.850,
0.190,5.500,4,30,264.000,264.000,1912.280,27.500,199.800,55.000,7.910,
0.190,5.500,5,30,243.000,243.000,2051.200,27.500,156.100,64.580,7.810,
0.190,5.500,6,30,263.000,263.000,2000.370,27.500,222.200,63.960,7.930,
0.190,5.500,7,30,186.000,186.000,1812.540,27.500,157.100,54.310,6.810,
0.190,5.500,8,30,253.000,253.000,1555.880,27.500,215.400,56.590,7.110,
0.190,5.500,9,30,226.000,226.000,1976.390,27.500,158.500,54.640,8.020,
0.190,6.000,0,30,136.000,136.000,2107.160,30.000,125.400,43.300,7.670,
0.190,6.000,1,30,213.000,213.000,1867.360,30.000,191.200,66.280,7.510,
0.190,6.000,2,30,244.000,244.000,1691.680,30.000,235.400,54.220,6.640,
0.190,6.000,3,30,329.000,329.000,1948.470,30.000,242.600,67.720,7.950,
0.190,6.000,4,30,269.000,269.000,1872.100,30.000,203.300,60.840,7.430,
0.190,6.000,5,30,248.000,248.000,2051.810,30.000,161.800,68.600,8.340,
0.190,6.000,6,30,275.000,275.000,2020.920,30.000,235.300,66.130,8.060,
0.190,6.000,7,30,191.000,191.000,1838.670,30.000,161.900,57.290,6.930,
0.190,6.000,8,30,233.000,233.000,1584.060,30.000,222.800,59.050,7.070,
0.190,6.000,9,30,169.000,169.000,1976.390,30.000,150.200,52.950,7.220,
0.190,6.500,0,30,148.000,148.000,2087.890,32.500,137.400,48.470,7.240,
0.190,6.500,1,30,214.000,214.000,1868.150,32.500,202.600,67.850,7.140,
0.190,6.500,2,30,278.000,278.000,1746.730,32.500,269.400,57.960,6.750,
0.190,6.500,3,30,362.000,362.000,1915.070,32.500,269.500,70.710,7.520,
0.190,6.500,4,30,273.000,273.000,1863.490,32.500,207.200,67.500,8.020,
0.190,6.500,5,30,250.000,250.000,2051.810,32.500,181.600,71.140,8.720,
0.190,6.500,6,30,293.000,293.000,2023.790,32.500,282.800,71.230,8.930,
0.190,6.500,7,30,200.000,200.000,1845.290,32.500,174.100,64.390,7.490,
0.190,6.500,8,30,274.000,274.000,1598.980,32.500,231.300,66.310,7.110,
0.190,6.500,9,30,241.000,241.000,2020.720,32.500,173.800,60.780,7.280,
0.190,7.000,0,30,151.000,151.000,2149.370,35.000,140.700,49.340,7.950,
0.190,7.000,1,30,239.000,239.000,1813.390,35.000,209.400,74.570,7.880,
0.190,7.000,2,30,294.000,294.000,1708.700,35.000,285.800,60.940,6.940,
0.190,7.000,3,30,389.000,389.000,1915.070,35.000,292.200,79.250,7.450,
0.190,7.000,4,30,275.000,275.000,1801.910,35.000,206.400,66.750,7.180,
0.190,7.000,5,30,253.000,253.000,2092.450,35.000,186.000,70.720,7.560,
0.190,7.000,6,30,307.000,307.000,2023.790,35.000,296.300,74.470,8.140,
0.190,7.000,7,30,228.000,228.000,1844.460,35.000,177.600,62.860,7.900,
0.190,7.000,8,30,284.000,284.000,1618.880,35.000,238.600,77.150,7.570,
0.190,7.000,9,30,246.000,246.000,2009.810,35.000,176.400,62.570,7.460,
0.200,3.000,0,30,115.000,115.000,2152.310,15.000,79.100,25.390,7.950,
0.200,3.000,1,30,140.000,140.000,1812.390,15.000,106.200,39.230,7.190,
0.200,3.000,2,30,144.000,144.000,1857.830,15.000,87.300,32.700,7.960,
0.200,3.000,3,30,152.000,152.000,1892.430,15.000,111.200,35.210,7.270,
0.200,3.000,4,30,127.000,127.000,1792.090,15.000,115.100,33.010,7.090,
0.200,3.000,5,30,165.000,165.000,2064.770,15.000,127.300,39.080,8.210,
0.200,3.000,6,30,188.000,188.000,1922.250,15.000,151.400,35.580,7.640,
0.200,3.000,7,30,135.000,135.000,1789.460,15.000,126.200,34.390,7.430,
0.200,3.000,8,30,177.000,177.000,1574.580,15.000,118.400,33.260,6.770,
0.200,3.000,9,30,121.000,121.000,1936.540,15.000,80.400,33.420,7.240,
0.200,3.500,0,30,128.000,128.000,2168.400,17.500,89.900,30.820,7.540,
0.200,3.500,1,30,157.000,157.000,1831.470,17.500,124.300,43.500,7.390,
0.200,3.500,2,30,129.000,129.000,1864.830,17.500,95.900,31.390,7.380,
0.200,3.500,3,30,196.000,196.000,1910.970,17.500,122.000,41.600,7.540,
0.200,3.500,4,30,142.000,142.000,1849.580,17.500,123.400,39.630,8.050,
0.200,3.500,5,30,199.000,199.000,2107.900,17.500,130.000,50.410,7.690,
0.200,3.500,6,30,202.000,202.000,1901.820,17.500,164.900,45.780,7.810,
0.200,3.500,7,30,147.000,147.000,1808.130,17.500,135.700,41.090,7.200,
0.200,3.500,8,30,128.000,128.000,1518.570,17.500,117.100,32.760,6.990,
0.200,3.500,9,30,127.000,127.000,1922.890,17.500,109.900,36.490,7.280,
0.200,4.000,0,30,134.000,134.000,2168.400,20.000,111.700,34.270,8.080,
0.200,4.000,1,30,173.000,173.000,1835.030,20.000,136.800,48.720,7.270,
0.200,4.000,2,30,167.000,167.000,1793.800,20.000,103.000,36.240,7.600,
0.200,4.000,3,30,202.000,202.000,1914.190,20.000,130.300,43.250,7.370,
0.200,4.000,4,30,183.000,183.000,1800.250,20.000,133.500,44.830,7.500,
0.200,4.000,5,30,206.000,206.000,2001.460,20.000,137.400,56.890,7.890,
0.200,4.000,6,30,191.000,191.000,1952.260,20.000,180.600,53.690,7.380,
0.200,4.000,7,30,160.000,160.000,1792.490,20.000,145.500,42.110,7.140,
0.200,4.000,8,30,195.000,195.000,1623.200,20.000,136.900,39.300,7.230,
0.200,4.000,9,30,134.000,134.000,1937.200,20.000,120.300,40.190,7.260,
0.200,4.500,0,30,189.000,189.000,2168.430,22.500,117.800,35.630,8.020,
0.200,4.500,1,30,185.000,185.000,1873.120,22.500,168.300,54.540,7.330,
0.200,4.500,2,30,203.000,203.000,1882.220,22.500,127.700,38.290,7.920,
0.200,4.500,3,30,225.000,225.000,1922.040,22.500,171.900,54.090,7.800,
0.200,4.500,4,30,247.000,247.000,1789.890,22.500,188.000,51.190,7.470,
0.200,4.500,5,30,217.000,217.000,1936.170,22.500,151.700,62.880,7.570,
0.200,4.500,6,30,250.000,250.000,1952.510,22.500,197.200,58.450,7.560,
0.200,4.500,7,30,194.000,194.000,1832.420,22.500,153.300,47.310,7.170,
0.200,4.500,8,30,212.000,212.000,1644.410,22.500,199.800,48.800,7.410,
0.200,4.500,9,30,159.000,159.000,1925.870,22.500,129.600,42.950,7.510,
0.200,5.000,0,30,133.000,133.000,2052.340,25.000,122.500,38.350,7.260,
0.200,5.000,1,30,188.000,188.000,1879.540,25.000,177.800,61.360,7.730,
0.200,5.000,2,30,172.000,172.000,1776.730,25.000,132.400,47.350,7.140,
0.200,5.000,3,30,240.000,240.000,1895.120,25.000,187.100,52.140,8.040,
0.200,5.000,4,30,263.000,263.000,1840.550,25.000,200.300,56.580,7.930,
0.200,5.000,5,30,236.000,236.000,1969.630,25.000,164.800,66.070,8.180,
0.200,5.000,6,30,262.000,262.000,2031.240,25.000,220.900,63.800,7.550,
0.200,5.000,7,30,181.000,181.000,1881.040,25.000,158.600,52.760,6.870,
0.200,5.000,8,30,225.000,225.000,1607.240,25.000,214.400,50.730,7.580,
0.200,5.000,9,30,262.000,262.000,1897.650,25.000,174.900,53.750,7.780,
0.200,5.500,0,30,176.000,176.000,2097.030,27.500,132.700,45.220,8.280,
0.200,5.500,1,30,201.000,201.000,1839.300,27.500,190.600,62.810,7.180,
0.200,5.500,2,30,244.000,244.000,1691.680,27.500,235.300,53.470,7.170,
0.200,5.500,3,30,248.000,248.000,1947.240,27.500,196.100,59.320,8.350,
0.200,5.500,4,30,274.000,274.000,1814.000,27.500,209.400,66.470,7.300,
0.200,5.500,5,30,257.000,257.000,2051.200,27.500,169.800,72.740,7.870,
0.200,5.500,6,30,273.000,273.000,1935.580,27.500,233.900,65.610,7.750,
0.200,5.500,7,30,201.000,201.000,1870.010,27.500,172.400,60.480,6.970,
0.200,5.500,8,30,262.000,262.000,1578.530,27.500,222.700,60.220,6.980,
0.200,5.500,9,30,169.000,169.000,1975.330,27.500,150.900,54.940,7.690,
0.200,6.000,0,30,157.000,157.000,2107.160,30.000,140.300,45.750,8.120,
0.200,6.000,1,30,238.000,238.000,1862.120,30.000,202.400,68.910,7.480,
0.200,6.000,2,30,280.000,280.000,1691.680,30.000,272.000,60.120,7.540,
0.200,6.000,3,30,344.000,344.000,1948.470,30.000,257.200,74.560,8.210,
0.200,6.000,4,30,274.000,274.000,1830.390,30.000,206.600,68.980,7.880,
0.200,6.000,5,30,319.000,319.000,2041.040,30.000,189.900,83.280,7.340,
0.200,6.000,6,30,291.000,291.000,2020.920,30.000,280.800,69.040,7.630,
0.200,6.000,7,30,199.000,199.000,1845.290,30.000,177.100,62.390,7.220,
0.200,6.000,8,30,242.000,242.000,1543.030,30.000,232.000,65.140,7.690,
0.200,6.000,9,30,246.000,246.000,1970.520,30.000,176.100,61.060,7.510,
0.200,6.500,0,30,154.000,154.000,2087.890,32.500,143.700,49.410,7.920,
0.200,6.500,1,30,277.000,277.000,1893.420,32.500,209.600,72.860,8.030,
0.200,6.500,2,30,297.000,297.000,1764.650,32.500,288.900,63.970,7.160,
0.200,6.500,3,30,378.000,378.000,1915.070,32.500,285.600,79.230,7.520,
0.200,6.500,4,30,297.000,297.000,1847.120,32.500,231.200,73.290,7.830,
0.200,6.500,5,30,326.000,326.000,2044.510,32.500,199.000,88.420,8.040,
0.200,6.500,6,30,305.000,305.000,1977.900,32.500,295.000,74.240,7.740,
0.200,6.500,7,30,253.000,253.000,1845.290,32.500,244.900,69.710,6.800,
0.200,6.500,8,30,286.000,286.000,1541.470,32.500,240.600,84.370,7.250,
0.200,6.500,9,30,248.000,248.000,2028.090,32.500,180.400,66.290,8.400,
0.200,7.000,0,30,164.000,164.000,2149.370,35.000,153.400,51.210,7.630,
0.200,7.000,1,30,284.000,284.000,1833.250,35.000,220.000,79.250,7.910,
0.200,7.000,2,30,311.000,311.000,1708.700,35.000,302.700,66.250,7.560,
0.200,7.000,3,30,403.000,403.000,1935.250,35.000,305.500,82.990,7.180,
0.200,7.000,4,30,291.000,291.000,1796.630,35.000,223.500,75.540,7.370,
0.200,7.000,5,30,279.000,279.000,2075.910,35.000,208.700,81.670,7.380,
0.200,7.000,6,30,333.000,333.000,2023.790,35.000,322.800,80.650,7.430,
0.200,7.000,7,30,264.000,264.000,1845.290,35.000,255.600,71.090,7.220,
0.200,7.000,8,30,312.000,312.000,1622.290,35.000,247.900,97.370,6.880,
0.200,7.000,9,30,253.000,253.000,2003.080,35.000,183.800,66.920,5.710,
